kind,label,amplitude,lower,upper
envelope,q(a),0.838000,-0.08905953128329552,-0.08441529950109078
envelope,q(a),0.840000,-0.08948018320122131,-0.08482457435382951
envelope,q(a),0.842000,-0.08990184927672315,-0.08523484835327866
envelope,q(a),0.844000,-0.09032452950980109,-0.08564612149943825
envelope,q(a),0.846000,-0.09074822390045509,-0.08605839379230823
envelope,q(a),0.848000,-0.09117293244868517,-0.08647166523188866
envelope,q(a),0.850000,-0.0915986551544913,-0.0868859358181795
envelope,q(a),0.852000,-0.09202539201787352,-0.08730120555118075
envelope,q(a),0.854000,-0.0924531430388318,-0.08771747443089244
envelope,q(a),0.856000,-0.09288190821736615,-0.08813474245731452
envelope,q(a),0.858000,-0.09331168755347659,-0.08855300963044703
envelope,q(a),0.860000,-0.09374248104716307,-0.08897227595028998
envelope,q(a),0.862000,-0.09417428869842563,-0.08939254141684333
envelope,q(a),0.864000,-0.09460711050726428,-0.0898138060301071
envelope,q(a),0.866000,-0.095040946473679,-0.09023606979008131
envelope,q(a),0.868000,-0.09547579659766978,-0.09065933269676592
envelope,q(a),0.870000,-0.09591166087923662,-0.09108359475016095
envelope,q(a),0.872000,-0.09634853931837954,-0.09150885595026641
envelope,q(a),0.874000,-0.09678643191509854,-0.09193511629708229
envelope,q(a),0.876000,-0.0972253386693936,-0.09236237579060858
envelope,q(a),0.878000,-0.09766525958126474,-0.0927906344308453
envelope,q(a),0.880000,-0.09810619465071194,-0.09321989221779244
envelope,q(a),0.882000,-0.09854814387773522,-0.09365014915145
envelope,q(a),0.884000,-0.09899110726233458,-0.09408140523181797
envelope,q(a),0.886000,-0.09943508480451,-0.09451366045889636
envelope,q(a),0.888000,-0.09988007650426148,-0.09494691483268518
envelope,q(a),0.890000,-0.10032608236158903,-0.09538116835318441
envelope,q(a),0.892000,-0.10077310237649267,-0.09581642102039407
envelope,q(a),0.894000,-0.10122113654897238,-0.09625267283431414
envelope,q(a),0.896000,-0.10167018487902814,-0.09668992379494465
envelope,q(a),0.898000,-0.10212024736665998,-0.09712817390228555
envelope,q(a),0.900000,-0.1025713240118679,-0.0975674231563369
envelope,q(a),0.902000,-0.10302341481465188,-0.09800767155709865
envelope,q(a),0.904000,-0.10347651977501195,-0.09844891910457082
envelope,q(a),0.906000,-0.10393063889294807,-0.09889116579875343
envelope,q(a),0.908000,-0.10438577216846028,-0.09933441163964644
envelope,q(a),0.910000,-0.10484191960154854,-0.09977865662724987
envelope,q(a),0.912000,-0.10529908119221289,-0.10022390076156373
envelope,q(a),0.914000,-0.10575725694045329,-0.100670144042588
envelope,q(a),0.916000,-0.10621644684626977,-0.1011173864703227
envelope,q(a),0.918000,-0.10667665090966232,-0.10156562804476782
envelope,q(a),0.920000,-0.10713786913063095,-0.10201486876592336
envelope,q(a),0.922000,-0.10760010150917565,-0.10246510863378931
envelope,q(a),0.924000,-0.10806334804529641,-0.1029163476483657
envelope,q(a),0.926000,-0.10852760873899325,-0.1033685858096525
envelope,q(a),0.928000,-0.10899288359026615,-0.1038218231176497
envelope,q(a),0.930000,-0.10945917259911514,-0.10427605957235735
envelope,q(a),0.932000,-0.10992647576554018,-0.1047312951737754
envelope,q(a),0.934000,-0.11039479308954131,-0.10518752992190387
envelope,q(a),0.936000,-0.1108641245711185,-0.10564476381674277
envelope,q(a),0.938000,-0.11133447021027176,-0.10610299685829208
envelope,q(a),0.940000,-0.1118058300070011,-0.10656222904655183
envelope,q(a),0.942000,-0.1122782039613065,-0.107022460381522
envelope,q(a),0.944000,-0.11275159207318797,-0.10748369086320256
envelope,q(a),0.946000,-0.11322599434264552,-0.10794592049159356
envelope,q(a),0.948000,-0.11370141076967914,-0.10840914926669498
envelope,q(a),0.950000,-0.11417784135428882,-0.1088733771885068
envelope,q(a),0.952000,-0.11465528609647457,-0.10933860425702907
envelope,q(a),0.954000,-0.11513374499623641,-0.10980483047226175
envelope,q(a),0.956000,-0.11561321805357432,-0.11027205583420484
envelope,q(a),0.958000,-0.11609370526848829,-0.11074028034285836
envelope,q(a),0.960000,-0.11657520664097831,-0.11120950399822227
envelope,q(a),0.962000,-0.1170577221710444,-0.11167972680029661
envelope,q(a),0.964000,-0.1175412518586866,-0.1121509487490814
envelope,q(a),0.966000,-0.11802579570390485,-0.1126231698445766
envelope,q(a),0.968000,-0.11851135370669919,-0.11309639008678221
envelope,q(a),0.970000,-0.11899792586706957,-0.11357060947569826
envelope,q(a),0.972000,-0.11948551218501603,-0.1140458280113247
envelope,q(a),0.974000,-0.11997411266053858,-0.11452204569366158
envelope,q(a),0.976000,-0.12046372729363719,-0.11499926252270888
envelope,q(a),0.978000,-0.12095435608431188,-0.1154774784984666
envelope,q(a),0.980000,-0.1214459990325626,-0.11595669362093472
envelope,q(a),0.982000,-0.12193865613838945,-0.1164369078901133
envelope,q(a),0.984000,-0.12243232740179234,-0.11691812130600227
envelope,q(a),0.986000,-0.1229270128227713,-0.11740033386860166
envelope,q(a),0.988000,-0.12342271240132635,-0.11788354557791149
envelope,q(a),0.990000,-0.12391942613745743,-0.11836775643393171
envelope,q(a),0.992000,-0.12441715403116461,-0.11885296643666236
envelope,q(a),0.994000,-0.12491589608244788,-0.11933917558610346
envelope,q(a),0.996000,-0.1254156522913072,-0.11982638388225494
envelope,q(a),0.998000,-0.12591642265774258,-0.12031459132511686
envelope,q(a),1.000000,-0.12641820718175403,-0.1208037979146892
sign,c3,,-0.12676969700886406,-0.12489333880250154
sign,discriminant,,-0.0010297777226174903,-0.00039732714404764783
sign,endpoint,,-0.001947993537909744,-0.0019148502803584854
