panel,kind,id,series,x,y,value,mu,d,s,tau,cAbs,J,rawSpectralEdge,rawNumericalAbscissa,displayValue,projection,targetCase,N,sourcePath,sourceSha256,certificateId,formula,status,note
A,hidden-mean-excitation,hidden-0-000,d=0,9.9999999999999995e-07,0.15624986718762696,0.15624986718762696,9.9999999999999995e-07,0,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-007,d=2,5.011872336272725e-06,0.002289446903413601,0.002289446903413601,5.011872336272725e-06,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-008,d=2,6.3095734448019296e-06,0.0022894439324179848,0.0022894439324179848,6.3095734448019296e-06,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-009,d=2,7.9432823472428217e-06,0.0022894401921670698,0.0022894401921670698,7.9432823472428217e-06,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-010,d=2,1.0000000000000001e-05,0.0022894354834875224,0.0022894354834875224,1.0000000000000001e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-011,d=2,1.2589254117941661e-05,0.0022894295556387259,0.0022894295556387259,1.2589254117941661e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-012,d=2,1.5848931924611141e-05,0.0022894220929628862,0.0022894220929628862,1.5848931924611141e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-013,d=2,1.9952623149688786e-05,0.002289412698079809,0.002289412698079809,1.9952623149688786e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-014,d=2,2.5118864315095822e-05,0.0022894008707323994,0.0022894008707323994,2.5118864315095822e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-015,d=2,3.1622776601683795e-05,0.0022893859811579506,0.0022893859811579506,3.1622776601683795e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-016,d=2,3.9810717055349695e-05,0.0022893672365696927,0.0022893672365696927,3.9810717055349695e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-017,d=2,5.0118723362727251e-05,0.0022893436389676471,0.0022893436389676471,5.0118723362727251e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-018,d=2,6.3095734448019293e-05,0.0022893139320384732,0.0022893139320384732,6.3095734448019293e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-019,d=2,7.9432823472428221e-05,0.0022892765343266552,0.0022892765343266552,7.9432823472428221e-05,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-020,d=2,0.0001,0.0022892294551342166,0.0022892294551342166,0.0001,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-021,d=2,0.00012589254117941674,0.0022891701886957722,0.0022891701886957722,0.00012589254117941674,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-022,d=2,0.00015848931924611142,0.002289095581033661,0.002289095581033661,0.00015848931924611142,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-023,d=2,0.00019952623149688788,0.002289001662466613,0.002289001662466613,0.00019952623149688788,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-024,d=2,0.00025118864315095795,0.0022888834369536029,0.0022888834369536029,0.00025118864315095795,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-025,d=2,0.00031622776601683794,0.0022887346172149733,0.0022887346172149733,0.00031622776601683794,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-026,d=2,0.00039810717055349735,0.0022885472917788946,0.0022885472917788946,0.00039810717055349735,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-027,d=2,0.00050118723362727253,0.0022883115066240373,0.0022883115066240373,0.00050118723362727253,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-028,d=2,0.00063095734448019298,0.0022880147397755565,0.0022880147397755565,0.00063095734448019298,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-029,d=2,0.00079432823472428131,0.0022876412418812954,0.0022876412418812954,0.00079432823472428131,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-030,d=2,0.001,0.002287171209243623,0.002287171209243623,0.001,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-031,d=2,0.0012589254117941675,0.0022865797477848275,0.0022865797477848275,0.0012589254117941675,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-032,d=2,0.0015848931924611141,0.0022858355767498744,0.0022858355767498744,0.0015848931924611141,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-033,d=2,0.0019952623149688789,0.002284899409390897,0.002284899409390897,0.0019952623149688789,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-034,d=2,0.0025118864315095794,0.0022837219342969318,0.0022837219342969318,0.0025118864315095794,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-035,d=2,0.0031622776601683794,0.0022822413054546849,0.0022822413054546849,0.0031622776601683794,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-036,d=2,0.0039810717055349734,0.0022803800318829939,0.0022803800318829939,0.0039810717055349734,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-037,d=2,0.0050118723362727246,0.0022780411396497681,0.0022780411396497681,0.0050118723362727246,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-038,d=2,0.0063095734448019303,0.0022751034620432601,0.0022751034620432601,0.0063095734448019303,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-039,d=2,0.0079432823472428138,0.0022714159008963737,0.0022714159008963737,0.0079432823472428138,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-040,d=2,0.01,0.0022667904991342967,0.0022667904991342967,0.01,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-041,d=2,0.012589254117941661,0.0022609941806175241,0.0022609941806175241,0.012589254117941661,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-042,d=2,0.015848931924611141,0.0022537390624762254,0.0022537390624762254,0.015848931924611141,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-043,d=2,0.019952623149688788,0.0022446713486658507,0.0022446713486658507,0.019952623149688788,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-044,d=2,0.025118864315095822,0.0022333590019185333,0.0022333590019185333,0.025118864315095822,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-045,d=2,0.031622776601683791,0.0022192787058366598,0.0022192787058366598,0.031622776601683791,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-046,d=2,0.039810717055349693,0.0022018031207326361,0.0022018031207326361,0.039810717055349693,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-047,d=2,0.050118723362727248,0.0021801901608220898,0.0021801901608220898,0.050118723362727248,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-048,d=2,0.063095734448019303,0.0021535770180078281,0.0021535770180078281,0.063095734448019303,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-049,d=2,0.079432823472428221,0.0021209829212707173,0.0021209829212707173,0.079432823472428221,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-050,d=2,0.10000000000000001,0.0020813260319429688,0.0020813260319429688,0.10000000000000001,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-051,d=2,0.12589254117941662,0.002033461112845645,0.002033461112845645,0.12589254117941662,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-052,d=2,0.15848931924611143,0.0019762450476423056,0.0019762450476423056,0.15848931924611143,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-053,d=2,0.19952623149688789,0.0019086359422207906,0.0019086359422207906,0.19952623149688789,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-054,d=2,0.25118864315095824,0.001829827191705479,0.001829827191705479,0.25118864315095824,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-055,d=2,0.31622776601683794,0.0017394095534856509,0.0017394095534856509,0.31622776601683794,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-056,d=2,0.39810717055349693,0.0016375420861967744,0.0016375420861967744,0.39810717055349693,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-057,d=2,0.50118723362727247,0.0015250992689292721,0.0015250992689292721,0.50118723362727247,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-058,d=2,0.63095734448019303,0.0014037521109925466,0.0014037521109925466,0.63095734448019303,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-059,d=2,0.79432823472428216,0.0012759427631305364,0.0012759427631305364,0.79432823472428216,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,hidden-mean-excitation,hidden-2-060,d=2,1,0.0011447302439252542,0.0011447302439252542,1,2,,,,,,,,,,,,,,exp(-2*d)/(8*(1+mu))+exp(-8*d)/(8*(4+mu)),exact physical formula,h_d/(i*c_mu); normalized bracket; no fitted quantity
A,abstract-limit-mismatch,limit-000,physical mu->0 hidden derivative,0,0.15625,0.15625,,0,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-001,physical mu->0 hidden derivative,0.050000000000000003,0.13405217869310868,0.13405217869310868,,0.050000000000000003,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-002,physical mu->0 hidden derivative,0.10000000000000001,0.1163828742634109,0.1163828742634109,,0.10000000000000001,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-003,physical mu->0 hidden derivative,0.14999999999999999,0.10201459670747105,0.10201459670747105,,0.14999999999999999,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-004,physical mu->0 hidden derivative,0.20000000000000001,0.090099271941787892,0.090099271941787892,,0.20000000000000001,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-005,physical mu->0 hidden derivative,0.25,0.080045560065223328,0.080045560065223328,,0.25,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-006,physical mu->0 hidden derivative,0.29999999999999999,0.071436390552047438,0.071436390552047438,,0.29999999999999999,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-007,physical mu->0 hidden derivative,0.34999999999999998,0.063973477430964251,0.063973477430964251,,0.34999999999999998,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-008,physical mu->0 hidden derivative,0.40000000000000002,0.057439939388976638,0.057439939388976638,,0.40000000000000002,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-009,physical mu->0 hidden derivative,0.45000000000000001,0.051675073794052784,0.051675073794052784,,0.45000000000000001,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-010,physical mu->0 hidden derivative,0.5,0.046557293861703236,0.046557293861703236,,0.5,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-011,physical mu->0 hidden derivative,0.55000000000000004,0.041992552334230833,0.041992552334230833,,0.55000000000000004,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-012,physical mu->0 hidden derivative,0.59999999999999998,0.037906456084307143,0.037906456084307143,,0.59999999999999998,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-013,physical mu->0 hidden derivative,0.65000000000000002,0.034238866767400351,0.034238866767400351,,0.65000000000000002,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-014,physical mu->0 hidden derivative,0.69999999999999996,0.030940178733840903,0.030940178733840903,,0.69999999999999996,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-015,physical mu->0 hidden derivative,0.75,0.027968731024074552,0.027968731024074552,,0.75,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-016,physical mu->0 hidden derivative,0.80000000000000004,0.025288988414118609,0.025288988414118609,,0.80000000000000004,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-017,physical mu->0 hidden derivative,0.84999999999999998,0.022870245979961984,0.022870245979961984,,0.84999999999999998,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-018,physical mu->0 hidden derivative,0.90000000000000002,0.020685691834210089,0.020685691834210089,,0.90000000000000002,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-019,physical mu->0 hidden derivative,0.94999999999999996,0.018711716510124401,0.018711716510124401,,0.94999999999999996,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-020,physical mu->0 hidden derivative,1,0.016927393611698541,0.016927393611698541,,1,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-021,physical mu->0 hidden derivative,1.05,0.015314080635503328,0.015314080635503328,,1.05,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-022,physical mu->0 hidden derivative,1.1000000000000001,0.013855105203888468,0.013855105203888468,,1.1000000000000001,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-023,physical mu->0 hidden derivative,1.1499999999999999,0.012535512946657877,0.012535512946657877,,1.1499999999999999,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-024,physical mu->0 hidden derivative,1.2,0.011341860684191903,0.011341860684191903,,1.2,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-025,physical mu->0 hidden derivative,1.25,0.010262043575792428,0.010262043575792428,,1.25,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-026,physical mu->0 hidden derivative,1.3,0.0092851482918857465,0.0092851482918857465,,1.3,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-027,physical mu->0 hidden derivative,1.3500000000000001,0.008401326576950318,0.008401326576950318,,1.3500000000000001,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-028,physical mu->0 hidden derivative,1.3999999999999999,0.0076016851467792992,0.0076016851467792992,,1.3999999999999999,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-029,physical mu->0 hidden derivative,1.45,0.0068781889472926613,0.0068781889472926613,,1.45,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-030,physical mu->0 hidden derivative,1.5,0.0062235755526190342,0.0062235755526190342,,1.5,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-031,physical mu->0 hidden derivative,1.55,0.0056312790050918353,0.0056312790050918353,,1.55,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-032,physical mu->0 hidden derivative,1.6000000000000001,0.0050953617714386522,0.0050953617714386522,,1.6000000000000001,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-033,physical mu->0 hidden derivative,1.6499999999999999,0.0046104537564424265,0.0046104537564424265,,1.6499999999999999,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-034,physical mu->0 hidden derivative,1.7,0.0041716975105120088,0.0041716975105120088,,1.7,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
A,abstract-limit-mismatch,limit-035,physical mu->0 hidden derivative,1.75,0.0037746989130622846,0.0037746989130622846,,1.75,,,,,,,,,,,,,,exp(-2*d)/8+exp(-8*d)/32,exact nonzero normalized-bracket limit,only c_mu->c0!=0; fixed Lambda undecided; tangent has no hidden coordinate
