panel,series,x,y,xUnit,yUnit,evidence,source
A,local exposure constraint,1.8,1.6285714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.8,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.8250000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.8250000000000002,1.6392857142857145,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.8250000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.85,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.85,1.6500000000000001,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.85,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.875,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.875,1.6607142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.875,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.9000000000000001,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.9000000000000001,1.6714285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.9000000000000001,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.925,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.925,1.6821428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.925,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.9500000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.9500000000000002,1.692857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.9500000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,1.975,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,1.975,1.7035714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,1.975,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.0,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.0,1.7142857142857142,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.0,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.025,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.025,1.7249999999999999,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.025,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.0500000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.0500000000000003,1.7357142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.0500000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.075,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.075,1.7464285714285717,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.075,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.1,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.1,1.7571428571428573,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.1,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.125,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.125,1.7678571428571428,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.125,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.15,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.15,1.7785714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.15,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.1750000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.1750000000000003,1.7892857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.1750000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.2,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.2,1.8000000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.2,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.225,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.225,1.8107142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.225,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.25,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.25,1.8214285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.25,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.275,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.275,1.832142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.275,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.3000000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.3000000000000003,1.842857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.3000000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.325,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.325,1.8535714285714289,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.325,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.35,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.35,1.8642857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.35,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.375,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.375,1.875,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.375,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.4000000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.4000000000000004,1.885714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.4000000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.4250000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.4250000000000003,1.8964285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.4250000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.45,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.45,1.9071428571428573,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.45,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.475,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.475,1.917857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.475,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.5,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.5,1.9285714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.5,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.5250000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.5250000000000004,1.9392857142857145,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.5250000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.5500000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.5500000000000003,1.95,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.5500000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.575,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.575,1.9607142857142859,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.575,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.6,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.6,1.9714285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.6,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.625,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.625,1.9821428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.625,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.6500000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.6500000000000004,1.992857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.6500000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.6750000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.6750000000000003,2.0035714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.6750000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.7,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.7,2.0142857142857147,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.7,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.725,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.725,2.025,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.725,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.75,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.75,2.0357142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.75,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.7750000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.7750000000000004,2.0464285714285717,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.7750000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.8000000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.8000000000000003,2.0571428571428574,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.8000000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.825,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.825,2.067857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.825,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.85,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.85,2.0785714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.85,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.875,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.875,2.0892857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.875,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.9000000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.9000000000000004,2.1,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.9000000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.9250000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.9250000000000003,2.1107142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.9250000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.95,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.95,2.1214285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.95,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,2.975,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,2.975,2.132142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,2.975,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,certified boundary,3.0,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,local exposure constraint,3.0,2.142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
A,first-root cap,3.0,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72A equation (0.7)
B,frozen Bessel sum,4,1.44927180840451,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,4,1.3087872132896068,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,8,1.943411301517519,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,8,1.8706311554710697,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,16,2.4694304145877384,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,16,2.432475097652533,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,32,3.0128322410118376,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,32,2.994319039833996,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,64,3.5653178787892212,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,64,3.5561629820154588,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,128,4.122447738751922,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,128,4.118006924196921,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,256,4.681925829038855,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,256,4.679850866378385,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,512,5.242584632730187,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,512,5.241694808559848,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,1024,5.803835451296203,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,1024,5.803538750741311,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,frozen Bessel sum,2048,6.365382692922774,positive selected roots R,rescaled row mass G,Bessel formula,"4 sum J0(j_1,k)^2"
B,leading logarithm,2048,6.365382692922774,positive selected roots R,rescaled row mass G,analytic asymptote,(8/pi^2) log R plus fitted display intercept
B,producer exact finite lattice,4,1.3469595613668295,positive selected roots R,rescaled row mass G,deterministic finite calculation,research/certificates/r072a/result.json
C,observation layer L_R,4,0.027390023313113715,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
C,maximum root displacement,4,0.00046199094216974046,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
B,producer exact finite lattice,8,1.930226877669218,positive selected roots R,rescaled row mass G,deterministic finite calculation,research/certificates/r072a/result.json
C,observation layer L_R,8,0.003247518565383103,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
C,maximum root displacement,8,6.684370339868004e-06,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
B,producer exact finite lattice,16,2.4677756562895854,positive selected roots R,rescaled row mass G,deterministic finite calculation,research/certificates/r072a/result.json
C,observation layer L_R,16,0.00039477184435708244,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
C,maximum root displacement,16,1.0113918361701535e-07,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
B,producer exact finite lattice,32,3.0126251860936653,positive selected roots R,rescaled row mass G,deterministic finite calculation,research/certificates/r072a/result.json
C,observation layer L_R,32,4.864342776443421e-05,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
C,maximum root displacement,32,1.5559473101221452e-09,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
B,producer exact finite lattice,64,3.565291985843853,positive selected roots R,rescaled row mass G,deterministic finite calculation,research/certificates/r072a/result.json
C,observation layer L_R,64,6.03632539976212e-06,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
C,maximum root displacement,64,2.4123997722170153e-11,positive selected roots R,physical x-coordinate length,deterministic finite calculation,research/certificates/r072a/result.json
B,independent exact finite lattice,8,1.9302268778104261,positive selected roots R,rescaled row mass G,independent deterministic finite calculation,research/certificates/r072a/independent-result.json
B,independent exact finite lattice,16,2.4677756564935582,positive selected roots R,rescaled row mass G,independent deterministic finite calculation,research/certificates/r072a/independent-result.json
B,independent exact finite lattice,32,3.0126251863504727,positive selected roots R,rescaled row mass G,independent deterministic finite calculation,research/certificates/r072a/independent-result.json
B,independent exact finite lattice,64,3.565291986132454,positive selected roots R,rescaled row mass G,independent deterministic finite calculation,research/certificates/r072a/independent-result.json
