slopeExact,slopeDecimal,boundExact,boundDecimal,isEndpoint,isMaximum
34/65,0.52307692307692310596,349898621858414824571302708932097713694823667681738430297232783102358715437338317438792576790283746040135891152055455086651546812876523500167195646607206428953157298728396901489633045339132894846110790803560599238827789648021452626536042833581090101802802504489946241898334706775311253336154611710123345140893798178002544582040122890824738428748382296166929838175558331643021726493191015503412852286082519/833011927484578340438223404990340192867788309215379094430440709014531424082278154283995245630761888421932643382331053810586052520924596727822118926943844258299350284465839475042234671203167910970503316646674778347169382400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42004035034047282338,false,false
11/21,0.52380952380952383596,907703051140135444680950888395403789259010269984237754883705682894673104194000455796167725235460076455166404465114096026268910702433446282271824092770377776222460146343790057901921948108621417284576833306707330338520782455967730794217134299699274623445167945068386106825036184434393667837536288876000145632719233617277167655906150874590285720389863014762223700101483093099062140203327530477109874528867684779/2159743616605208689574639989630724323123754227854180952136769545948829357591783476164773827229602265327787672707805243745061761555212579439326501417895559286613815487532393808176809199454059572250831868275090261860872617984000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42028277993797602541,false,false
32/61,0.52459016393442625681,293142429603003744544555677372914289582090425126269780929471514463469990433956407792809546185118519804386269617266805734931503096268030963527819374968996495139335682485188401779255500290446969344434809407215658066844355978139704636793447459683225856264091144637738022514723087771546804814101803649744577630071518236152567663504738214561986330399878639600216927187995883017680387345789698160863456397488210411/697060109063056772825677456970762876775391576185740942224036731761262385254490963206620124132305493042301841455958306182268610872317287543909611568738778394092289654706222340205213551146548327551855788173441830547689046016000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42054110655826637544,false,false
31/59,0.52542372881355936531,77145973577257955459655866666335852423398213269759083503045045555159158582213741044967050352019803051826465399205431672708115919397809547026820263393195339277337269287944022620849899024855886830378815965274958006081490532414841756291321251791201025457587992746836234995367218517837622344178629167998904194739186289391300790753073794677878447020357459745742621501540125533129718469265898530596470937737839/183324303251439494913389354862127520849143046248551137606041044558936368524894616430249879231780177007706278983770922989989114808183734779672905646201133968815365035865579645885477395760466817099637710574237353523544064000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42081694684772891213,false,false
10/19,0.52631578947368418131,63298135703597139349161490351934342867097843392269600947136866435566375256807148998012858573383843443831252965529700365553573662168076178080067276695828171384439728799641377523410623583670090806481411488821257602103812567728541613535554848441716290308347860954281530245520442231176815299864941140167030655486902792498342102546941239302733541497963764512992761883768981612384554285034786345657796809204501857/150311826796699505867832087190416711133155056151023582749445499534900211700527055117694881748580377440395479052924174473099536518494648385887192406373683613354075070560862572730254120108524292574233719770061227015958167552000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42111214435048710536,false,false
29/55,0.5272727272727272263,410645995770355865887243322983157319599389703807029865159522780166284573483949041914618471396579577020886777222046294641738367840451914199098789727016100052191150505833257049963607037982797275001245794274910994222619705078451199752115136244209328308152919986001814250067562613064318382423245142297655083902262584860384267823637430928587615345770440735898208509535659595304898308805939941343168916373775437/974413673871346359268325330623763075934592367269430723657949428056155323141364925056909564805611948591348361420198420130252220052800884862499139313270626805822237412856582252161310085476176337917195789796398543147106304000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42142881076253679851,false,false
28/53,0.5283018867924528239,5143115701238351607010284141178279542883367802402469746578391223004646314627724467745141862161865490381208885608756579518587915302304015529065974825443265449630795640100037253012039362103095208093321823702929377422901713889430495108540080761699883032974855530805212925440909666388559445035310853742901303345915426804168330986054923357959367198771564491658798841704737401805082210560639936271894951992298101/12194142077349106269037596617708361470710447861539532381298475118279317774833762036511453376283042512237429067168816226535450448751067083230457502412747911174020690405797046109872258183771722310567176842290378595784196096000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42176937652643925469,false,false
9/17,0.52941176470588235947,738048477153390178397256298179251936090319516628239289719637062654614188148749872874221952769315533051193708462416277895617605166163994172792318074613591018288496354371639809191723868162772172701578321629938909144820712401860695716659911571780522395008751790557655213899042396274243136354376631282724847432203079412265948478701903136368896563168123394551288588876510428822936271207576914509992842510449363503/1748363880108978462988994277320110166338277232072432199348813441958576146621919956895293098233487548122494782668223292555526187925648278593740501147820214660592136347050033082809797923367572034679244845746501640554039738368000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42213665333064781526,false,false
26/49,0.53061224489795921766,2658324774615228342134905716578924272349680066599319851288695426035466692578475132866835428022765321259680582376030725504718754790100535934440291267096282522182881702493888603134836907611650566511487842196317736107822249247050658211986900722125698161015304557736271095212106168112735907250050186682262356446361574908970710082944352972986694433405556853353618540595561740737510460830031754739600513760473071/6291387980123371130679350781279679676182388512267693160614809330687393051661458315919024881650942928545365671641546694221985988716807347513643574667194721184476366380660323203178387181097967959116031243414744832719978496000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42253391191479178213,false,false
25/47,0.53191489361702126715,681496952491141756302791254435738692304719101943132991479985259337986322204393439271024089304595692982778256620519135364714225888185404659994160610408265646917135023032985981127487106202076548698460169161844394370694779244229259810679831784316991760428431340151409332721731377831308578414924419099974933765249548207294464210489862951205998264270443965139543711801519540730894314875660042520953831837643256411/1611237301276901720793779039883238780743118233478515948419494740628491742965298783805466188568115975720730485988362642159014330049126844978545167724461766451918243300222579507687460831338742855488715838236972100118428778496000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42296497974013946841,false,false
8/15,0.53333333333333332593,130644238032003509051329478871591612354820110260287848354935652866418648263646587586013200916236659204821739198749997598925339480384037997702352706344648002398519679885107296596264527939459589940622314186029411687566020180865972110910488473532675821589668890507341123202514073243459751620543892309191397199466947834673411811135036731724909822964320850086734254652804819336974667341940321305286865300248040573/308534802372172669939234284232960617589107746836311564590967077992689908227397639452110546747086037903969667529686463392151680222173225634189500202556508469516259355361770544025258457064865653178690266896441465980124659712000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42343436470551809592,false,false
23/43,0.53488372093023250908,476693690182222222896094948366030258184046236066480644295315451736843221149646253018339672061337726769886642306570198299986133186932515551532489450192523566873550792801617250158568810247001952892193614942769331468605760153551892014011945815601920650720882801645993997930472042712852495946566664638287951633817687229166594196842489981726239485410194153873225655779198056932763049995227437476670344137938329/1124417027036479770098065448090287868152524206624408617460088512050653958282744172933363294357547218397380769876813113472541931481773769155873252708698183251902631772231217339866608496803900592142018940295532082137923584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42394741338860630897,false,false
22/41,0.53658536585365856908,596669665497769123180535164615399290446723871358521895819876099346362210590853973924875098535320743145252880176913421036659790394718693038875830475852709756674489719694355599681686908183752220778298314206767542504497230775418381290495390188869549896074297504929283250364296699263557272611072070062568529588278378552502950928445825073461650815923924821021926396189033208592831380377784734537395315828434095773/1405547433028786607500956183727931702350379735587641572025516688633365137480367024170725824070058617118084040968571666564246543234344694555752167589424094138907403729981399145003955193295499086702922326972677789465012338688000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42451051560175195876,false,false
43/80,0.5374999999999999778,194177261444069005914864794344349926086833089896128245998899717555450009697022549918440294380168685066342495152494636666740469188461779945788587046747949503152941798506872221197573960734977196212488434010979329267652838328971372682152542674782885354538870344142081750154088186079283578315066301793088478101367719336678574632212828475723642080399834987889663392306761828856606963764935172180045187720077523/457088596106922473984050791456237951983863328646387503097729004433614678855403910299423032217905241339214322266202167988372859588404778717317778077861494028912976822758178583741123640096097263968430025031765134785369866240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42481318304131771013,false,false
7/13,0.53846153846153843592,10724413267295187024691577385862294923410182667049389473806987782680331153032810997363103509401890884515195441828467363301695578566806731977539885751332018447184404239015809930434146168510267311714685250615086806077451431508579219051838953781869361729663929874164796578106141492722558994149183912057416700894208754801193304824871733605322381957572169866570057362070754553049697069238030396524095578378380359/25226115917221664837799029528481056784015098797937423520016176188081564823623706370298346589384393036173620615634742289924351213133659957512349073164997547822084098237125893536656351835492160322785996664488924891456733184000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42513137188804073219,false,false
41/76,0.53947368421052632748,3903211422542836671781549449963989475930570249283235370126224602332268468231636576963753291122302654345048118810685724171810917147099653710378294966786892465569076407562117843776822488419519385321784939517561750493107838996601506460393139084878026584519757968694345859665731266039038572566625746525922233768154952665064173981841003667261320697000317196909556412789840478556120363626018113274640509886448937/9173961259892458104609470110213226501084580891846509745271321567857759399562684115164476350852323505751836749708987174414525703006715629185603292407783506918323830597611330730015509677985050720493137826341765029142986752000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42546630751617020572,false,false
20/37,0.54054054054054057055,147452399900497052273356932115500308859012933022885689473700837435295637062068730382766038305075750126127116543974226334224814731451785984231836195584989808386472943256004110561513367148180144302708679659127960555254448247454074175961934872218805988812951992565266698793921515979087419058097510628420851925057980207010001612956670330943345161137821941405672472596708690863320377276263354315544471513430887/346279239474941268169735448072907539381714642913929926589188639722435362769245386590471994104473667681222971413789521203312772415458165694937710665046586385540133956634983775561457303103103987854871231084670556655583232000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42581934777284718985,false,false
13/24,0.54166666666666662966,131495064917489649512545549830756182581804770732758163188208031662625918344960347003442674401416902679113742062366928021452757440353554726894862024164122082809589708686975358306976500749263951341231987830062411289476304681325078689765487314727228877764745931760543807662945604755500357475917423421721693812089194613531106540485243497189445871033872234252215209808406515481326033794357810407669961475879732277/308534802372172669939234284232960617589107746836311564590967077992689908227397639452110546747086037903969667529686463392151680222173225634189500202556508469516259355361770544025258457064865653178690266896441465980124659712000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42619200137711737986,false,false
19/35,0.54285714285714281591,102368475700879298724611591261550582658659178825647076086459837116572921988854317010234945058540355239068810816174853926533102918594044986493302292893984643505087141689522225600505513793768503023071707825611701241604424178252801457081958897229118240315231143134463699840652761384738711460400389540198528254239353873470530803053630074050077977930055746761079501380449104309278352612459403280704058530668103827/239971512956134298841626665514524924791528247539353439126307727327647706399087052907197091914400251703087519189756138193895751283912508826591833490877284365179312831948043756464089911050451063583425763141676695762319179776000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42658594947306011091,false,false
37/68,0.5441176470588234837,82950749556472400391269400369140133074494005646483632704002464977878958632033772245002622760240917467783746639651134107725185422992211339421565123832039727953292703126895841764445903206442506559444931521415571710227779653285515354720802937822202225918600294061022028984442454234861520972099007973861692608985987187670403008130717006956810170363046815481742576379339402372573296626660465196060123233860351527/194262653345442051443221586368901129593141914674714688816534826884286238513546661877254788692609727569166086963135921395058465325072030954860055683091134962288015149672225898089977547040841337186582760638500182283782193152000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42700307098641127057,false,false
6/11,0.54545454545454541417,483566616173272311072174848145296822666173204852672382083770823445113396058497921477061618045306938731159981012267511506371547176694531302621386506280068535204065620378199928749711212011515592671445159973300120910783712050771265635605744595902576985448200427546623057853217366054967235293046318589945667017704669853591822882168237445552981949962379882629303771283240650150589556457628565949201186152983699189/1131294275364633123110525708854188931160061738399809070166879285973196330167124677991072004739315472314555447608850365771222827481301827325361500742707197721559617636326491994759281009237840728321864311953618708593790418944000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42744547259148069074,false,false
35/64,0.546875,27368746210804006027485441118876989668712645684811029655066421317475686072339921343585618217605466491893173742256708723580408500854436936646681548748452388195027521848988129396136930219338639730919861640448514078940084909795664331092718071609084842240749454624388055097823033696666324564874167782769915827133516127540866298618517417548760833474893058140040280871278937793944690599072664454410076545172883/63958292365707435725380241341824340296249532926266908082704618157688621108498681478464043687206890112763198078293213804343217293153653738430659245969425470463569518109819764516015434714938982831403454995116390128549888000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42791552429686702252,false,false
17/31,0.54838709677419350541,402556015775551115556751303289267740668554571099092947356745625480070986544704279192472604156186592452480908790718026311459676776257838089635135692527217718157639204226927131861494160242696598548050200832939426194893641111615478976353864555413208135235243198890811770975338231328395213722644427913483677835896065789024738440054786549244164309508050198891856376778631327968955888464155716617932873256080353/939638360697254422646258258298632394661788009816844336606737343331701262899039868652660079493041278615095755321768382469466753795792316991833628674648959873760098243070526266311328437863329919298496735808005250553479168000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42841590191872991333,false,false
11/20,0.55000000000000004441,292154286540785715515856125130664315565949520695479494261984414435043388518487812571913125208837611329587390818084105981890484874686785436206240213932258255870551683311365437798561893521284454730783662548349763002363234845812945154386246902497513233424525251356605442351682686537554629452039691080195056862188044012770279424679163939663427578982662189877069649346415710479495951358030390905776507551290377/681092278967268587062327338262606219843504959903557537728404145679227170479906488856756173834627015240551142449638992035654923227755464976135762036548583817916687318679405174448694165706105194654945401537398379647074304000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42894963804871710789,false,false
16/29,0.5517241379310344751,427015091511024549163199790097860077179095568706054714200043092005061857926909851047973630951017544474300141253635270544593580518192881820812256544691719517633908775977105164580631322367721386545648070388009094993607451468814541806520338078266919880943832877041929512314780158913468425088984554145941947913472193272605712000967146144195624694054024669617968618889543413715188663248291665040562973152270059297/994167696532556380915310471417317545564902739805892819237560584643111926510503504901245095073943899912791150928989715374710969604780393710166167319348749512885724589499038419636943917209011549131335304444089168158179459072000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42952018356697924117,false,false
31/56,0.55357142857142860315,11468811398485137255704156530935552217075015253144184092036384093378962080132829002182548168708679951987242576491251921710692545615696177284131739056958481363693244936886673483258925079272067344758706701373168656646181421346727724879561294550616253308878563567873323132426454943934214023958228557791592438391551697862211142568139463701153566353818209427821168535166641794620512220721039994816761663946990259/26663501439570477649069629501613880532392027504372604347367525258627522933231894767466343546044472411454168798861793132655083475990278758510203721208587151686590314660893750718232212338939007064825084793519632862479908864000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43013148233654824315,false,false
5/9,0.55555555555555558023,5462182591505552510239724727922294278817073096973318464616211334825248672402389910954297837071354452046461067033117310445264039218757148907773376176615600294324699072733569353793454681647501094515027373920485280518577710207425432859050072072069478060222503866250166757634427053808788186142627598491967890902408132483597212085682736798222337508328285057330897474554175280787509817035934446386902282902921087/12679512426253671367365792502724408942018126582314173887300016903809174310714971484333310140291207037149438391630950550362397817349584615103678090516020896007517507754593310028435279057460232322411928776566087643018821632000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43078806249645562598,false,false
44/79,0.55696202531645566669,27161447097875160484072393502408440144680527553430162036150698235059429349766282443147114573066477179928974221503890071715836358008041473962447945771676116558577492610333258815968871807132060125877881703561091966754871508807930792556204810817040773908995173729154550000950339406122229732176041838643486844483849770680392026538286351535629107280579371328433801015820366704064283798283748681497964964078672049/62982556556593387403616300915772322453590470284415022229163822122538766795773678337769336416071826858949880451796461519328120768867402648839717095612310514449055527321911816480608315524869216023556927867749033107053871104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43125348640728905503,false,false
29/52,0.55769230769230770939,17481884000652876535627568533300810663973804528008555120412549881390447227837977599517567925800953750500407962193754560153604852724231417719951200654308844737110594662688474804548542755985402813576331602610956581037180376608938516421657927484693014681907888053028140790480863524613367605525928470884864506165959834369147170553223210068763853754707259121995802176206664611960358249570068586197444813097037699/40514671018568128375859047424530182107660613220929801410935070847524937444001710231085223310223419118703087655413373980787594372608605386307712147810450607108195672926293101740690504463063166579019934036906455128703238144000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.431495148822529484,false,false
43/77,0.55844155844155840551,1139666462877547801887727519179756932063814172356941094540009816144982257168266779470488922208955394684981667212164624378384302299549691106623189831113243574665312145142009435110061860266460127887751499506131481525972031128620920372719770519358607888229574750024335941277791700313699319918551146179457027332655593023141229151164186324990546042556445236980792443579003960504003085617047860073650221873426078161/2639686642517477287257893320659774172706810722932887830389385000604124770389957581979168011058402768733962711087317520132853264123037597092510168399650128016972441151428481321104989021554961699417683394558443653385510977536000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43174308818362028273,false,false
14/25,0.56000000000000005329,46864461334449239003177040318093868769088478334433233039231820386967303596553422061727187109173745799165549475876540397723747549851786879172236855638663902406178416108313817269204022025166423319768413742239040582385009860446494252570207464214333415724237017034192706970857880056562099819491766981739007064112871617374171811141163334621181847385897676165252918230163897737364471175563025231256873029368301/108417598697087873335875424918462512330138360684627016863787714524102153428701117243696165137074298230363928431262373811283885101614036697656019468183466325643495451318353554018293083514254569252473914855731768212848640000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43225880205468919515,false,false
41/73,0.5616438356164383805,1083114938215437395976937246299065943097572849335543008454087298700309526685349832208555473130163902196791426947675361459835884837648160125113130653993178201550103804509868705049945334129950569956409682428375920363809821091053821539933865492480045607277191675911489173604488944910640270444449862743246308854032606902189475145991311609544497640855337242755323854707911009677808741646712013659314465909512438269/2502560063685400545062678083222902787111651724338971579460066299274040366733336408889341101393031196332198414407456869736341406246516163477314834976291679808298548104601027745982651929526132520227154387048914112949900017664000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43280277422008639476,false,false
9/16,0.5625,123381470111948781450280945738321022595354996974824443564275617015345627969355650819278529789229602379806002021385536520002145614185588679538603695180576242401363589256584736620781335401383203325024807640443292466555812427137063911153821669181693397640971438476301380554005206781406797992361799798708952223232784514060963413906111882401984307827359748351307989364595720302131932105310406926286164233441139/284889014194065253868175701046131687524568556635560078108002842098513303995750359604903551936367532690646045733782514674193610546789682026029086059608964422452686385375596070198761271528038460922151677651377161569828864000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43308609305623074759,false,false
40/71,0.56338028169014087165,10443952236479317712810852049091907137584221741880892917684623005926371472163897190089898396830149151254120368343533911480956696591401902941153605196686617946804181315293563710446119534099269036493898679490404768365354321098146207653893369531374116938322351949558247870900039967013354145437067075387172278165195046204690794479925701868486004407694578976991494901007956749678548295783234827320516712154016023/24098977963062991821436341232717495983307645792495182712825811372366318464406196260835917292676687229022933327401252916218668092160945016531853151134776789148134669120666346122984983995165524065662276072219300423090044928000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43337739270466085761,false,false
13/23,0.56521739130434778264,8346044012629144569196910106710229437803508706465912013078336353831742059358146656799156954090489948327905248533933097322784201579745481445465754881485306111935099802071027677219464624722219751969537011202348223294881520472886514789621959759061468260861986660247960030410984539375583223993008152406062644311131420446333862393148316845531976078975353892661380630770817527063824928434970906174226910126819499/19231166543522957746889941835658791882247908339390693727892256893853300512818823055280603184777720519759626973395091214144955677804835202131052858153928712192070366323362391633010689735750433666964433979994996524506415104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43398532240573234331,false,false
38/67,0.56716417910447758377,44465175325074216707551115960856444102699461958240217791072460680185033131190604982303803776260349973816445628195016601410181248075324805728265338489127582097000299202276237169669332382040230326453890849108843596848883975525977950539829167450051651501500779158690093191685999635801650988080366608531281003454945455192112269121047274102984923123412323856219290401756541451455603871582384987728280787654981/102305919354918953800269708568330840885435536343507959692935203210499031724573722740840084490444694567259897972814836494658305618089796136230984581588971871867075343386033913112963622621838169856191745391502374161350656000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43462954641769996345,false,false
25/44,0.56818181818181823228,54674987225453859330346399171987450149150595428874078368205099820512508423188014987986136557270749492928160753755483080428003330988224410230194868016162143001897137845605902422820501086251118954006134026177147563896094997241742609346948149756002678051189313217352645019805388942059070214836140135464870103824297147284527400752326405397701694726410424972937066958254090658684411704588526517195360720703531581/125699363929403680345613967650465436795562415377756563351875476219244036685236075332341333859923941368283938623205596196802536386811314147262388971411910857951068626258499110528809001026426747591318256883735412065976713216000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4349662998785012169,false,false
37/65,0.56923076923076920686,194002377778619539319946098781462458526346170186371007211753629853431368010096782764815527176183700699405381818079330988930512375221442486729925841624992870032239273521631297199331275795207686648870919712107046492453529354945014634899070316162706909152936366715548905626386306204013075877969383806992717660688811978794766774609423648686229300221409043225951024337462230317201811768858165851909070796337031697/445661381204249412134449521669832003184266745430227815520285779322774311884018812541937456412457610305733964209547113788663538098694659249384833625914956678190152402189224119147595549093694832369219274405971006415735619584000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43531341498425019099,false,false
4/7,0.57142857142857139685,313912042187651384635573704021855365447545209585224815997483473680145494900505428703476011192103125618597192233505098690349521112527063418042749732655202355178309441878884132465978424771731522682119968686143267761558229647856711004249684554903120357240552941434813059800712130591611078731304948944091246263986955652693754772576027290618901673820890877639975348286865276481796118389228511053201025333242779513/719914538868402896524879996543574774374584742618060317378923181982943119197261158721591275743200755109262557569268414581687253851737526479775500472631853095537938495844131269392269733151353190750277289425030087286957539328000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43604070377724801766,false,false
35/61,0.5737704918032786594,913460364240468678795540607357670957475085924708650113288894198924679209299186312890863885513286489716366744089591200303911059159106115054726362239732044202437281709116097907026720534279379481411997634023492823740125567600236687258919531315497703219457949777945431002315084784242715146242156550422388057201146137187864161011055123732580068673810196046536262863529560507304767651491080237059660798017771518593/2091180327189170318477032370912288630326174728557222826672110195283787155763472889619860372396916479126905524367874918546805832616951862631728834706216335182276868964118667020615640653439644982655567364520325491643067138048000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43681568364230127788,false,false
23/40,0.57499999999999995559,651682958753062276260833591278785613753973716716312410592399866040550320072024232487727203842388174080112800425861272102933407638388381458881875580480471628008791246270206351727542475073930795920841581156671888067286420707199589774555685038284847937054756669606557347477407213716280426372220999043791201274783575741824317487053328318154200922073654932637741386133364381329316883806360571746151926831009499/1490506291653008067339296059096428104295206506455611423144768492718308735398056229237249018101864917410481485650659243440346281266537321904297102427809219659498837465515799729590620565530751947723141385973147178647945216000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43722254807145422006,false,false
34/59,0.57627118644067798492,15003128846067511928124185634191457929306173035485734027955299980089872806494431773536081814994868708735019753653159373525790732583664341168432560863116292419837202259218246170474124769156835500408498093678986094455287764851760725984144592419148401148820987009734338264442252150134023735695751756751759656233727717292926424277638005385586370374432330865843083798190653754248288040166547247366569967695061333/34281644708019185548803809359217846398789749648479062732329675332521100914155293272456727416342893100441074169965162599127964469130358403798833355839612052168473261706863393780584273007207294797632251877382385108902739968000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43764320451515470456,false,false
15/26,0.57692307692307687184,3928929133500500380398278604769480567404811055260960848980626072726275227705738848763162937850748600006150335160331616745002399087716996884857425576530873630759273361700507044178527887923805189217523547241520860928627900950069669416539580020262165021509563088014835969435082327583300575039269123709193450960793388913546640428319407760067401162911321652288999372294637289189014951804700836183877461421102343/8973047943709719707405023926238228252032216350944184205106425087035724400349372064602767578774314301457730823011015713865708820779087098980902690454663557278996357091058203741226756022020701322870186733006127645954408448000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43785892576833446155,false,false
11/19,0.57894736842105265495,225087690989098431520378307174162713919014585239434486334332400330408069266810066096227204247612036784082315143439682771926025338865563601977474837088011329852464082621774332846139429326715055899833988684651348289052428354508809442249679259074455689859233733574564350573891469177611076729450986653099263403550116072138096417505458828698367060754876908481574570284890567358856412799217541504910037674925043/513279156384842021613295806008777842062257874957527337993903728382900644104767984378784728849893592520394333514056808024768577551991181774765826446771181238141049623664621341080457988287579669940908420543944300290899968000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43852879702820840579,false,false
43/74,0.58108108108108103007,15057694015587956042197696066110337456794011958778963457930589073777187722304791476748321024014460520558667880008316195053760442101491037025344197855978343850302865199616135020833985708940771525497957955538496911942501895227543239642059810253620967152469477879053033606855876246190752546192679765654207889820976073389418307039838340020295581594830216202476489196401109957597112486896143529482910526653385653/34281644708019185548803809359217846398789749648479062732329675332521100914155293272456727416342893100441074169965162599127964469130358403798833355839612052168473261706863393780584273007207294797632251877382385108902739968000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43923487755141604749,false,false
32/55,0.58181818181818178992,165726615457668567504653887417646251987483047158430902855544142704541875449073366603603186254185830293320048797115369278600197543343908422015830011085474594688299361446382694443235352416512397464078577077239617275863726943163347915986846043824579174710115579749618226622451018439122501879735381394787216285449875221884140715484299668451738522208795867573336175860987919194096041525218424842400908232574131751/377098091788211041036841902951396310386687246133269690055626428657732110055708225997024001579771824104851815869616788590407609160433942441787166914235732573853205878775497331586427003079280242773954770651206236197930139648000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43947879627761499144,false,false
