panel,series,case,N,Kcut,x,y,value,unit,formula,evidenceClass,note
B,transverse target norm,tau=0.04,10,2,0.6,2.5921159396817813e-15,2.5921159396817813e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.6125,-0.36917020792626243,-0.36917020792626243,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.6125,2.595802871747487e-15,2.595802871747487e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.625,-0.3569049910839815,-0.3569049910839815,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.625,2.5861979677610763e-15,2.5861979677610763e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.6375000000000001,-0.3446638637961608,-0.3446638637961608,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.6375000000000001,2.5855976940090287e-15,2.5855976940090287e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.65,-0.33244679243347736,-0.33244679243347736,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.65,2.572077162651055e-15,2.572077162651055e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.6625,-0.32025374339949025,-0.32025374339949025,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.6625,2.5660494366187466e-15,2.5660494366187466e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.6749999999999999,-0.3080846831306445,-0.3080846831306445,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.6749999999999999,2.558105174360678e-15,2.558105174360678e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.6875,-0.29593957809627486,-0.29593957809627486,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.6875,2.548674654060048e-15,2.548674654060048e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.7,-0.2838183947986092,-0.2838183947986092,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.7,2.544754383913957e-15,2.544754383913957e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.7125,-0.2717210997727714,-0.2717210997727714,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.7125,2.540663827912585e-15,2.540663827912585e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.725,-0.2596476595867852,-0.2596476595867852,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.725,2.5399894192206096e-15,2.5399894192206096e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.7375,-0.2475980408415767,-0.2475980408415767,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.7375,2.5419564666386276e-15,2.5419564666386276e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.75,-0.23557221017097746,-0.23557221017097746,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.75,2.540201004879319e-15,2.540201004879319e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.7625,-0.22357013424172684,-0.22357013424172684,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.7625,2.536791915813531e-15,2.536791915813531e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.775,-0.21159177975347523,-0.21159177975347523,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.775,2.5354052841983157e-15,2.5354052841983157e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.7875,-0.19963711343878593,-0.19963711343878593,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.7875,2.533335447650271e-15,2.533335447650271e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8,-0.18770610206313748,-0.18770610206313748,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8,2.53164145082442e-15,2.53164145082442e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8125,-0.17579871242492612,-0.17579871242492612,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8125,2.5298537347577747e-15,2.5298537347577747e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8250000000000001,-0.16391491135546726,-0.16391491135546726,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8250000000000001,2.5274397010494958e-15,2.5274397010494958e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8375,-0.15205466571899773,-0.15205466571899773,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8375,2.5246154940659276e-15,2.5246154940659276e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8500000000000001,-0.14021794241267724,-0.14021794241267724,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8500000000000001,2.5213813883225647e-15,2.5213813883225647e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8625,-0.12840470836659,-0.12840470836659,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8625,2.517657729301559e-15,2.517657729301559e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8750000000000001,-0.11661493054374611,-0.11661493054374611,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8750000000000001,2.5130775502796716e-15,2.5130775502796716e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.8875000000000001,-0.10484857594008276,-0.10484857594008276,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.8875000000000001,2.507530018419644e-15,2.507530018419644e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.9000000000000001,-0.09310561158446543,-0.09310561158446543,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.9000000000000001,2.5024643128256233e-15,2.5024643128256233e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.9125,-0.08138600453868898,-0.08138600453868898,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.9125,2.497246855971405e-15,2.497246855971405e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.9249999999999999,-0.06968972189747784,-0.06968972189747784,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.9249999999999999,2.4932822583566577e-15,2.4932822583566577e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.9375,-0.058016730788487625,-0.058016730788487625,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.9375,2.48987191188122e-15,2.48987191188122e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.95,-0.04636699837230504,-0.04636699837230504,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.95,2.487319449701104e-15,2.487319449701104e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.9625,-0.03474049184244854,-0.03474049184244854,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.9625,2.487692274521639e-15,2.487692274521639e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.975,-0.023137178425368558,-0.023137178425368558,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.975,2.487511086349806e-15,2.487511086349806e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,0.9875,-0.011557025380447544,-0.011557025380447544,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,0.9875,2.4883714552870996e-15,2.4883714552870996e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.0,-1.0120105757486644e-31,-1.0120105757486644e-31,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.0,2.4875543354425805e-15,2.4875543354425805e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.0125,0.011533930390727486,0.011533930390727486,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.0125,2.485256833987234e-15,2.485256833987234e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.025,0.023044798433556814,0.023044798433556814,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.025,2.4832665448222484e-15,2.4832665448222484e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.0375,0.034532636737378594,0.034532636737378594,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.0375,2.4813374837240907e-15,2.4813374837240907e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.05,0.04599747787815275,0.04599747787815275,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.05,2.4795524263758233e-15,2.4795524263758233e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.0625,0.05743935439890919,0.05743935439890919,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.0625,2.477272341976315e-15,2.477272341976315e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.075,0.06885829880974868,0.06885829880974868,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.075,2.4745711999993244e-15,2.4745711999993244e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.0875000000000001,0.08025434358784368,0.08025434358784368,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.0875000000000001,2.4712879781704004e-15,2.4712879781704004e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.0999999999999999,0.09162752117743943,0.09162752117743943,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.0999999999999999,2.4676128698868097e-15,2.4676128698868097e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.1124999999999998,0.10297786398985574,0.10297786398985574,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.1124999999999998,2.4624765882674425e-15,2.4624765882674425e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.125,0.1143054044034872,0.1143054044034872,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.125,2.456889199105587e-15,2.456889199105587e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.1375,0.12561017476380573,0.12561017476380573,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.1375,2.450893765039649e-15,2.450893765039649e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.15,0.13689220738336155,0.13689220738336155,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.15,2.4455808049793694e-15,2.4455808049793694e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.1624999999999999,0.14815153454178523,0.14815153454178523,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.1624999999999999,2.439197489733123e-15,2.439197489733123e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.175,0.15938818848578956,0.15938818848578956,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.175,2.4343969013998724e-15,2.4343969013998724e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.1875,0.17060220142917132,0.17060220142917132,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.1875,2.431462063567507e-15,2.431462063567507e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.2,0.18179360555281376,0.18179360555281376,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.2,2.428430711630821e-15,2.428430711630821e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.2125,0.19296243300468852,0.19296243300468852,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.2125,2.4299657398079872e-15,2.4299657398079872e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.225,0.2041087158998582,0.2041087158998582,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.225,2.430526480381591e-15,2.430526480381591e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
B,signed principal coefficient,tau=0.04,10,2,1.2375,0.21523248632047887,0.21523248632047887,normalized target coefficient,"<P_*u(t),e_tau>/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,event direction e_tau is the normalized target forcing at t=tau
B,transverse target norm,tau=0.04,10,2,1.2375,2.4336271624287353e-15,2.4336271624287353e-15,normalized target coefficient,"||P_*u-<P_*u,e_tau>e_tau||/(tau*||P_*F(u_*)||_2)",finite Fourier--Galerkin trajectory,nonnegative transverse residual in the eight-real-dimensional shell
