panel,kind,series,physicalCenter,alpha,resolution,timeSteps,krylovDimension,normEstimate,ritzResidual,rayleighNormDefect,adjointDefect,relativeToFine,interfaceValue,expectedPower,blockHalfWidth,fullBlockCount,formula,status
A/B,full-exact-block-forward-adjoint-norm,coarse,0.25,0.5,256,400,12,0.84236266094275192,7.5901708074577394e-15,1.4497856846134229e-15,4.100535198283132e-15,1.7254930206495338e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.25,0.5,512,800,12,0.84236382373703045,2.764030417733433e-14,2.1087762666726228e-15,2.3590954625179057e-14,3.4509912850330417e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.25,0.5,1024,1600,12,0.84236411443615222,5.81136822093617e-14,0,7.7484507086859888e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.30685281944005471,0.5,256,400,12,0.85695091987754046,7.5413370565752528e-15,1.1659952734579326e-15,8.395660807094071e-15,1.5490572064899509e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.30685281944005471,0.5,512,800,12,0.85695198185155297,2.5937793317456824e-14,3.8866460950112249e-16,1.9718471190244559e-14,3.0981194422983906e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.30685281944005471,0.5,1024,1600,12,0.85695224734559483,5.9318221044095688e-14,6.4777414848030721e-16,6.302761192981647e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.69314718055994529,0.75,256,400,8,0.1343783225618361,2.917376742997497e-15,4.1309602749143994e-16,2.4538498183257249e-14,4.2267509564845011e-05,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.69314718055994529,0.75,512,800,8,0.13438286657531959,3.1312477791324919e-14,1.4457872068126058e-15,4.2485869832936498e-14,8.4538606612948183e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.69314718055994529,0.75,1024,1600,8,0.134384002638953,6.9294274752003015e-14,4.1307856695114673e-15,1.0187335007268034e-13,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.5,0.75,256,400,8,0.30726593156130094,6.6482336061771021e-11,3.6132317663198597e-16,4.3222674406916579e-15,1.3654338363891164e-05,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.5,0.75,512,800,8,0.3072692880044543,6.6500415232312722e-11,3.613192297334519e-16,2.8258768718053282e-14,2.7309102236740429e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.5,0.75,1024,1600,8,0.30727012713158591,6.6505170906548155e-11,2.890545944024588e-15,6.922837898917657e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.25,0.75,256,400,8,0.72498307889068925,5.0263431970394359e-11,3.0627556889298166e-16,7.4072536582850708e-15,3.3436062887930926e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.25,0.75,512,800,8,0.72498501814034466,5.0265795078470127e-11,7.6568687410464277e-16,2.459783186832926e-14,6.6872569117453725e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.25,0.75,1024,1600,8,0.72498550295677622,5.026615464897215e-11,0,6.0615297799281309e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.125,0.75,256,400,8,0.8425712184756291,1.6198642657007777e-11,3.9529822534186259e-16,8.9232653186417949e-15,1.7391755597883577e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.125,0.75,512,800,8,0.84257239077956791,1.6198657440547479e-11,1.1858930260439186e-15,2.1888984006162406e-14,3.478369117737145e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.125,0.75,1024,1600,8,0.84257268385744821,1.6198933033304195e-11,1.1858926135465494e-15,4.6445279754330941e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.0625,0.75,256,400,8,0.87784527945394963,9.3136504729336829e-12,1.2647137834081125e-15,1.0914641148617709e-14,1.3550367664766776e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.0625,0.75,512,800,8,0.87784623106431192,9.3136651885651916e-12,1.6441261361489677e-15,1.9956011382708165e-14,2.7100852699872468e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.0625,0.75,1024,1600,8,0.87784646896819041,9.3138452523724296e-12,0,3.7535322079627127e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0,0.75,256,400,8,0.90351266258433849,5.225508593536231e-12,2.4575704815238764e-16,6.446640993175442e-15,1.0884670486201989e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0,0.75,512,800,8,0.90351344933952416,5.2254393661410871e-12,1.2287841707688345e-15,1.7222146443610291e-14,2.1769416198554535e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0,0.75,1024,1600,8,0.90351364602917017,5.225608315860604e-12,2.0889326355584758e-15,2.9270569062822361e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.0625,0.75,256,400,8,0.92243031061083514,2.8930506217258419e-12,1.5646601324895232e-15,5.4984512922114885e-15,8.9173055666637211e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.0625,0.75,512,800,8,0.92243096865841501,2.8931299713304759e-12,1.6850174021540206e-15,1.2900831698924608e-14,1.7834659096135656e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.0625,0.75,1024,1600,8,0.922431133170863,2.8931803897233018e-12,2.2868089236500937e-15,2.5175085362147609e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.125,0.75,256,400,8,0.9365704935742748,1.5951437492573099e-12,3.5562395961936532e-16,3.1111120842226231e-15,7.4071379149716187e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.125,0.75,512,800,8,0.9365710485589418,1.595260196245707e-12,1.6595774948059352e-15,9.7793429428801583e-15,1.4814306700450893e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.125,0.75,1024,1600,8,0.93657118730546995,1.5954585253480719e-12,1.4224947848151733e-15,1.9463360041328796e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.25,0.75,256,400,8,0.95562506017816617,4.7582899132643747e-13,2.3235536004427658e-16,2.6844664934236116e-15,5.2756196090833697e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.25,0.75,512,800,8,0.95562546349941424,4.7576385245277751e-13,2.0911973578093201e-15,5.8854929616118365e-15,1.0551250647720871e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.25,0.75,1024,1600,8,0.95562556432986279,4.7590722500748244e-13,2.672085230817906e-15,1.2624384199895306e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.30685281944005471,0.75,256,400,8,0.96165400538985246,2.6910367730564806e-13,3.4634796457019098e-16,1.3556475268704284e-15,4.574724580221632e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.30685281944005471,0.75,512,800,8,0.96165435733411597,2.6911793622555877e-13,4.6179711708597666e-16,5.5058977692967993e-15,9.1494569371060039e-08,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.30685281944005471,0.75,1024,1600,8,0.96165444532027533,2.6959224047789528e-13,4.6179707483404858e-16,1.1746080782641751e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.69314718055994529,1,256,400,8,0.20907448847233298,5.0529880141573164e-15,1.327544829521457e-16,2.8615799049071458e-15,3.8041236278433244e-05,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.69314718055994529,1,512,800,8,0.20908085140331634,2.6735785530296742e-14,1.4602548713701809e-15,2.1498647154768755e-14,7.6085948974321459e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.69314718055994529,1,1024,1600,8,0.20908244222691941,5.4658509035453442e-14,1.7257426264974022e-15,5.1480042617026235e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.5,1,256,400,8,0.45732152929957959,6.831999922579074e-15,1.0924488113351964e-15,2.4626776849085809e-15,1.3500495766407818e-05,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.5,1,512,800,8,0.45732646859550319,2.333041648373267e-14,1.3352007930333019e-15,1.2987982973436932e-14,2.7001530661163753e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.5,1,1024,1600,8,0.45732770345030388,5.9579083717263717e-14,3.3986837507300071e-15,4.2390575249308893e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.25,1,256,400,8,0.85312942197217501,3.4388788008754784e-15,2.2123010802976612e-15,4.0630312713988664e-15,2.9642203196126958e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.25,1,512,800,8,0.85313144506479666,8.4115886344006181e-15,1.041080392521069e-15,6.2934348127525764e-15,5.9284902159648326e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.25,1,1024,1600,8,0.85313195084323901,1.6998784640166372e-14,4.1643191012703074e-15,1.3023399408410164e-14,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.125,1,256,400,8,0.92843124072502958,1.8727647796504419e-15,1.1958053283064478e-16,3.4994775666829317e-15,1.331338624527595e-06,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.125,1,512,800,8,0.92843222956993121,4.8251693049483521e-15,1.3153844601596568e-15,3.3012048854978012e-15,2.6626935308797024e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.125,1,1024,1600,8,0.92843247678304619,1.0326044824884973e-14,2.3916074725692527e-16,6.2266222614900555e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,-0.0625,1,256,400,8,0.94860826683731758,1.653271716294476e-15,1.2874074259961189e-15,3.0069194277531755e-15,9.1228608441092168e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,-0.0625,1,512,800,8,0.94860895915873911,4.5564004161985649e-15,7.0222171986004176e-16,2.4641369165600746e-15,1.8245817321436273e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,-0.0625,1,1024,1600,8,0.94860913224022847,8.7178505498962018e-15,0,6.580749304676786e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0,1,256,400,8,0.96207843946880345,1.3984106952731587e-15,3.4619516842248814e-16,1.6808587510281566e-15,6.4008853325918121e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0,1,512,800,8,0.9620789321208677,2.9766677712007874e-15,2.6541615987876666e-15,1.6990998075499345e-15,1.2801828128928866e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0,1,1024,1600,8,0.96207905528457482,6.7879217071199475e-15,3.9235427307052126e-15,3.9166399323608269e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.0625,1,256,400,8,0.97117541025953413,1.1203852742835194e-15,4.5726982495508745e-16,2.6619138065188791e-15,4.6199616688481453e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.0625,1,512,800,8,0.97117576920282123,4.1202993060223665e-15,1.6004437958239592e-15,7.0754395707089246e-15,9.2399575506087879e-08,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.0625,1,1024,1600,8,0.97117585893905833,6.385459698191382e-15,1.2574914376699969e-15,4.3514900345374215e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.125,1,256,400,8,0.97743881967375112,1.4182573229313815e-15,1.1358491214782384e-15,6.7659202261890387e-16,3.439102531671398e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.125,1,512,800,8,0.97743908859462436,3.4292865927816304e-15,1.4766034516666262e-15,3.7961419541240092e-15,6.8782260152084849e-08,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.125,1,1024,1600,8,0.97743915582509866,5.1520616586830102e-15,3.2939613194594198e-15,2.9678171947720084e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.25,1,256,400,8,0.98508236176657804,8.5624451443948185e-16,1.1270357360111087e-16,5.0572149183369257e-16,2.0880284055767373e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.25,1,512,800,8,0.98508252631693105,1.4559778296615651e-15,0,2.9742963735624541e-15,4.1760646891316245e-08,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.25,1,1024,1600,8,0.98508256745461631,3.2790248827038043e-15,1.1270355006828455e-16,4.6794182311854183e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,coarse,0.30685281944005471,1,256,400,8,0.98730784964742846,7.1133452778726285e-16,3.3734858636694366e-16,1.1125840894129302e-15,1.7244222360720175e-07,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,medium,0.30685281944005471,1,512,800,8,0.98730798585024815,1.5598023856738694e-15,2.0240912389706863e-15,4.1296501414047944e-15,3.4488497977528002e-08,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
A/B,full-exact-block-forward-adjoint-norm,fine,0.30685281944005471,1,1024,1600,8,0.9873080199010188,3.0140376107273187e-15,1.9116416597648853e-15,2.1809278783717995e-15,0,,,,,full exact shifted V_alpha; Fourier Strang; fully double-reorthogonalized Lanczos-Ritz on U*U,deterministic numerical diagnostic only; not proof
C,exact-interface-scaling,pre critical separation,,1,,,,,,,,,1.1653574121179577,1,0.25,,2*acos((1+sqrt(1+8*exp(6h)))/(4*exp(3h))),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre Hessian floor,,1,,,,,,,,,2.1446334170669497,1,0.25,,"abs(W_xx(-h,x_plus))",exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,post gradient at x=0,,1,,,,,,,,,0.20546067094998127,2,0.25,,abs((exp(-4h)-exp(-h))/2),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre critical separation,,0.75,,,,,,,,,0.94769315526678766,1,0.140625,,2*acos((1+sqrt(1+8*exp(6h)))/(4*exp(3h))),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre Hessian floor,,0.75,,,,,,,,,1.1626236647194992,1,0.140625,,"abs(W_xx(-h,x_plus))",exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,post gradient at x=0,,0.75,,,,,,,,,0.14951611576596008,2,0.140625,,abs((exp(-4h)-exp(-h))/2),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre critical separation,,0.5,,,,,,,,,0.67180946148379617,1,0.0625,,2*acos((1+sqrt(1+8*exp(6h)))/(4*exp(3h))),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre Hessian floor,,0.5,,,,,,,,,0.6237404315368531,1,0.0625,,"abs(W_xx(-h,x_plus))",exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,post gradient at x=0,,0.5,,,,,,,,,0.080306139871035465,2,0.0625,,abs((exp(-4h)-exp(-h))/2),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre critical separation,,0.34999999999999998,,,,,,,,,0.48260229749419875,1,0.030624999999999996,,2*acos((1+sqrt(1+8*exp(6h)))/(4*exp(3h))),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre Hessian floor,,0.34999999999999998,,,,,,,,,0.4013661729238609,1,0.030624999999999996,,"abs(W_xx(-h,x_plus))",exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,post gradient at x=0,,0.34999999999999998,,,,,,,,,0.042566644823609334,2,0.030624999999999996,,abs((exp(-4h)-exp(-h))/2),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre critical separation,,0.25,,,,,,,,,0.34899831439008361,1,0.015625,,2*acos((1+sqrt(1+8*exp(6h)))/(4*exp(3h))),exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,pre Hessian floor,,0.25,,,,,,,,,0.27583651058032288,1,0.015625,,"abs(W_xx(-h,x_plus))",exact finite-alpha geometry; asymptotic guide only
C,exact-interface-scaling,post gradient at x=0,,0.25,,,,,,,,,0.022541687095966323,2,0.015625,,abs((exp(-4h)-exp(-h))/2),exact finite-alpha geometry; asymptotic guide only
D,exact-full-block-count,L=1 physical interval,,1,,,,,,,,,,,0.25,2,"floor(L/(2*T*alpha^2)), L=1, T=1/4",exact arithmetic; q remains symbolic
D,exact-full-block-count,L=1 physical interval,,0.75,,,,,,,,,,,0.140625,3,"floor(L/(2*T*alpha^2)), L=1, T=1/4",exact arithmetic; q remains symbolic
D,exact-full-block-count,L=1 physical interval,,0.5,,,,,,,,,,,0.0625,8,"floor(L/(2*T*alpha^2)), L=1, T=1/4",exact arithmetic; q remains symbolic
D,exact-full-block-count,L=1 physical interval,,0.34999999999999998,,,,,,,,,,,0.030624999999999996,16,"floor(L/(2*T*alpha^2)), L=1, T=1/4",exact arithmetic; q remains symbolic
D,exact-full-block-count,L=1 physical interval,,0.25,,,,,,,,,,,0.015625,32,"floor(L/(2*T*alpha^2)), L=1, T=1/4",exact arithmetic; q remains symbolic
