panel,kind,id,series,x,y,value,mu,Lambda,p,a,norm,N,start,end,gain,finiteGain,triangularGain,energyEnvelope,observedExponent,predictedExponent,sourcePath,sourceSha256,sourceRowId,formula,status,note
C,elementary-shear-upper,elementary-shear-upper-04,elementary M/2,6.3095734448019426e-12,0.5,0.5,6.3095734448019426e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-04,carrier/block upper,6.3095734448019426e-12,0.25000125594637052,0.25000125594637052,6.3095734448019426e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-04,exact low-gap rho_0,6.3095734448019426e-12,0.25,0.25,6.3095734448019426e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-05,elementary M/2,9.9999999999999994e-12,0.5,0.5,9.9999999999999994e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-05,carrier/block upper,9.9999999999999994e-12,0.25000158114383009,0.25000158114383009,9.9999999999999994e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-05,exact low-gap rho_0,9.9999999999999994e-12,0.25,0.25,9.9999999999999994e-12,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-06,elementary M/2,1.5848931924611107e-11,0.5,0.5,1.5848931924611107e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-06,carrier/block upper,1.5848931924611107e-11,0.2500019905437772,0.2500019905437772,1.5848931924611107e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-06,exact low-gap rho_0,1.5848931924611107e-11,0.25,0.25,1.5848931924611107e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-07,elementary M/2,2.5118864315095823e-11,0.5,0.5,2.5118864315095823e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-07,carrier/block upper,2.5118864315095823e-11,0.25000250594872753,0.25000250594872753,2.5118864315095823e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-07,exact low-gap rho_0,2.5118864315095823e-11,0.25,0.25,2.5118864315095823e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-08,elementary M/2,3.9810717055349695e-11,0.5,0.5,3.9810717055349695e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-08,carrier/block upper,3.9810717055349695e-11,0.25000315480662771,0.25000315480662771,3.9810717055349695e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-08,exact low-gap rho_0,3.9810717055349695e-11,0.25,0.25,3.9810717055349695e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-09,elementary M/2,6.3095734448019425e-11,0.5,0.5,6.3095734448019425e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-09,carrier/block upper,6.3095734448019425e-11,0.25000397167272137,0.25000397167272137,6.3095734448019425e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-09,exact low-gap rho_0,6.3095734448019425e-11,0.25,0.25,6.3095734448019425e-11,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-10,elementary M/2,1e-10,0.5,0.5,1e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-10,carrier/block upper,1e-10,0.25000500004999976,0.25000500004999976,1e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-10,exact low-gap rho_0,1e-10,0.25,0.25,1e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-11,elementary M/2,1.5848931924611109e-10,0.5,0.5,1.5848931924611109e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-11,carrier/block upper,1.5848931924611109e-10,0.25000629470630314,0.25000629470630314,1.5848931924611109e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-11,exact low-gap rho_0,1.5848931924611109e-10,0.25,0.25,1.5848931924611109e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-12,elementary M/2,2.511886431509582e-10,0.5,0.5,2.511886431509582e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-12,carrier/block upper,2.511886431509582e-10,0.25000792459155563,0.25000792459155563,2.511886431509582e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-12,exact low-gap rho_0,2.511886431509582e-10,0.25,0.25,2.511886431509582e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-13,elementary M/2,3.9810717055349694e-10,0.5,0.5,3.9810717055349694e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-13,carrier/block upper,3.9810717055349694e-10,0.2500099765106264,0.2500099765106264,3.9810717055349694e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-13,exact low-gap rho_0,3.9810717055349694e-10,0.25,0.25,3.9810717055349694e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-14,elementary M/2,6.3095734448019425e-10,0.5,0.5,6.3095734448019425e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-14,carrier/block upper,6.3095734448019425e-10,0.2500125597476322,0.2500125597476322,6.3095734448019425e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-14,exact low-gap rho_0,6.3095734448019425e-10,0.25,0.25,6.3095734448019425e-10,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-15,elementary M/2,1.0000000000000001e-09,0.5,0.5,1.0000000000000001e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-15,carrier/block upper,1.0000000000000001e-09,0.25001581188829292,0.25001581188829292,1.0000000000000001e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-15,exact low-gap rho_0,1.0000000000000001e-09,0.25,0.25,1.0000000000000001e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-16,elementary M/2,1.5848931924611109e-09,0.5,0.5,1.5848931924611109e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-16,carrier/block upper,1.5848931924611109e-09,0.25001990615095848,0.25001990615095848,1.5848931924611109e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-16,exact low-gap rho_0,1.5848931924611109e-09,0.25,0.25,1.5848931924611109e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-17,elementary M/2,2.511886431509582e-09,0.5,0.5,2.511886431509582e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-17,carrier/block upper,2.511886431509582e-09,0.25002506061759305,0.25002506061759305,2.511886431509582e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-17,exact low-gap rho_0,2.511886431509582e-09,0.25,0.25,2.511886431509582e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-18,elementary M/2,3.981071705534969e-09,0.5,0.5,3.981071705534969e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-18,carrier/block upper,3.981071705534969e-09,0.25003154985769704,0.25003154985769704,3.981071705534969e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-18,exact low-gap rho_0,3.981071705534969e-09,0.25,0.25,3.981071705534969e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-19,elementary M/2,6.3095734448019429e-09,0.5,0.5,6.3095734448019429e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-19,carrier/block upper,6.3095734448019429e-09,0.25003971956639764,0.25003971956639764,6.3095734448019429e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-19,exact low-gap rho_0,6.3095734448019429e-09,0.25,0.25,6.3095734448019429e-09,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-20,elementary M/2,1e-08,0.5,0.5,1e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-20,carrier/block upper,1e-08,0.25005000499974989,0.25005000499974989,1e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-20,exact low-gap rho_0,1e-08,0.25,0.25,1e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-21,elementary M/2,1.5848931924611143e-08,0.5,0.5,1.5848931924611143e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-21,carrier/block upper,1.5848931924611143e-08,0.2500629541945566,0.2500629541945566,1.5848931924611143e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-21,exact low-gap rho_0,1.5848931924611143e-08,0.25,0.25,1.5848931924611143e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-22,elementary M/2,2.5118864315095821e-08,0.5,0.5,2.5118864315095821e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-22,carrier/block upper,2.5118864315095821e-08,0.25007925721805935,0.25007925721805935,2.5118864315095821e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-22,exact low-gap rho_0,2.5118864315095821e-08,0.25,0.25,2.5118864315095821e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-23,elementary M/2,3.981071705534969e-08,0.5,0.5,3.981071705534969e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-23,carrier/block upper,3.981071705534969e-08,0.25009978301911956,0.25009978301911956,3.981071705534969e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-23,exact low-gap rho_0,3.981071705534969e-08,0.25,0.25,3.981071705534969e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-24,elementary M/2,6.3095734448019296e-08,0.5,0.5,6.3095734448019296e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-24,carrier/block upper,6.3095734448019296e-08,0.25012562586547649,0.25012562586547649,6.3095734448019296e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-24,exact low-gap rho_0,6.3095734448019296e-08,0.25,0.25,6.3095734448019296e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,elementary-shear-upper,elementary-shear-upper-25,elementary M/2,9.9999999999999995e-08,0.5,0.5,9.9999999999999995e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.energy.heatShearPrimitive,||W_x||_infinity/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,carrier-block-upper,carrier-block-upper-25,carrier/block upper,9.9999999999999995e-08,0.25015816387509271,0.25015816387509271,9.9999999999999995e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,analytic block estimate in R0.73B proof,"min(M/2,(delta+sqrt(delta^2+m^2))/2)",analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
C,exact-low-gap-coefficient,exact-low-gap-coefficient-25,exact low-gap rho_0,9.9999999999999995e-08,0.25,0.25,9.9999999999999995e-08,,,,,,,,,,,,,,research/certificates/r073b/certificate.json,467940c9c6fdac4ec150de9beb7c4643341dcd0138617b177b54ca6e11b6ca87,exactChecks.scaling.sharpShearCoefficientLimit,||W_x||_2/2,analytic bound or exact low-gap limit,no computed truncation plotted as an exact operator norm
