panel,series,x,y,xUnit,yUnit,evidence,source,note
A,coherent M^-10/3,1.425,2.039285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.4500000000000002,1.4785714285714289,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.4500000000000002,1.9071428571428573,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.4500000000000002,2.0500000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.475,1.4892857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.475,1.917857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.475,2.060714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.5,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.5,1.9285714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.5,2.0714285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.5250000000000001,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.5250000000000001,1.9392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.5250000000000001,2.082142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.55,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.55,1.95,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.55,2.092857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.5750000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.5750000000000002,1.9607142857142859,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.5750000000000002,2.1035714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.6,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.6,1.9714285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.6,2.1142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.625,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.625,1.9821428571428572,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.625,2.125,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.6500000000000001,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.6500000000000001,1.9928571428571427,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.6500000000000001,2.1357142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.675,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.675,2.0035714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.675,2.1464285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.7000000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.7000000000000002,2.0142857142857147,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.7000000000000002,2.1571428571428575,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.725,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.725,2.025,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.725,2.167857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.75,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.75,2.0357142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.75,2.1785714285714284,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.7750000000000001,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.7750000000000001,2.0464285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.7750000000000001,2.189285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.8,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.8,2.0571428571428574,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.8,2.2,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.8250000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.8250000000000002,2.067857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.8250000000000002,2.210714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.85,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.85,2.0785714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.85,2.2214285714285715,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.875,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.875,2.0892857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.875,2.232142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.9000000000000001,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.9000000000000001,2.1,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.9000000000000001,2.242857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.925,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.925,2.1107142857142858,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.925,2.2535714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.9500000000000002,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.9500000000000002,2.1214285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.9500000000000002,2.2642857142857147,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,1.975,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,1.975,2.132142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,1.975,2.275,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.0,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.0,2.142857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.0,2.2857142857142856,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.025,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.025,2.1535714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.025,2.2964285714285713,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.0500000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.0500000000000003,2.164285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.0500000000000003,2.307142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.075,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.075,2.1750000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.075,2.317857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.1,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.1,2.185714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.1,2.3285714285714287,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.125,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.125,2.1964285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.125,2.3392857142857144,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.15,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.15,2.207142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.15,2.35,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.1750000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.1750000000000003,2.217857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.1750000000000003,2.3607142857142853,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.2,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.2,2.2285714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.2,2.3714285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.225,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.225,2.2392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.225,2.382142857142857,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.25,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.25,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.25,2.392857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.275,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.275,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.275,2.4035714285714285,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.3000000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.3000000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.3000000000000003,2.414285714285714,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.325,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.325,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.325,2.4250000000000003,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.35,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.35,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.35,2.435714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.375,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.375,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.375,2.4464285714285716,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.4000000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.4000000000000004,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.4000000000000004,2.4571428571428577,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.4250000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.4250000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.4250000000000003,2.4678571428571425,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.45,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.45,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.45,2.4785714285714286,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.475,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.475,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.475,2.4892857142857143,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.5,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.5,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.5,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.5250000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.5250000000000004,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.5250000000000004,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.5500000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.5500000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.5500000000000003,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.575,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.575,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.575,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.6,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.6,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.6,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.625,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.625,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.625,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.6500000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.6500000000000004,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.6500000000000004,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.6750000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.6750000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.6750000000000003,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.7,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.7,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.7,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.725,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.725,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.725,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.75,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.75,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.75,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.7750000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.7750000000000004,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.7750000000000004,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.8000000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.8000000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.8000000000000003,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.825,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.825,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.825,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.85,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.85,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.85,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.875,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.875,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.875,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.9000000000000004,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.9000000000000004,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,coherent M^-10/3,2.9000000000000004,2.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,old M^-2,2.9250000000000003,1.5,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
A,target participation M^-3,2.9250000000000003,2.25,beta in L=M^-beta,alpha in eta=M^alpha,analytic formula,R0.72B power-law corollary,strict inequality below the displayed boundary
