panel,route,series,kind,x,y,source,pointer,note
A,analytic theorem,moment barrier,theorem,4571.124296213392,437.22201107163636,research/r072n_report-source.md,"equation (1.7), sample 178",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,4718.676874505239,446.5809119898753,research/r072n_report-source.md,"equation (1.7), sample 179",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,4870.9923430511435,456.1401436878534,research/r072n_report-source.md,"equation (1.7), sample 180",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,5028.224444495511,465.9039943209508,research/r072n_report-source.md,"equation (1.7), sample 181",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,5190.531884183805,475.8768438341168,research/r072n_report-source.md,"equation (1.7), sample 182",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,5358.078490355014,486.0631659266653,research/r072n_report-source.md,"equation (1.7), sample 183",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,5531.0333795049055,496.4675300591194,research/r072n_report-source.md,"equation (1.7), sample 184",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,5709.571127087095,507.0946035030145,research/r072n_report-source.md,"equation (1.7), sample 185",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,5893.871943724319,517.9491534345841,research/r072n_report-source.md,"equation (1.7), sample 186",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,6084.12185710752,529.0360490732519,research/r072n_report-source.md,"equation (1.7), sample 187",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,6280.512899766685,540.36026386591,research/r072n_report-source.md,"equation (1.7), sample 188",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,6483.2433029026,551.9268777179414,research/r072n_report-source.md,"equation (1.7), sample 189",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,6692.517696475547,563.7410792720092,research/r072n_report-source.md,"equation (1.7), sample 190",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,6908.547315752523,575.8081682356136,research/r072n_report-source.md,"equation (1.7), sample 191",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,7131.5502145218525,588.1335577584819,research/r072n_report-source.md,"equation (1.7), sample 192",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,7361.751485190008,600.7227768608358,research/r072n_report-source.md,"equation (1.7), sample 193",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,7599.383485983212,613.581472913649,research/r072n_report-source.md,"equation (1.7), sample 194",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,7844.686075482713,626.7154141719832,research/r072n_report-source.md,"equation (1.7), sample 195",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,8097.906854730915,640.1304923625623,research/r072n_report-source.md,"equation (1.7), sample 196",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,8359.301417152366,653.8327253267283,research/r072n_report-source.md,"equation (1.7), sample 197",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,8629.133606542006,667.8282597199682,research/r072n_report-source.md,"equation (1.7), sample 198",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,8907.675783381263,682.1233737692356,research/r072n_report-source.md,"equation (1.7), sample 199",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,9195.209099750375,696.7244800892803,research/r072n_report-source.md,"equation (1.7), sample 200",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,9492.023783114977,711.6381285592764,research/r072n_report-source.md,"equation (1.7), sample 201",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,9798.419429272804,726.8710092610112,research/r072n_report-source.md,"equation (1.7), sample 202",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,10114.705304756824,742.4299554799827,research/r072n_report-source.md,"equation (1.7), sample 203",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,10441.200658999389,758.3219467707203,research/r072n_report-source.md,"equation (1.7), sample 204",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,10778.235046573163,774.5541120877368,research/r072n_report-source.md,"equation (1.7), sample 205",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,11126.14865983341,791.1337329834823,research/r072n_report-source.md,"equation (1.7), sample 206",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,11485.292672298076,808.068246874769,research/r072n_report-source.md,"equation (1.7), sample 207",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,11856.029593111572,825.3652503790971,research/r072n_report-source.md,"equation (1.7), sample 208",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,12238.73363295076,843.0325027224136,research/r072n_report-source.md,"equation (1.7), sample 209",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,12633.791081741849,861.0779292198033,research/r072n_report-source.md,"equation (1.7), sample 210",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,13041.600698569735,879.509624830685,research/r072n_report-source.md,"equation (1.7), sample 211",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,13462.574114173587,898.3358577901213,research/r072n_report-source.md,"equation (1.7), sample 212",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,13897.136246434302,917.5650733178384,research/r072n_report-source.md,"equation (1.7), sample 213",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,14345.725729274025,937.2058974066588,research/r072n_report-source.md,"equation (1.7), sample 214",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,14808.795355399787,957.2671406920075,research/r072n_report-source.md,"equation (1.7), sample 215",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,15286.812533339056,977.7578024042663,research/r072n_report-source.md,"equation (1.7), sample 216",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,15780.259759227583,998.6870744057088,research/r072n_report-source.md,"equation (1.7), sample 217",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,16289.635103826702,1020.0643453138689,research/r072n_report-source.md,"equation (1.7), sample 218",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,16815.4527152607,1041.89920471315,research/r072n_report-source.md,"equation (1.7), sample 219",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,17358.2433379827,1064.2014474566076,research/r072n_report-source.md,"equation (1.7), sample 220",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,17918.55484849186,1086.9810780597895,research/r072n_report-source.md,"equation (1.7), sample 221",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,18496.952808343667,1110.2483151886524,research/r072n_report-source.md,"equation (1.7), sample 222",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,19094.021035010443,1134.0135962435195,research/r072n_report-source.md,"equation (1.7), sample 223",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,19710.362191169374,1158.2875820411816,research/r072n_report-source.md,"equation (1.7), sample 224",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,20346.598393011962,1183.081161597207,research/r072n_report-source.md,"equation (1.7), sample 225",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,21003.3718381892,1208.4054570106152,research/r072n_report-source.md,"equation (1.7), sample 226",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,21681.34545402686,1234.2718284531286,research/r072n_report-source.md,"equation (1.7), sample 227",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,22381.203566663997,1260.691879265193,research/r072n_report-source.md,"equation (1.7), sample 228",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,23103.652591791484,1287.6774611611104,research/r072n_report-source.md,"equation (1.7), sample 229",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,23849.421747686378,1315.2406795455595,research/r072n_report-source.md,"equation (1.7), sample 230",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,24619.26379126324,1343.3938989439473,research/r072n_report-source.md,"equation (1.7), sample 231",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,25413.955777883893,1372.1497485489717,research/r072n_report-source.md,"equation (1.7), sample 232",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,26234.29984569409,1401.5211278859379,research/r072n_report-source.md,"equation (1.7), sample 233",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,27081.124025277197,1431.5212125993148,research/r072n_report-source.md,"equation (1.7), sample 234",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,27955.283075443698,1462.163460363184,research/r072n_report-source.md,"equation (1.7), sample 235",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,28857.65934599858,1493.4616169181738,research/r072n_report-source.md,"equation (1.7), sample 236",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,29789.163668359026,1525.4297222376451,research/r072n_report-source.md,"equation (1.7), sample 237",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,30750.73627492001,1558.0821168258485,research/r072n_report-source.md,"equation (1.7), sample 238",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,31743.347748096403,1591.4334481508924,research/r072n_report-source.md,"equation (1.7), sample 239",rigorous full-infinite-chain upper barrier
A,analytic theorem,moment barrier,theorem,32768.0,1625.4986772154357,research/r072n_report-source.md,"equation (1.7), sample 240",rigorous full-infinite-chain upper barrier
A,producer,D max,finite diagnostic,16.0,1.7227907264810727,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,16.0,6.702256483868654,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,16.0,693.3601394129569,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,16.0,0.3404588962312512,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,16.0,0.6726376043934187,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,16.0,0.466236859023894,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,32.0,2.9370114929957807,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,32.0,7.3106964082695365,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,32.0,2075.7298431238023,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,32.0,0.397205600974517,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,32.0,0.7855290390114819,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,32.0,0.48126327338876695,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,64.0,4.927103884745794,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,64.0,7.918122375601275,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,64.0,5689.267294848962,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,64.0,0.4855297279401887,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,64.0,0.8722556859740638,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,64.0,0.4534511770952275,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,128.0,8.142323281930812,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,128.0,8.466386348115678,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,128.0,14607.692752128352,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,128.0,0.6180665725542211,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,128.0,0.9321540624989098,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,128.0,0.39976632969518233,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,256.0,13.283321469729788,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,256.0,8.939375731527065,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,256.0,35820.09260283589,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,256.0,0.8131931146720675,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,256.0,0.9696280786257209,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,256.0,0.3360474844455877,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,512.0,21.46620368987979,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,512.0,9.340080747767448,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,512.0,84984.32791191283,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,512.0,0.9999058738571288,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,512.0,0.9903516600889477,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,512.0,0.27303757866556466,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,1024.0,34.468791542507546,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,1024.0,9.678513962678801,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,1024.0,196767.94252121903,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,1024.0,0.9999487779768168,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,1024.0,0.9995986138458551,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,1024.0,0.21652155027465125,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,2048.0,55.11674154260136,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,2048.0,9.965871750927562,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,2048.0,447223.1215292948,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,2048.0,0.9999716051178663,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,2048.0,1.0011019078529206,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,2048.0,0.1686675199025308,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,8192.0,139.93800901830136,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,8192.0,10.425439831823695,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,8192.0,2218971.070297632,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,8192.0,0.9999909153598561,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,8192.0,0.9924149760669758,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,8192.0,0.0988023219208387,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,producer,D max,finite diagnostic,32768.0,353.6823990879857,research/certificates/r072n/producer-dissipative.csv,maxMoment,finite maximum modal moment
B,producer,scaled action,finite diagnostic,32768.0,10.776763761457005,research/certificates/r072n/producer-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,producer,action-poor proxy,finite diagnostic,32768.0,10600231.184375139,research/certificates/r072n/producer-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,producer,T_proxy/V_proxy,finite diagnostic,32768.0,0.9999969812070282,research/certificates/r072n/producer-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,producer,C/log sigma,finite diagnostic,32768.0,0.9778941810970799,research/certificates/r072n/producer-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,producer,C/sqrt sigma,finite diagnostic,32768.0,0.056167308660405396,research/certificates/r072n/producer-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,16.0,1.7227909391663174,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,16.0,6.702499980499189,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,16.0,693.3852754023001,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,16.0,0.3404465723132656,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,16.0,0.6726366220986544,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,16.0,0.46623617814904766,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,32.0,2.937008720653693,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,32.0,7.310941998145747,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,32.0,2075.8010353110326,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,32.0,0.3971922788084219,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,32.0,0.7855348584420835,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,32.0,0.48126683872891546,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,64.0,4.927108676621256,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,64.0,7.918380247772125,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,64.0,5689.4479794039635,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,64.0,0.4855139268772465,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,64.0,0.8722498028473785,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,64.0,0.4534481186907214,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
A,independent,D max,finite diagnostic,128.0,8.142325456353218,research/certificates/r072n/independent-dissipative.csv,maxMoment,finite maximum modal moment
B,independent,scaled action,finite diagnostic,128.0,8.466664855687402,research/certificates/r072n/independent-dissipative.csv,scaledAction,finite normalized proxy sigma^(2/3) A_sigma / log sigma; mu=a=1
B,independent,action-poor proxy,finite diagnostic,128.0,14608.169807749531,research/certificates/r072n/independent-dissipative.csv,actionPoorRatio,finite normalized proxy sigma^(1/3) x_proxy/K_proxy with x_proxy=sigma^2 A and K_proxy=1+Dmax; mu=a=1 and fixed geometry constants suppressed
C,independent,T_proxy/V_proxy,finite diagnostic,128.0,0.6180462484611435,research/certificates/r072n/independent-dissipative.csv,tOverV,"finite normalized proxy T_proxy/V_proxy with U_proxy=sigma^(7/3), V_proxy=sigma^(1/3), x_proxy=sigma^2 A, and K_proxy=1+Dmax"
D,independent,C/log sigma,finite diagnostic,128.0,0.9321429299229429,research/certificates/r072n/independent-dissipative.csv,cubicOverLogSigma,finite near-logarithmic diagnostic; no logarithmic theorem
D,independent,C/sqrt sigma,finite diagnostic,128.0,0.39976155534594826,research/certificates/r072n/independent-dissipative.csv,cubicOverSqrtSigma,finite mu=a=1 normalization controlled uniformly by the project corollary derived from Coble–He Theorem 1.2
