sequence,matrix_kind,shift,order,determinant,sign
H_V,ordinary,0,10,956784863314202946942937611597382141633809739613833410215916382405470957206088987926047035054951826813273078347687406376771288520776736906824582136847080168505549564986861821850664102951478784223950367446366537508494495371062786081275084209121409262494172600345078410677688905838421682627878772315709818027122751599996721497922236994734736591984419685101209415250712844793910319940514233525574485988314382043296537679267041285609603261308299070950416625313503/383720312533759020411093695177361687582575095920037362875482009395695548676947514716028860620141236342492468280253024517001459522748264620951781322076842835696793822148339821928334471574000566840030587930281633291899062324341371091292442381515536002909191425391065872082230760682742092037807864267764214668993682477132870190793431691380710641827841814870428802274186985438295956536358950072611766272000000000000000000000000000000000000000000000000000000000000000000000000000000,1
H_V,ordinary,0,11,843636260185662357594854517068651130899237628874699706870941685885149390177207045849209089322423216142209289601254696334231985265979804843626680246497361947002500289325270564369898836233740358858095448052395212110693780710396559883626185082012561773443142148024926166780920608989031495109595833712950537901468997924759325006915888355650258293866020523134079794918547732417905437201286424930979178869737126511611217241457299650868206383104487414451524831458590011243693628334696833248962076693149116595617674922144336808906868046160823887175763551626439831193405206175659626397/159336412046900622975405051197837491570602046101986378404985865429255530402716301953534952896212667315963010475695401705060745148097915514955727536191524470627024434759926125021615562402251293350398732875500967092417422507969838251643970651290864764265954902345679274970187798185828819792526648820835044397836957250864346891424863576075391875380042409985118926495231541245817698153863045673476299275400302487874620771627445525252132687710149027340916834170694583460105792707896332376389050043402940946841600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1
H_V,ordinary,0,12,-85405383653785168210845284030454292113324140964893643065974453545839968314071512392934814442060074786922523879082010149470767603098064763569210337838312804279226957004276427974629357722836639963818345981730928107635038735265027766600540764682042793040222762209359061392184000263975197767092156198972338269972536083086117775160820220486254385012072091754859874924046930274473429092103399367838436094976836177191381212781767204526247420499717190853828286824606098710246786895299079049117603676937583375164220735461670741032134011330849345490176155688888693800173109427531508712471758156194928056414076846285685833185321524724681139645870279264363525923050847925279436980073999095149281295895013171580270642653/14178441140490176467587920944487561956502971141278929448667589791921887403258847811696514896943585685108228056823134689089044786328986414516602276072953050609723992141987125750459796808508295799024398607590721750327184817192758118235091657231197138179347407736393257201871150093512955738384448404376840278728596333567869922856098595952656319197388406120363716917749694942339800735865899917944945952721542152304352137996011147442635880257340555829386695078331053358857463273823283734824678976878361084387485258080142456173186315249278680578965652376039757792323265351051664190395745230436901638377726768517835232726587801600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1
H_V,shifted,1,1,797/504,1
H_V,shifted,1,2,93135512104787/30512401920000,1
H_V,shifted,1,3,-130425593044105592736868914188633089/548601422827742846305615872000000000,-1
H_V,shifted,1,4,-3138429520204095375555345071661725693755844711484653447550036060997/346664805855308932995344005639881927441242059916181504000000000000000,-1
H_V,shifted,1,5,94750818538530761941330499662820690297995914399970734855515729628954163791020183734406075335215806247400097/10609625143730624617813615512543046983310613180898532291297724858639723403402783881208791040000000000000000000000,1
H_V,shifted,1,6,8002558741244051480410697927827725843487705124978776395955300072943030317841212317462698545930442407724114317380051965566878332274035591127684604855182552706954001/1832299192015357170167570243312356865337325782417205962336767518423805709171812301384289884480718185052104343755420486385632159831718625280000000000000000000000000000000,1
H_V,shifted,1,7,15731800827255446578982940956878530386211629117508987595495666738694047040301602401177822322375846164830637880953946671481339116559995208892945674501160950431303635039386394956793824486989499883222193044534761560768406773275193734809/684747944634587162245839083305631030503003457873616365934047793504583800026996751627781271533187993938026783234746925618305769777183474477337239595767835840006018323706956869629128776296062567579648000000000000000000000000000000000000000000,1
H_V,shifted,1,8,9687023979143621284680866532015906123512424481660433881281757823193499492071124077020303046592178103541611550016626986335624687296690275863235542502147850652327380597808737676279200017805314242348960045272422056195285115365354877391113611634842303834978126475753171527119628150226994600526384330568823064200151882963/858907201236022106075599595542508845398172166308924272853303878335372925538812202176069971136403475495167712408969472541807899798174689217377062482290788648734208698807860974203678947166080653007098729335507616418904935070146002109226122236046039293356283620404986160087040000000000000000000000000000000000000000000000000000000,1
H_V,shifted,1,9,203016431662675008318718606101635433653990159522449464456337592133794642711612209709178190396071041225035505519689987867051922089314206451020464624050208248974666221150211840932122704028928008932804045241442644940186719312378228506191648611130710450789204224981609964431466665671992628085763385348872427629350423841414140493671577004583544374409870895862019287891235774115932098690168374314971469843005193487799/118994062042938910386470742080913155518349129981573894601175254206924570119319445863920454510283007718432782985283128688506650988909273960218955890679767530603177215607314968943243088935899174897688223906988131662927441373272019738948402207993847158475987546303160940716478567394856819408303308019005467317368510579857389887356362654038706809945091400007680000000000000000000000000000000000000000000000000000000000000000000000,1
H_V,shifted,1,10,-52373716419271918888221962933039433350518742605229507940878493256999618011094457931356293895340200009822028507516151371094240687391305414253670712480765950972107896422926482825630898743146261015470897620191075124560657149699030537251443360435191011772872247790299907972690578792289212870530607810521053972102049634200884309274996074529303619942987645673057499937445191754148072243414155371000653016479520010769924802955624412486413632751431630348429440997786099248174079242496344080382576746181470713348967408929786927/283999744669670312193091519450628901579323713359059277089492606342646401999793762554497947009409197721881139094798969069197984799119302578748807505804019484676742368712924944606684469347920533128842518102958232145722725809491227898139787962336303022137849066715666554450568695090322720633316031191018615156976249858149785578698566241629844431887468747681316505393583863130312219195000705298298120669519364149102560422148865695313014414178571783032012800000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1
H_V,shifted,1,11,-88160799542336187431060562617640359359824210015450101010250089034797293422395410507016597885648312563378548156627618681867497538940432697360070844303895648273033843683259867666533289710220910052973978448819240990119585826536355656150437359801537369474838944462801728127962891940064232036627803399052188767135872441790407902013434474357154860138412911250846937426779908830108878896151329689218595697098002771244525063427539652760824932445067018512948259607885050913296332836691838672022819314460217243192066702753785895195772894340761367840426563591251552364851041954352975112913533128212482094385664649583787473226986140021597781002564958128283/9518146967399171826557859859619861082659220664571309960779315613638420648003350419906302429543050508544963422195711751408860122815776648512711852214992044954714501062468973658896058770272317262570234729999483136171795930626509847383528698380485615894856772376894564352225625538025143688919013358439004995534631445129474357174645173571425678092264374180084408929741223176205466074879853708140407937955912519103161663512678324411094189014514436150915655862399899249775876026362070059674334167410777565607691054090766440479810021136308077328999906102624237073622630400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1
H_V,shifted,1,12,-3403184602950009668187540137637266075073602493725068481954838432445149434472826371785355652293304522721070860272095818699610562046002089568069029103730387007772322879116941330562659789107392475256001502477476849862384158075771191389052474094202010215426013020027371626926867145713467661186940995782239640878975878985826544814861402879754130985988884822512235086670268763628768439123278060151143953847160295575722165412227729687306664649854504018380250134268991551796035896252552991909432000762172403293921192930979736538266169253476569617595513298920261276951103774382162108074631400532885246380969060974258278048058045077953571804171077799279119192078854848028432978383782351690118775159176532689447476691808926217100022913758506960641713697641947708358531561454253483180799491880221/36789333418453481565957060850340255505326871689614592574034371463976574291184191192994885580715367476673648263845087803712356736969589475686363033345493282757412985115676774822937409821982891577221272058509443058093115167479294538075427188413914051703419708628554606052783186722689613867208953510036555547121492194782720678655342850720769211951726101977660765296679065505682461748558138333384027797331746628582011961754089777202737782048114857855179780813931759521962945365325958100445163585371326760367753019786096364960215047514998236269641437892590247736193753283910290363545418306856714551440105430011199252147658111972511233150455595809578001152947287115201435273068988710803849032499200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,-1
