panel,series,x,value,category,formula,evidenceClass
A,localizedLaplacian,-1.3940817400304706,1.407287003883726,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.3940817400304706,-1.407287003883726,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.3940817400304706,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.3744467859455345,1.38581929876693,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.3744467859455345,-1.38581929876693,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.3744467859455345,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.3548118318605984,1.362214760737622,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.3548118318605984,-1.362214760737622,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.3548118318605984,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.3351768777756621,1.3365097862825517,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.3351768777756621,-1.3365097862825517,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.3351768777756621,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.315541923690726,1.3087440106091957,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.315541923690726,-1.3087440106091957,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.315541923690726,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.2959069696057894,1.2789602465311378,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.2959069696057894,-1.2789602465311378,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.2959069696057894,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.2762720155208533,1.2472044184538176,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.2762720155208533,-1.2472044184538176,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.2762720155208533,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.2566370614359172,1.213525491562421,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.2566370614359172,-1.213525491562421,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.2566370614359172,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.2370021073509812,1.1779753963211177,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.2370021073509812,-1.1779753963211177,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.2370021073509812,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.2173671532660451,1.1406089484000468,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.2173671532660451,-1.1406089484000468,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.2173671532660451,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.1977321991811085,1.101483764153528,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.1977321991811085,-1.101483764153528,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.1977321991811085,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.1780972450961724,1.0606601717798212,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.1780972450961724,-1.0606601717798212,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.1780972450961724,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.1584622910112361,1.0182011182994124,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.1584622910112361,-1.0182011182994124,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.1584622910112361,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.1388273369263002,0.97417207249527582,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.1388273369263002,-0.97417207249527582,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.1388273369263002,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.1191923828413639,0.92864092396475106,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.1191923828413639,-0.92864092396475106,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.1191923828413639,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.0995574287564276,0.88167787843870959,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.0995574287564276,-0.88167787843870959,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.0995574287564276,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.0799224746714913,0.83335534952940293,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.0799224746714913,-0.83335534952940293,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.0799224746714913,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.060287520586555,0.78374784707392275,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.060287520586555,-0.78374784707392275,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.060287520586555,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.0406525665016191,0.73293186224543261,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.0406525665016191,-0.73293186224543261,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.0406525665016191,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.0210176124166828,0.68098574960932012,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.0210176124166828,-0.68098574960932012,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.0210176124166828,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-1.0013826583317469,0.62798960630614298,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-1.0013826583317469,-0.62798960630614298,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-1.0013826583317469,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.98174770424681013,0.57402514854763398,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.98174770424681013,-0.57402514854763398,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.98174770424681013,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.96211275016187425,0.51917558561623967,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.96211275016187425,-0.51917558561623967,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.96211275016187425,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.94247779607693793,0.46352549156242101,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.94247779607693793,-0.46352549156242101,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.94247779607693793,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.92284284199200162,0.40716067479761098,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.92284284199200162,-0.40716067479761098,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.92284284199200162,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.90320788790706574,0.35016804578385868,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.90320788790706574,-0.35016804578385868,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.90320788790706574,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.88357293382212898,0.29263548302419135,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.88357293382212898,-0.29263548302419135,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.88357293382212898,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.86393797973719311,0.23465169756034621,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.86393797973719311,-0.23465169756034621,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.86393797973719311,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.84430302565225679,0.17630609618675602,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.84430302565225679,-0.17630609618675602,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.84430302565225679,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.82466807156732091,0.11768864359176798,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.82466807156732091,-0.11768864359176798,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.82466807156732091,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.8050331174823846,0.058889723638603154,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.8050331174823846,-0.058889723638603154,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.8050331174823846,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.78539816339744828,-9.1848509936051484e-17,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.78539816339744828,9.1848509936051484e-17,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.78539816339744828,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.76576320931251196,-0.058889723638603328,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.76576320931251196,0.058889723638603328,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.76576320931251196,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.74612825522757564,-0.11768864359176817,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.74612825522757564,0.11768864359176817,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.74612825522757564,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.72649330114263977,-0.17630609618675622,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.72649330114263977,0.17630609618675622,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.72649330114263977,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.70685834705770345,-0.23465169756034637,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.70685834705770345,0.23465169756034637,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.70685834705770345,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.68722339297276758,-0.29263548302419151,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.68722339297276758,0.29263548302419151,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.68722339297276758,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.66758843888783082,-0.35016804578385885,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.66758843888783082,0.35016804578385885,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.66758843888783082,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.64795348480289494,-0.40716067479761114,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.64795348480289494,0.40716067479761114,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.64795348480289494,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.62831853071795862,-0.46352549156242118,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.62831853071795862,0.46352549156242118,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.62831853071795862,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.60868357663302231,-0.51917558561623989,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.60868357663302231,0.51917558561623989,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.60868357663302231,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.58904862254808643,-0.57402514854763409,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.58904862254808643,0.57402514854763409,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.58904862254808643,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.56941366846314967,-0.62798960630614309,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.56941366846314967,0.62798960630614309,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.56941366846314967,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.5497787143782138,-0.68098574960932035,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.5497787143782138,0.68098574960932035,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.5497787143782138,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.53014376029327748,-0.73293186224543283,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.53014376029327748,0.73293186224543283,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.53014376029327748,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.5105088062083416,-0.78374784707392275,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.5105088062083416,0.78374784707392275,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.5105088062083416,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.49087385212340529,-0.83335534952940304,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.49087385212340529,0.83335534952940304,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.49087385212340529,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.47123889803846897,-0.88167787843870971,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.47123889803846897,0.88167787843870971,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.47123889803846897,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.45160394395353265,-0.92864092396475129,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.45160394395353265,0.92864092396475129,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.45160394395353265,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.43196898986859633,-0.97417207249527604,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.43196898986859633,0.97417207249527604,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.43196898986859633,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.41233403578366046,-1.0182011182994124,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.41233403578366046,1.0182011182994124,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.41233403578366046,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.39269908169872414,-1.0606601717798214,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.39269908169872414,1.0606601717798214,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.39269908169872414,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.37306412761378827,-1.1014837641535276,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.37306412761378827,1.1014837641535276,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.37306412761378827,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.3534291735288515,-1.1406089484000468,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.3534291735288515,1.1406089484000468,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.3534291735288515,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.33379421944391563,-1.1779753963211173,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.33379421944391563,1.1779753963211173,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.33379421944391563,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.31415926535897931,-1.2135254915624212,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.31415926535897931,1.2135254915624212,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.31415926535897931,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.29452431127404299,-1.247204418453818,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.29452431127404299,1.247204418453818,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.29452431127404299,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.27488935718910712,-1.2789602465311378,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.27488935718910712,1.2789602465311378,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.27488935718910712,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.25525440310417036,-1.3087440106091961,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.25525440310417036,1.3087440106091961,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.25525440310417036,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.23561944901923448,-1.3365097862825519,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.23561944901923448,1.3365097862825519,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.23561944901923448,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.21598449493429817,-1.362214760737622,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.21598449493429817,1.362214760737622,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.21598449493429817,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.19634954084936229,-1.38581929876693,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.19634954084936229,1.38581929876693,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.19634954084936229,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.17671458676442597,-1.407287003883726,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.17671458676442597,1.407287003883726,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.17671458676442597,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.15707963267948966,-1.4265847744427302,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.15707963267948966,1.4265847744427302,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.15707963267948966,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.13744467859455334,-1.4436828546804712,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.13744467859455334,1.4436828546804712,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.13744467859455334,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.11780972450961702,-1.4585548805965149,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.11780972450961702,1.4585548805965149,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.11780972450961702,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.098174770424681146,-1.4711779206048456,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.098174770424681146,1.4711779206048456,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.098174770424681146,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.078539816339744828,-1.4815325108927067,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.078539816339744828,1.4815325108927067,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.078539816339744828,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.058904862254808954,-1.4896026854323892,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.058904862254808954,1.4896026854323892,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.058904862254808954,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.039269908169872192,-1.4953760005996919,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.039269908169872192,1.4953760005996919,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.039269908169872192,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,-0.019634954084936318,-1.4988435543610843,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,-0.019634954084936318,1.4988435543610843,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,-0.019634954084936318,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0,-1.5,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0,1.5,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.019634954084936318,-1.4988435543610843,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.019634954084936318,1.4988435543610843,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.019634954084936318,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.039269908169872192,-1.4953760005996919,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.039269908169872192,1.4953760005996919,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.039269908169872192,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.05890486225480851,-1.4896026854323894,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.05890486225480851,1.4896026854323894,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.05890486225480851,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.078539816339744384,-1.4815325108927069,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.078539816339744384,1.4815325108927069,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.078539816339744384,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.098174770424680702,-1.4711779206048459,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.098174770424680702,1.4711779206048459,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.098174770424680702,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.11780972450961746,-1.4585548805965147,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.11780972450961746,1.4585548805965147,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.11780972450961746,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.13744467859455378,-1.4436828546804705,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.13744467859455378,1.4436828546804705,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.13744467859455378,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.15707963267948966,-1.4265847744427302,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.15707963267948966,1.4265847744427302,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.15707963267948966,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.17671458676442597,-1.407287003883726,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.17671458676442597,1.407287003883726,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.17671458676442597,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.19634954084936229,-1.38581929876693,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.19634954084936229,1.38581929876693,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.19634954084936229,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.21598449493429817,-1.362214760737622,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.21598449493429817,1.362214760737622,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.21598449493429817,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.23561944901923448,-1.3365097862825519,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.23561944901923448,1.3365097862825519,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.23561944901923448,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.25525440310417036,-1.3087440106091961,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.25525440310417036,1.3087440106091961,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.25525440310417036,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.27488935718910668,-1.2789602465311387,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.27488935718910668,1.2789602465311387,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.27488935718910668,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.29452431127404299,-1.247204418453818,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.29452431127404299,1.247204418453818,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.29452431127404299,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.31415926535897887,-1.2135254915624221,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.31415926535897887,1.2135254915624221,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.31415926535897887,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.33379421944391563,-1.1779753963211173,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.33379421944391563,1.1779753963211173,expanded row,+3*epsilon*cos(2*x),exact analytic profile
A,fusedViscous,0.33379421944391563,0,fused row,interior+raw collar,exact cancellation
A,localizedLaplacian,0.35342917352885195,-1.1406089484000461,expanded row,-3*epsilon*cos(2*x),exact analytic profile
A,rawCollarContribution,0.35342917352885195,1.1406089484000461,expanded row,+3*epsilon*cos(2*x),exact analytic profile
