panel,route,series,kind,x,y,yParameter,lambda,R,p,source,pointer,status,note
A,exact cell reduction,full profile y=0,proved analytic identity,-3.1415926535897931,-0.875,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.2514747350726845,-0.65530935240205701,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.2776546738525996,-0.66900235646021222,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.3038346126325147,-0.68219666426731473,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.3300145514124297,-0.69489657022412188,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.3561944901923448,-0.70710678118654746,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.3823744289722599,-0.71883237648191978,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.4085543677521741,-0.7300787675689373,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.4347343065320892,-0.74085165747000192,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.4609142453120043,-0.75115700010475084,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.4870941840919194,-0.76100095965341996,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.5132741228718345,-0.77038987007807891,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.5394540616517496,-0.77933019492885314,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.5656340004316638,-0.7878284875609487,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.5918139392115789,-0.79589135188664872,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.617993877991494,-0.8035254037844386,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.6441738167714091,-0.81073723328508696,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.6703537555513241,-0.81753336765180862,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.6965336943312392,-0.82392023546863091,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.7227136331111534,-0.82990413184774348,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.7488935718910685,-0.83549118486296814,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.7750735106709836,-0.84068732331252738,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.8012534494508987,-0.84549824591005696,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.8274333882308138,-0.8499293919982851,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.8536133270107289,-0.85398591387501499,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.8797932657906431,-0.85767265081601329,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.9059732045705582,-0.86099410487413053,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.9321531433504733,-0.86395441852848054,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.9583330821303884,-0.86655735425180436,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,2.9845130209103035,-0.86880627605824345,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,3.0106929596902186,-0.8707041330876768,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,3.0368728984701328,-0.87225344527654758,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,3.0630528372500478,-0.8734562911587358,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,3.0892327760299629,-0.87431429783353964,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,3.115412714809878,-0.87482863313123549,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0,proved analytic identity,3.1415926535897931,-0.875,0.0,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-3.1415926535897931,-0.58961374930805688,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-3.115412714809878,-0.58942909043718406,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-3.0892327760299634,-0.58887519272387712,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-3.0630528372500483,-0.58795229294262086,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-3.0368728984701332,-0.58666078597231208,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-3.0106929596902186,-0.58500122517695885,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.9845130209103035,-0.58297432293579121,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.9583330821303884,-0.58058095131993015,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.9321531433504737,-0.57782214291195688,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.9059732045705586,-0.57469909176393574,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.8797932657906435,-0.57121315448867049,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.8536133270107289,-0.56736585147820928,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.8274333882308138,-0.56315886824287753,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.8012534494508987,-0.55859405686339325,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.7750735106709841,-0.55367343754792364,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.748893571891069,-0.54839920028526878,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.7227136331111539,-0.54277370658471347,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.6965336943312392,-0.53679949129247262,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.6703537555513241,-0.53047926447406801,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.6441738167714091,-0.52381591335142919,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.6179938779914944,-0.51681250428298708,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.5918139392115793,-0.50947228477455286,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.5656340004316647,-0.50179868550833551,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.5394540616517496,-0.49379532237703966,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.5132741228718345,-0.48546599850963612,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.4870941840919194,-0.47681470627506678,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.4609142453120048,-0.46784562924987733,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.4347343065320897,-0.45856314413553528,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.408554367752175,-0.44897182261100688,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.3823744289722599,-0.43907643310601968,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.3561944901923448,-0.42888194248035338,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.3300145514124297,-0.4183935175944421,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.3038346126325151,-0.40761652675657967,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.2776546738526,-0.39655654103206189,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.2514747350726854,-0.38521933539969849,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.2252947962927703,-0.37361088974126216,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.1991148575128552,-0.36173738964964286,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.1729349187329401,-0.34960522704169855,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.1467549799530254,-0.33722100056208804,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.1205750411731104,-0.32459151576469142,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.0943951023931957,-0.3117237850586051,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.0682151636132806,-0.29862502740610686,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.0420352248333655,-0.28530266776045865,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-2.0158552860534504,-0.27176433623190771,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.9896753472735358,-0.25801786697079987,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.9634954084936207,-0.24407129675729419,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.9373154697137058,-0.22993286328780049,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.911135530933791,-0.21561100314890738,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.8849555921538759,-0.20111434947027276,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.858775653373961,-0.18645172924866929,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.8325957145940461,-0.1716321603361344,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.806415775814131,-0.15666484808596581,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.7802358370342162,-0.14155918165111242,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.7540558982543013,-0.12632472993035021,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.7278759594743862,-0.11097123715849794,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.7016960206944713,-0.095508618137804674,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.6755160819145565,-0.079946953108543023,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.6493361431346414,-0.064296482257759288,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
A,exact cell reduction,full profile y=0.5,proved analytic identity,-1.6231562043547265,-0.048567599866059012,0.5,0.125,,0.7071067811865476,/Users/kasifa/Documents/Math/navier-stokes-r072k/research/r072p_report-source.md,R0.72P affine-row reduction,proved declared two-carrier class,Direct formula evaluation; no PDE evolution.
