panel,series,x,value,parameter,evidenceClass,formula
A,commonHeatPulse,2.0600000000000001,0.0077348671462077181,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.0800000000000001,0.0074458721826896638,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.1000000000000001,0.0071671318179189784,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.1200000000000001,0.0068983243320725847,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.1400000000000001,0.0066391347118027475,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.1600000000000001,0.00638925481166123,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.1800000000000002,0.0061483834798346454,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.2000000000000002,0.0059162266514935537,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.2200000000000002,0.0056924974128197301,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.2400000000000002,0.0054769160385518441,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.2599999999999998,0.0052692100056787429,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.2799999999999998,0.0050691139857111664,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.2999999999999998,0.0048763698177768204,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.3199999999999998,0.0046907264646091577,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.3399999999999999,0.0045119399533372464,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.3599999999999999,0.0043397733028313918,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.3799999999999999,0.0041739964392168696,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.3999999999999999,0.004014386101035175,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.4199999999999999,0.0038607257354085142,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.4399999999999999,0.0037128053864480398,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.46,0.0035704215770392535,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.48,0.0034333771850385683,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.5,0.0033014813148227531,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.52,0.0031745491650474406,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.54,0.003052401893391731,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.5600000000000001,0.0029348664789926428,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.5800000000000001,0.0028217755832055024,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.6000000000000001,0.0027129674092638534,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.6200000000000001,0.0026082855613548412,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.6400000000000001,0.0025075789035729377,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.6600000000000001,0.0024107014191659904,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.6800000000000002,0.0023175120704426459,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.7000000000000002,0.0022278746596689435,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.7200000000000002,0.0021416576912440021,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.7400000000000002,0.00205873423541003,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.7599999999999998,0.0019789817937201524,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.7799999999999998,0.0019022821664584828,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.7999999999999998,0.0018285213221804204,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.8199999999999998,0.0017575892695169332,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.8399999999999999,0.0016893799313646212,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.8599999999999999,0.0016237910215633551,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.8799999999999999,0.0015607239241451191,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.8999999999999999,0.0015000835752212499,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.9199999999999999,0.0014417783475603962,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.9399999999999999,0.001385719937896078,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.96,0.0013318232569906599,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,2.98,0.0012800063224716715,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,commonHeatPulse,3,0.0012301901544466752,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,x*(1-x)^2/(2*(1+x));x=exp(-2*tau)
A,pulsePeak,0.63509831656844573,0.056700272781235662,"A0=diag(K^2,2K^2);F0=(e1-e2)/sqrt(2);C0=(e1+e2)/sqrt(2);Y=1",closed-form common-heat Hilbert model; not NSE,q*=(71-17*sqrt(17))/16
B,traceVolumeRatio,1,0.30240145483325687,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,2,1.2096058193330275,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,4,4.8384232773321099,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,8,19.353693109328439,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,16,77.414772437313758,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,32,309.65908974925503,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,64,1238.6363589970201,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,128,4954.5454359880805,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
B,traceVolumeRatio,256,19818.181743952322,nu=1;outerWeight=K^-2,exact common-heat trace-to-volume algebra; no fitted exponent,nu*(71-17*sqrt(17))*K^2/3
C,A0,0,0,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0,1.1111111111111112,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.0040000000000000001,0.00043546796106228247,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.0040000000000000001,1.0889602262414873,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.0080000000000000002,0.0017053178693449181,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.0080000000000000002,1.0669607287745222,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.011999999999999999,0.003753440136718602,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.011999999999999999,1.0451254539352246,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.016,0.0065223416154131198,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.016,1.0234668851931572,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.02,0.0099535478338010075,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.02,1.0019971071163956,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.023999999999999997,0.01398800202336725,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.023999999999999997,0.98072776193278111,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.028000000000000001,0.01856645647572373,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.028000000000000001,0.95967001008769914,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.032000000000000001,0.02362985204072604,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.032000000000000001,0.93883449502722216,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.035999999999999997,0.029119681913123502,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.035999999999999997,0.91823131237400568,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.040000000000000001,0.034978336245399227,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.040000000000000001,0.89786998360209003,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.043999999999999997,0.041149424557367947,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.043999999999999997,0.87775943425697556,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.047999999999999994,0.047578073377059028,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.047999999999999994,0.85790797671004704,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.051999999999999998,0.054211197030709715,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.051999999999999998,0.83832329738262268,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.056000000000000001,0.060997739990889768,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.056000000000000001,0.81901244832538334,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.059999999999999998,0.067888889680033773,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.059999999999999998,0.79998184299435848,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.064000000000000001,0.074838259101995888,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.064000000000000001,0.78123725602549199,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.067999999999999991,0.081802039127784373,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.067999999999999991,0.76278382677639778,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.071999999999999995,0.088739120685747463,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.071999999999999995,0.74462606637642592,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.075999999999999998,0.09561118749489754,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.075999999999999998,0.72676786800457205,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.080000000000000002,0.10238278032792046,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.080000000000000002,0.70921252009901126,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.083999999999999991,0.10902133409426894,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.083999999999999991,0.69196272219183652,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.087999999999999995,0.11549718929149756,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.087999999999999995,0.67502060305762634,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.091999999999999998,0.12178357958385999,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.091999999999999998,0.65838774086434826,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.095999999999999988,0.12785659743150851,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.095999999999999988,0.6420651850193243,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
C,A0,0.10000000000000001,0.13369513981280101,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,A0=4*x*(1-x)^2/((1+x)*Y0);x=exp(-10*theta)
C,G0,0.10000000000000001,0.62605347941106027,"fixedEnergy=263/90;theta=nu*K^2*t;radialRingsSquared=5,10",closed-form C1 fixed-window limit of exact global-smooth 2D3C NSE,G0=4*(exp(-10*theta)+exp(-20*theta))/Y0
