panel,series,x,y,x_unit,y_unit,exact_value,role,source_locator,note
D,packet-2 leading endpoint scale,27392,30.0728557032149,L_2,10^-3 log10 scale,(12191/132088320*27392^2-log(27392)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,27648,30.6376314822253,L_2,10^-3 log10 scale,(12191/132088320*27648^2-log(27648)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,27904,31.2076610268209,L_2,10^-3 log10 scale,(12191/132088320*27904^2-log(27904)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,28160,31.7829443366615,L_2,10^-3 log10 scale,(12191/132088320*28160^2-log(28160)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,28416,32.3634814114163,L_2,10^-3 log10 scale,(12191/132088320*28416^2-log(28416)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,28672,32.9492722507635,L_2,10^-3 log10 scale,(12191/132088320*28672^2-log(28672)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,28928,33.5403168543896,L_2,10^-3 log10 scale,(12191/132088320*28928^2-log(28928)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,29184,34.1366152219897,L_2,10^-3 log10 scale,(12191/132088320*29184^2-log(29184)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,29440,34.7381673532665,L_2,10^-3 log10 scale,(12191/132088320*29440^2-log(29440)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,29696,35.3449732479309,L_2,10^-3 log10 scale,(12191/132088320*29696^2-log(29696)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,29952,35.957032905701,L_2,10^-3 log10 scale,(12191/132088320*29952^2-log(29952)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,30208,36.5743463263019,L_2,10^-3 log10 scale,(12191/132088320*30208^2-log(30208)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,30464,37.196913509466,L_2,10^-3 log10 scale,(12191/132088320*30464^2-log(30464)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,30720,37.8247344549323,L_2,10^-3 log10 scale,(12191/132088320*30720^2-log(30720)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,30976,38.4578091624461,L_2,10^-3 log10 scale,(12191/132088320*30976^2-log(30976)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,31232,39.0961376317594,L_2,10^-3 log10 scale,(12191/132088320*31232^2-log(31232)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,31488,39.7397198626299,L_2,10^-3 log10 scale,(12191/132088320*31488^2-log(31488)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,31744,40.3885558548214,L_2,10^-3 log10 scale,(12191/132088320*31744^2-log(31744)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,32000,41.0426456081032,L_2,10^-3 log10 scale,(12191/132088320*32000^2-log(32000)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,32256,41.7019891222504,L_2,10^-3 log10 scale,(12191/132088320*32256^2-log(32256)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,32512,42.3665863970431,L_2,10^-3 log10 scale,(12191/132088320*32512^2-log(32512)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,32768,43.0364374322668,L_2,10^-3 log10 scale,(12191/132088320*32768^2-log(32768)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,33024,43.711542227712,L_2,10^-3 log10 scale,(12191/132088320*33024^2-log(33024)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,33280,44.3919007831739,L_2,10^-3 log10 scale,(12191/132088320*33280^2-log(33280)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,33536,45.0775130984526,L_2,10^-3 log10 scale,(12191/132088320*33536^2-log(33536)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,33792,45.7683791733526,L_2,10^-3 log10 scale,(12191/132088320*33792^2-log(33792)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,34048,46.464499007683,L_2,10^-3 log10 scale,(12191/132088320*34048^2-log(34048)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,34304,47.165872601257,L_2,10^-3 log10 scale,(12191/132088320*34304^2-log(34304)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,34560,47.872499953892,L_2,10^-3 log10 scale,(12191/132088320*34560^2-log(34560)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,34816,48.5843810654097,L_2,10^-3 log10 scale,(12191/132088320*34816^2-log(34816)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,35072,49.3015159356353,L_2,10^-3 log10 scale,(12191/132088320*35072^2-log(35072)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,35328,50.0239045643981,L_2,10^-3 log10 scale,(12191/132088320*35328^2-log(35328)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,35584,50.751546951531,L_2,10^-3 log10 scale,(12191/132088320*35584^2-log(35584)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,35840,51.4844430968706,L_2,10^-3 log10 scale,(12191/132088320*35840^2-log(35840)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,36096,52.2225930002568,L_2,10^-3 log10 scale,(12191/132088320*36096^2-log(36096)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,36352,52.9659966615331,L_2,10^-3 log10 scale,(12191/132088320*36352^2-log(36352)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,36608,53.7146540805462,L_2,10^-3 log10 scale,(12191/132088320*36608^2-log(36608)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,36864,54.4685652571459,L_2,10^-3 log10 scale,(12191/132088320*36864^2-log(36864)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,37120,55.2277301911853,L_2,10^-3 log10 scale,(12191/132088320*37120^2-log(37120)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,37376,55.9921488825205,L_2,10^-3 log10 scale,(12191/132088320*37376^2-log(37376)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,37632,56.7618213310103,L_2,10^-3 log10 scale,(12191/132088320*37632^2-log(37632)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,37888,57.5367475365168,L_2,10^-3 log10 scale,(12191/132088320*37888^2-log(37888)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,38144,58.3169274989045,L_2,10^-3 log10 scale,(12191/132088320*38144^2-log(38144)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,38400,59.1023612180408,L_2,10^-3 log10 scale,(12191/132088320*38400^2-log(38400)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,38656,59.8930486937958,L_2,10^-3 log10 scale,(12191/132088320*38656^2-log(38656)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,38912,60.688989926042,L_2,10^-3 log10 scale,(12191/132088320*38912^2-log(38912)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,39168,61.4901849146545,L_2,10^-3 log10 scale,(12191/132088320*39168^2-log(39168)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,39424,62.2966336595109,L_2,10^-3 log10 scale,(12191/132088320*39424^2-log(39424)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,39680,63.1083361604911,L_2,10^-3 log10 scale,(12191/132088320*39680^2-log(39680)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,39936,63.9252924174773,L_2,10^-3 log10 scale,(12191/132088320*39936^2-log(39936)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,packet-2 leading endpoint scale,40000,64.1303523810862,L_2,10^-3 log10 scale,(12191/132088320*40000^2-log(40000)/2)/(1000*log(10)),leading analytic scale,W.76--W.80,unknown prefactor c and -C*L_2 correction omitted; not a finite-L certified lower value
D,all-shell conclusion,,,,,matching all-shell O(T_*) upper bound is false,proved boundary,W.80,frozen placement; packet 2 only
D,fixed-deletion boundary,,,,,fixed deletion remains open,open boundary,W.82--Section 10,coordinate k_2-1=k_1 may be deleted
