panel,series,N,M,h,deltaObs,x,y,rawValue,referenceValue,unit,formula,evidenceClass,source,note
B,separated; h=N^-1,65536,131073,1.52587890625e-05,0.125,65536.0,5.340433565981188e-05,4.470228989381575e-06,0.08370535714285714,separated upper-envelope factor / N=1 value,[M/(b N^-1 K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,quasi-uniform roots in a fixed scaled interval; same normalized N-law as no separation
B,no separation; fixed delta_obs=1/8,131072,262145,0.0,0.125,131072.0,2.6702524341046218e-05,3.1661852235911934e-07,0.01185725058482295,optimized selected-root upper envelope / N=1 value,"C(delta_obs) N M / K_s, normalized at N=1",exact nonlinear selected-root theorem envelope,research/certificates/r071y/result.json,fixed observation coupling; selected roots; unit phases and full enstrophy floors
B,separated; fixed h=0.05,131072,262145,0.05,0.125,131072.0,2.0372409317814805e-10,3.4105595956163176e-10,1.6741071428571428,separated upper-envelope factor / N=1 value,[M/(b h K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,fixed scaled separation; common theorem constants cancel under normalization
B,separated; h=N^-1,131072,262145,7.62939453125e-06,0.125,131072.0,2.6702524341046218e-05,2.2351443365831097e-06,0.08370535714285714,separated upper-envelope factor / N=1 value,[M/(b N^-1 K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,quasi-uniform roots in a fixed scaled interval; same normalized N-law as no separation
B,no separation; fixed delta_obs=1/8,262144,524289,0.0,0.125,262144.0,1.3351351299656018e-05,1.5831031800602297e-07,0.01185725058482295,optimized selected-root upper envelope / N=1 value,"C(delta_obs) N M / K_s, normalized at N=1",exact nonlinear selected-root theorem envelope,research/certificates/r071y/result.json,fixed observation coupling; selected roots; unit phases and full enstrophy floors
B,separated; fixed h=0.05,262144,524289,0.05,0.125,262144.0,5.09313632951966e-11,8.526455908794074e-11,1.6741071428571428,separated upper-envelope factor / N=1 value,[M/(b h K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,fixed scaled separation; common theorem constants cancel under normalization
B,separated; h=N^-1,262144,524289,3.814697265625e-06,0.125,262144.0,1.3351351299656018e-05,1.1175796288774568e-06,0.08370535714285714,separated upper-envelope factor / N=1 value,[M/(b N^-1 K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,quasi-uniform roots in a fixed scaled interval; same normalized N-law as no separation
B,no separation; fixed delta_obs=1/8,524288,1048577,0.0,0.125,524288.0,6.675697932279717e-06,7.915542321162504e-08,0.01185725058482295,optimized selected-root upper envelope / N=1 value,"C(delta_obs) N M / K_s, normalized at N=1",exact nonlinear selected-root theorem envelope,research/certificates/r071y/result.json,fixed observation coupling; selected roots; unit phases and full enstrophy floors
B,separated; fixed h=0.05,524288,1048577,0.05,0.125,524288.0,1.2732883324202952e-11,2.1316210922214763e-11,1.6741071428571428,separated upper-envelope factor / N=1 value,[M/(b h K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,fixed scaled separation; common theorem constants cancel under normalization
B,separated; h=N^-1,524288,1048577,1.9073486328125e-06,0.125,524288.0,6.675697932279719e-06,5.587916795993068e-07,0.08370535714285714,separated upper-envelope factor / N=1 value,[M/(b N^-1 K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,quasi-uniform roots in a fixed scaled interval; same normalized N-law as no separation
B,no separation; fixed delta_obs=1/8,1048576,2097153,0.0,0.125,1048576.0,3.3378545367738464e-06,3.957777765821563e-08,0.01185725058482295,optimized selected-root upper envelope / N=1 value,"C(delta_obs) N M / K_s, normalized at N=1",exact nonlinear selected-root theorem envelope,research/certificates/r071y/result.json,fixed observation coupling; selected roots; unit phases and full enstrophy floors
B,separated; fixed h=0.05,1048576,2097153,0.05,0.125,1048576.0,3.1832261436212986e-12,5.329061624366013e-12,1.6741071428571428,separated upper-envelope factor / N=1 value,[M/(b h K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,fixed scaled separation; common theorem constants cancel under normalization
B,separated; h=N^-1,1048576,2097153,9.5367431640625e-07,0.125,1048576.0,3.3378545367738473e-06,2.7939630609156084e-07,0.08370535714285714,separated upper-envelope factor / N=1 value,[M/(b N^-1 K_s)] / value at N=1,exact nonlinear separated-root theorem envelope,research/certificates/r071y/result.json,quasi-uniform roots in a fixed scaled interval; same normalized N-law as no separation
C,equal-grid inverse lower bound; h=N^-3,4,9,0.015625,0.0,4.0,1.806179973983887,63.999999999999986,1.0,log10 lower bound for ||M^-1||_2,log10[h^-1 (b h (N+1)^2)^(-(N-1)/2)],exact determinant-based conditioning lower bound,research/certificates/r071y/result.json,canonical r_l=l; conditioning lower bound is not an upper bound on nonlinear IFT radius
C,equal-grid inverse lower bound; h=N^-3,8,17,0.001953125,0.0,8.0,4.083177379724491,12110.926814453951,0.405,log10 lower bound for ||M^-1||_2,log10[h^-1 (b h (N+1)^2)^(-(N-1)/2)],exact determinant-based conditioning lower bound,research/certificates/r071y/result.json,canonical r_l=l; conditioning lower bound is not an upper bound on nonlinear IFT radius
C,equal-grid inverse lower bound; h=N^-3,16,33,0.000244140625,0.0,16.0,9.186525997213101,1536476765.3000143,0.180625,log10 lower bound for ||M^-1||_2,log10[h^-1 (b h (N+1)^2)^(-(N-1)/2)],exact determinant-based conditioning lower bound,research/certificates/r071y/result.json,canonical r_l=l; conditioning lower bound is not an upper bound on nonlinear IFT radius
C,equal-grid inverse lower bound; h=N^-3,32,65,3.0517578125e-05,0.0,32.0,21.103272328287165,1.2684470077125883e+21,0.085078125,log10 lower bound for ||M^-1||_2,log10[h^-1 (b h (N+1)^2)^(-(N-1)/2)],exact determinant-based conditioning lower bound,research/certificates/r071y/result.json,canonical r_l=l; conditioning lower bound is not an upper bound on nonlinear IFT radius
C,equal-grid inverse lower bound; h=N^-3,64,129,3.814697265625e-06,0.0,64.0,49.02944708760584,1.0701559922027626e+49,0.041259765625,log10 lower bound for ||M^-1||_2,log10[h^-1 (b h (N+1)^2)^(-(N-1)/2)],exact determinant-based conditioning lower bound,research/certificates/r071y/result.json,canonical r_l=l; conditioning lower bound is not an upper bound on nonlinear IFT radius
