panel,kind,id,series,x,y,value,alpha,gap,cAbs,theta0,modeN,orientationRatio,rhoOverGamma,chi,A_vartheta,B_vartheta,formula,status,note
B,low-mode-instantaneous-growth,growth-4-049,|c|=4,0.32903096297429968,0.72906851647078574,0.72906851647078574,,0.32903096297429968,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-050,|c|=4,0.35334649214140301,0.51201230537358899,0.51201230537358899,,0.35334649214140301,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-051,|c|=4,0.3794589493341598,0.32026050862480582,0.32026050862480582,,0.3794589493341598,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-052,|c|=4,0.40750112830372315,0.15107508435482497,0.15107508435482497,,0.40750112830372315,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-053,|c|=4,0.43761563631636469,0.0019973566338773452,0.0019973566338773452,,0.43761563631636469,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-054,|c|=4,0.46995561937644564,-0.12917999026406024,-0.12917999026406024,,0.46995561937644564,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-055,|c|=4,0.50468554104367991,-0.24443803256467289,-0.24443803256467289,,0.50468554104367991,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-056,|c|=4,0.54198201880532282,-0.34555414291561104,-0.34555414291561104,,0.54198201880532282,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-057,|c|=4,0.58203472225662589,-0.43412221265764017,-0.43412221265764017,,0.58203472225662589,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-058,|c|=4,0.62504733765721143,-0.51157080519128173,-0.51157080519128173,,0.62504733765721143,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-059,|c|=4,0.67123860376857514,-0.57917946119496067,-0.57917946119496067,,0.67123860376857514,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-060,|c|=4,0.72084342424042647,-0.63809335455184302,-0.63809335455184302,,0.72084342424042647,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-061,|c|=4,0.77411406220285384,-0.68933647778010032,-0.68933647778010032,,0.77411406220285384,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-062,|c|=4,0.83132142313936375,-0.73382351732487683,-0.73382351732487683,,0.83132142313936375,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-063,|c|=4,0.89275643256478965,-0.77237056209257293,-0.77237056209257293,,0.89275643256478965,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-064,|c|=4,0.95873151551418279,-0.80570477296246779,-0.80570477296246779,,0.95873151551418279,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-065,|c|=4,1.0295821853665736,-0.83447312660623374,-0.83447312660623374,,1.0295821853665736,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-066,|c|=4,1.1056687500834825,-0.85925033372130077,-0.85925033372130077,,1.1056687500834825,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-067,|c|=4,1.187378144539194,-0.8805460197009517,-0.8805460197009517,,1.187378144539194,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-068,|c|=4,1.2751258982610179,-0.89881124479873575,-0.89881124479873575,,1.2751258982610179,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-069,|c|=4,1.3693582485864078,-0.91444443098070927,-0.91444443098070927,,1.3693582485864078,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-070,|c|=4,1.4705544099832826,-0.92779675387892568,-0.92779675387892568,,1.4705544099832826,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-071,|c|=4,1.5792290110741043,-0.93917705053961675,-0.93917705053961675,,1.5792290110741043,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-072,|c|=4,1.6959347117570749,-0.94885628696409974,-0.94885628696409974,,1.6959347117570749,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-073,|c|=4,1.8212650137337085,-0.9570716237197503,-0.9570716237197503,,1.8212650137337085,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-074,|c|=4,1.9558572787356072,-0.96403011308718023,-0.96403011308718023,,1.9558572787356072,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-075,|c|=4,2.1003959697994685,-0.96991205722852847,-0.96991205722852847,,2.1003959697994685,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-076,|c|=4,2.2556161320737238,-0.97487405361922763,-0.97487405361922763,,2.2556161320737238,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-077,|c|=4,2.4223071308582713,-0.97905175138239653,-0.97905175138239653,,2.4223071308582713,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-078,|c|=4,2.601316665886944,-0.98256234009810905,-0.98256234009810905,,2.601316665886944,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-079,|c|=4,2.7935550822671877,-0.98550679102700356,-0.98550679102700356,,2.7935550822671877,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-4-080,|c|=4,3.0000000000000013,-0.98797186939188286,-0.98797186939188286,,3.0000000000000013,4,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-000,|c|=32,0.01,3939.7413473662941,3939.7413473662941,,0.01,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-001,|c|=32,0.010739004285411359,3536.1659013195117,3536.1659013195117,,0.010739004285411359,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-002,|c|=32,0.011532621304208346,3173.6664668812164,3173.6664668812164,,0.011532621304208346,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-003,|c|=32,0.012384886960791977,2848.0721060764099,2848.0721060764099,,0.012384886960791977,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-004,|c|=32,0.013300135414628022,2555.6350949570683,2555.6350949570683,,0.013300135414628022,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-005,|c|=32,0.014283021121424171,2292.9879927299271,2292.9879927299271,,0.014283021121424171,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-006,|c|=32,0.015338542503159511,2057.1050653691282,2057.1050653691282,,0.015338542503159511,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-007,|c|=32,0.016472067367339419,1845.2676220472476,1845.2676220472476,,0.016472067367339419,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-008,|c|=32,0.017689360204744261,1655.0328675147744,1655.0328675147744,,0.017689360204744261,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-009,|c|=32,0.018996611504493367,1484.2059138109514,1484.2059138109514,,0.018996611504493367,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-010,|c|=32,0.020400469235504898,1330.8146308591142,1330.8146308591142,,0.020400469235504898,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-011,|c|=32,0.021908072654448968,1193.0870480013034,1193.0870480013034,,0.021908072654448968,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-012,|c|=32,0.023527088612123073,1069.4310477320046,1069.4310477320046,,0.023527088612123073,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-013,|c|=32,0.025265750542884245,958.41611913386907,958.41611913386907,,0.025265750542884245,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-014,|c|=32,0.027132900335416814,858.75696209952173,858.75696209952173,,0.027132900335416814,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-015,|c|=32,0.029138033297768044,769.2987546130779,769.2987546130779,,0.029138033297768044,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-016,|c|=32,0.031291346445318988,689.00391440540272,689.00391440540272,,0.031291346445318988,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-017,|c|=32,0.033603790357257191,616.94020340636689,616.94020340636689,,0.033603790357257191,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-018,|c|=32,0.03608712486526499,552.27003879131109,552.27003879131109,,0.03608712486526499,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-019,|c|=32,0.038753978857625528,494.24088823364917,494.24088823364917,,0.038753978857625528,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-020,|c|=32,0.041617914502878176,442.1766393891026,442.1766393891026,,0.041617914502878176,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-021,|c|=32,0.044693496219629224,395.46984479172505,395.46984479172505,,0.044693496219629224,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-022,|c|=32,0.047996364743261438,353.57475336518553,353.57475336518553,,0.047996364743261438,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-023,|c|=32,0.051543316666205118,316.00104875965553,316.00104875965553,,0.051543316666205118,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-024,|c|=32,0.05535238985626912,282.3082228180773,282.3082228180773,,0.05535238985626912,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-025,|c|=32,0.05944295518742343,252.10051974831356,252.10051974831356,,0.05944295518742343,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-026,|c|=32,0.063835815049525554,225.02239311293567,225.02239311293567,,0.063835815049525554,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-027,|c|=32,0.068553309137958152,200.75442362099795,200.75442362099795,,0.068553309137958152,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-028,|c|=32,0.073619428061166226,179.00965098333259,179.00965098333259,,0.073619428061166226,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-029,|c|=32,0.079059935343839691,159.53027783505536,159.53027783505536,,0.079059935343839691,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-030,|c|=32,0.08490249844618393,142.08470799039338,142.08470799039338,,0.08490249844618393,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-031,|c|=32,0.091176829465570042,126.46488512439807,126.46488512439807,,0.091176829465570042,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-032,|c|=32,0.097914836236097688,112.48390141738678,112.48390141738678,,0.097914836236097688,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-033,|c|=32,0.10515078459448043,99.973848790447278,99.973848790447278,,0.10515078459448043,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-034,|c|=32,0.11292147263744916,88.783888139376614,88.783888139376614,,0.11292147263744916,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-035,|c|=32,0.1212664178568528,78.778514471779417,78.778514471779417,,0.1212664178568528,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-036,|c|=32,0.13022805810412266,69.835998096234334,69.835998096234334,,0.13022805810412266,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-037,|c|=32,0.13985196740609721,61.84698402906217,61.84698402906217,,0.13985196740609721,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-038,|c|=32,0.15018708772972875,54.713233596285548,54.713233596285548,,0.15018708772972875,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-039,|c|=32,0.16128597787430077,48.346493836499292,48.346493836499292,,0.16128597787430077,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-040,|c|=32,0.17320508075688776,42.66748177309389,42.66748177309389,,0.17320508075688776,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-041,|c|=32,0.1860050104503238,37.604971938223756,37.604971938223756,,0.1860050104503238,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-042,|c|=32,0.1997508604334011,33.094976711003696,33.094976711003696,,0.1997508604334011,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-043,|c|=32,0.21451253462089004,29.080010092055431,29.080010092055431,,0.21451253462089004,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-044,|c|=32,0.23036510285681894,25.508426487740191,25.508426487740191,,0.23036510285681894,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-045,|c|=32,0.2473891826788607,22.333826931020823,22.333826931020823,,0.2473891826788607,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-046,|c|=32,0.26567134929526987,19.514525931635465,19.514525931635465,,0.26567134929526987,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-047,|c|=32,0.28530457585929192,17.013072834905152,17.013072834905152,,0.28530457585929192,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-048,|c|=32,0.30638870628004061,14.79582218397349,14.79582218397349,,0.30638870628004061,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-049,|c|=32,0.32903096297429968,12.832548131766286,12.832548131766286,,0.32903096297429968,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-050,|c|=32,0.35334649214140301,11.096098442988712,11.096098442988712,,0.35334649214140301,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-051,|c|=32,0.3794589493341598,9.5620840689984465,9.5620840689984465,,0.3794589493341598,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-052,|c|=32,0.40750112830372315,8.2086006748385998,8.2086006748385998,,0.40750112830372315,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-053,|c|=32,0.43761563631636469,7.0159788530710188,7.0159788530710188,,0.43761563631636469,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-054,|c|=32,0.46995561937644564,5.9665600778875181,5.9665600778875181,,0.46995561937644564,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-055,|c|=32,0.50468554104367991,5.0444957394826169,5.0444957394826169,,0.50468554104367991,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-056,|c|=32,0.54198201880532282,4.2355668566751117,4.2355668566751117,,0.54198201880532282,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-057,|c|=32,0.58203472225662589,3.5270222987388786,3.5270222987388786,,0.58203472225662589,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-058,|c|=32,0.62504733765721143,2.9074335584697466,2.9074335584697466,,0.62504733765721143,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-059,|c|=32,0.67123860376857514,2.3665643104403147,2.3665643104403147,,0.67123860376857514,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-060,|c|=32,0.72084342424042647,1.8952531635852559,1.8952531635852559,,0.72084342424042647,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-061,|c|=32,0.77411406220285384,1.4853081777591974,1.4853081777591974,,0.77411406220285384,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-062,|c|=32,0.83132142313936375,1.1294118614009849,1.1294118614009849,,0.83132142313936375,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-063,|c|=32,0.89275643256478965,0.82103550325941699,0.82103550325941699,,0.89275643256478965,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-064,|c|=32,0.95873151551418279,0.55436181630025727,0.55436181630025727,,0.95873151551418279,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-065,|c|=32,1.0295821853665736,0.32421498715013031,0.32421498715013031,,1.0295821853665736,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-066,|c|=32,1.1056687500834825,0.12599733022959381,0.12599733022959381,,1.1056687500834825,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-067,|c|=32,1.187378144539194,-0.044368157607613368,-0.044368157607613368,,1.187378144539194,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-068,|c|=32,1.2751258982610179,-0.19048995838988603,-0.19048995838988603,,1.2751258982610179,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-069,|c|=32,1.3693582485864078,-0.31555544784567391,-0.31555544784567391,,1.3693582485864078,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-070,|c|=32,1.4705544099832826,-0.42237403103140514,-0.42237403103140514,,1.4705544099832826,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
B,low-mode-instantaneous-growth,growth-32-071,|c|=32,1.5792290110741043,-0.51341640431693403,-0.51341640431693403,,1.5792290110741043,32,,,,,,,,cAbs/(8*mu^(3/2)*(1+mu)^(3/2))-1,exact signed derivative witness,positive values disprove prefactor-one contraction
