panel,row_role,series,index,x_exact,x_numeric,y_exact,y_numeric,context
A,exact-curve,Bessel response A(N),56,56,56,1/9840769,1.0161807476631146e-07,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,56,56,56,1/39363076,2.5404518691577864e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,56,56,56,1/9834496,1.0168289254477302e-07,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),56,56,56,9840769,9840769,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,56,56,56,9834496,9834496,neutral asymptotic reference
A,exact-curve,Bessel response A(N),57,57,57,1/10562500,9.4674556213017758e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,57,57,57,1/42250000,2.366863905325444e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,57,57,57,1/10556001,9.4732844379230357e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),57,57,57,10562500,10562500,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,57,57,57,10556001,10556001,neutral asymptotic reference
A,exact-curve,Bessel response A(N),58,58,58,1/11323225,8.8314062468952081e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,58,58,58,1/45292900,2.207851561723802e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,58,58,58,1/11316496,8.8366575660875944e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),58,58,58,11323225,11323225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,58,58,58,11316496,11316496,neutral asymptotic reference
A,exact-curve,Bessel response A(N),59,59,59,1/12124324,8.247882521120353e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,59,59,59,1/48497296,2.0619706302800883e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,59,59,59,1/12117361,8.2526220024310571e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),59,59,59,12124324,12124324,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,59,59,59,12117361,12117361,neutral asymptotic reference
A,exact-curve,Bessel response A(N),60,60,60,1/12967201,7.7117644740757849e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,60,60,60,1/51868804,1.9279411185189462e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,60,60,60,1/12960000,7.7160493827160495e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),60,60,60,12967201,12967201,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,60,60,60,12960000,12960000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),61,61,61,1/13853284,7.2185050129629913e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,61,61,61,1/55413136,1.8046262532407478e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,61,61,61,1/13845841,7.2223854080080796e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),61,61,61,13853284,13853284,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,61,61,61,13845841,13845841,neutral asymptotic reference
A,exact-curve,Bessel response A(N),62,62,62,1/14784025,6.7640578259303541e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,62,62,62,1/59136100,1.6910144564825885e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,62,62,62,1/14776336,6.7675775645599825e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),62,62,62,14784025,14784025,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,62,62,62,14776336,14776336,neutral asymptotic reference
A,exact-curve,Bessel response A(N),63,63,63,1/15760900,6.3448153341497002e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,63,63,63,1/63043600,1.5862038335374251e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,63,63,63,1/15752961,6.348012922776867e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),63,63,63,15760900,15760900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,63,63,63,15752961,15752961,neutral asymptotic reference
A,exact-curve,Bessel response A(N),64,64,64,1/16785409,5.957555159960654e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,64,64,64,1/67141636,1.4893887899901635e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,64,64,64,1/16777216,5.9604644775390625e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),64,64,64,16785409,16785409,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,64,64,64,16777216,16777216,neutral asymptotic reference
A,exact-curve,Bessel response A(N),65,65,65,1/17859076,5.5993938320213207e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,65,65,65,1/71436304,1.3998484580053302e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,65,65,65,1/17850625,5.6020447463324112e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),65,65,65,17859076,17859076,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,65,65,65,17850625,17850625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),66,66,66,1/18983449,5.2677466565743667e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,66,66,66,1/75933796,1.3169366641435917e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,66,66,66,1/18974736,5.2701655506564094e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),66,66,66,18983449,18983449,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,66,66,66,18974736,18974736,neutral asymptotic reference
A,exact-curve,Bessel response A(N),67,67,67,1/20160100,4.9602928556902002e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,67,67,67,1/80640400,1.2400732139225501e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,67,67,67,1/20151121,4.9625030786128472e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),67,67,67,20160100,20160100,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,67,67,67,20151121,20151121,neutral asymptotic reference
A,exact-curve,Bessel response A(N),68,68,68,1/21390625,4.6749452154857564e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,68,68,68,1/85562500,1.1687363038714391e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,68,68,68,1/21381376,4.6769674692592282e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),68,68,68,21390625,21390625,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,68,68,68,21381376,21381376,neutral asymptotic reference
A,exact-curve,Bessel response A(N),69,69,69,1/22676644,4.4098236052918587e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,69,69,69,1/90706576,1.1024559013229647e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,69,69,69,1/22667121,4.4116762777240213e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),69,69,69,22676644,22676644,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,69,69,69,22667121,22667121,neutral asymptotic reference
A,exact-curve,Bessel response A(N),70,70,70,1/24019801,4.1632318269414473e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,70,70,70,1/96079204,1.0408079567353618e-08,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,70,70,70,1/24010000,4.1649312786339025e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),70,70,70,24019801,24019801,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,70,70,70,24010000,24010000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),71,71,71,1/25421764,3.9336373353163061e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,71,71,71,1/101687056,9.8340933382907652e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,71,71,71,1/25411681,3.9351981476550098e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),71,71,71,25421764,25421764,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,71,71,71,25411681,25411681,neutral asymptotic reference
A,exact-curve,Bessel response A(N),72,72,72,1/26884225,3.7196534398890059e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,72,72,72,1/107536900,9.2991335997225146e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,72,72,72,1/26873856,3.7210886297820455e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),72,72,72,26884225,26884225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,72,72,72,26873856,26873856,neutral asymptotic reference
A,exact-curve,Bessel response A(N),73,73,73,1/28408900,3.5200236545589585e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,73,73,73,1/113635600,8.8000591363973962e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,73,73,73,1/28398241,3.5213448607609181e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),73,73,73,28408900,28408900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,73,73,73,28398241,28398241,neutral asymptotic reference
A,exact-curve,Bessel response A(N),74,74,74,1/29997529,3.3336079115049776e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,74,74,74,1/119990116,8.3340197787624439e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,74,74,74,1/29986576,3.3348255566090641e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),74,74,74,29997529,29997529,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,74,74,74,29986576,29986576,neutral asymptotic reference
A,exact-curve,Bessel response A(N),75,75,75,1/31651876,3.1593703956125695e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,75,75,75,1/126607504,7.8984259890314237e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,75,75,75,1/31640625,3.1604938271604937e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),75,75,75,31651876,31651876,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,75,75,75,31640625,31640625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),76,76,76,1/33373729,2.9963687905537916e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,76,76,76,1/133494916,7.4909219763844789e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,76,76,76,1/33362176,2.9974064041865856e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),76,76,76,33373729,33373729,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,76,76,76,33362176,33362176,neutral asymptotic reference
A,exact-curve,Bessel response A(N),77,77,77,1/35164900,2.8437447568456045e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,77,77,77,1/140659600,7.1093618921140113e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,77,77,77,1/35153041,2.8447041039778037e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),77,77,77,35164900,35164900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,77,77,77,35153041,35153041,neutral asymptotic reference
A,exact-curve,Bessel response A(N),78,78,78,1/37027225,2.7007154870504069e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,78,78,78,1/148108900,6.7517887176260173e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,78,78,78,1/37015056,2.701603369180368e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),78,78,78,37027225,37027225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,78,78,78,37015056,37015056,neutral asymptotic reference
A,exact-curve,Bessel response A(N),79,79,79,1/38962564,2.5665662044212491e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,79,79,79,1/155850256,6.4164155110531226e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,79,79,79,1/38950081,2.5673887558796092e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),79,79,79,38962564,38962564,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,79,79,79,38950081,38950081,neutral asymptotic reference
A,exact-curve,Bessel response A(N),80,80,80,1/40972801,2.4406434893235636e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,80,80,80,1/163891204,6.1016087233089091e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,80,80,80,1/40960000,2.4414062500000001e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),80,80,80,40972801,40972801,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,80,80,80,40960000,40960000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),81,81,81,1/43059844,2.3223493331745467e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,81,81,81,1/172239376,5.8058733329363668e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,81,81,81,1/43046721,2.3230573125418773e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),81,81,81,43059844,43059844,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,81,81,81,43046721,43046721,neutral asymptotic reference
A,exact-curve,Bessel response A(N),82,82,82,1/45225625,2.211135832838131e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,82,82,82,1/180902500,5.5278395820953275e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,82,82,82,1/45212176,2.2117935664056515e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),82,82,82,45225625,45225625,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,82,82,82,45212176,45212176,neutral asymptotic reference
A,exact-curve,Bessel response A(N),83,83,83,1/47472100,2.106500449737846e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,83,83,83,1/189888400,5.2662511243446149e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,83,83,83,1/47458321,2.1071120489070821e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),83,83,83,47472100,47472100,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,83,83,83,47458321,47458321,neutral asymptotic reference
A,exact-curve,Bessel response A(N),84,84,84,1/49801249,2.007981767686188e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,84,84,84,1/199204996,5.0199544192154701e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,84,84,84,1/49787136,2.008550963847368e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),84,84,84,49801249,49801249,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,84,84,84,49787136,49787136,neutral asymptotic reference
A,exact-curve,Bessel response A(N),85,85,85,1/52215076,1.9151556918159037e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,85,85,85,1/208860304,4.7878892295397594e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,85,85,85,1/52200625,1.91568587540858e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),85,85,85,52215076,52215076,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,85,85,85,52200625,52200625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),86,86,86,1/54715609,1.8276320382361092e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,86,86,86,1/218862436,4.569080095590273e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,86,86,86,1/54700816,1.8281262933993526e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),86,86,86,54715609,54715609,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,86,86,86,54700816,54700816,neutral asymptotic reference
A,exact-curve,Bessel response A(N),87,87,87,1/57304900,1.7450514702931162e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,87,87,87,1/229219600,4.3626286757327905e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,87,87,87,1/57289761,1.7455126056469321e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),87,87,87,57304900,57304900,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,87,87,87,57289761,57289761,neutral asymptotic reference
A,exact-curve,Bessel response A(N),88,88,88,1/59985025,1.6670827427345409e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,88,88,88,1/239940100,4.1677068568363522e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,88,88,88,1/59969536,1.6675133187623795e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),88,88,88,59985025,59985025,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,88,88,88,59969536,59969536,neutral asymptotic reference
A,exact-curve,Bessel response A(N),89,89,89,1/62758084,1.5934202197759893e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,89,89,89,1/251032336,3.9835505494399732e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,89,89,89,1/62742241,1.5938225732166626e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),89,89,89,62758084,62758084,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,89,89,89,62742241,62742241,neutral asymptotic reference
A,exact-curve,Bessel response A(N),90,90,90,1/65626201,1.5237816371543433e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,90,90,90,1/262504804,3.8094540928858583e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,90,90,90,1/65610000,1.5241579027587257e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),90,90,90,65626201,65626201,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,90,90,90,65610000,65610000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),91,91,91,1/68591524,1.4579060818068424e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,91,91,91,1/274366096,3.6447652045171061e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,91,91,91,1/68574961,1.4582582117691616e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),91,91,91,68591524,68591524,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,91,91,91,68574961,68574961,neutral asymptotic reference
A,exact-curve,Bessel response A(N),92,92,92,1/71656225,1.395552165914406e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,92,92,92,1/286624900,3.4888804147860149e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,92,92,92,1/71639296,1.3958819472486161e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),92,92,92,71656225,71656225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,92,92,92,71639296,71639296,neutral asymptotic reference
A,exact-curve,Bessel response A(N),93,93,93,1/74822500,1.3364963747535834e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,93,93,93,1/299290000,3.3412409368839585e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,93,93,93,1/74805201,1.3368054448513546e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),93,93,93,74822500,74822500,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,93,93,93,74805201,74805201,neutral asymptotic reference
A,exact-curve,Bessel response A(N),94,94,94,1/78092569,1.280531570167707e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,94,94,94,1/312370276,3.2013289254192675e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,94,94,94,1/78074896,1.2808214307451655e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),94,94,94,78092569,78092569,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,94,94,94,78074896,78074896,neutral asymptotic reference
A,exact-curve,Bessel response A(N),95,95,95,1/81468676,1.2274656335399387e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,95,95,95,1/325874704,3.0686640838498466e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,95,95,95,1/81450625,1.2277376631548254e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),95,95,95,81468676,81468676,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,95,95,95,81450625,81450625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),96,96,96,1/84953089,1.1771202339681844e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,96,96,96,1/339812356,2.942800584920461e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,96,96,96,1/84934656,1.1773756992669752e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),96,96,96,84953089,84953089,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,96,96,96,84934656,84934656,neutral asymptotic reference
A,exact-curve,Bessel response A(N),97,97,97,1/88548100,1.129329708937854e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,97,97,97,1/354192400,2.8233242723446351e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,97,97,97,1/88529281,1.1295697747731624e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),97,97,97,88548100,88548100,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,97,97,97,88529281,88529281,neutral asymptotic reference
A,exact-curve,Bessel response A(N),98,98,98,1/92256025,1.083940046192105e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,98,98,98,1/369024100,2.7098501154802626e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,98,98,98,1/92236816,1.0841657847339396e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),98,98,98,92256025,92256025,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,98,98,98,92236816,92236816,neutral asymptotic reference
A,exact-curve,Bessel response A(N),99,99,99,1/96079204,1.0408079567353618e-08,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,99,99,99,1/384316816,2.6020198918384046e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,99,99,99,1/96059601,1.0410203556852167e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),99,99,99,96079204,96079204,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,99,99,99,96059601,96059601,neutral asymptotic reference
A,exact-curve,Bessel response A(N),100,100,100,1/100020001,9.9980002999600055e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,100,100,100,1/400080004,2.4995000749900014e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,100,100,100,1/100000000,1e-08,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),100,100,100,100020001,100020001,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,100,100,100,100000000,100000000,neutral asymptotic reference
A,exact-curve,Bessel response A(N),101,101,101,1/104080804,9.6079196313664141e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,101,101,101,1/416323216,2.4019799078416035e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,101,101,101,1/104060401,9.6098034448281631e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),101,101,101,104080804,104080804,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,101,101,101,104060401,104060401,neutral asymptotic reference
A,exact-curve,Bessel response A(N),102,102,102,1/108264025,9.2366785735150718e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,102,102,102,1/433056100,2.3091696433787679e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,102,102,102,1/108243216,9.2384542602651424e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),102,102,102,108264025,108264025,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,102,102,102,108243216,108243216,neutral asymptotic reference
A,exact-curve,Bessel response A(N),103,103,103,1/112572100,8.8831957474365321e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,103,103,103,1/450288400,2.220798936859133e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,103,103,103,1/112550881,8.8848704791568898e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),103,103,103,112572100,112572100,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,103,103,103,112550881,112550881,neutral asymptotic reference
A,exact-curve,Bessel response A(N),104,104,104,1/117007489,8.54646150042584e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,104,104,104,1/468029956,2.13661537510646e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,104,104,104,1/116985856,8.5480419102972587e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),104,104,104,117007489,117007489,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,104,104,104,116985856,116985856,neutral asymptotic reference
A,exact-curve,Bessel response A(N),105,105,105,1/121572676,8.2255325201528016e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,105,105,105,1/486290704,2.0563831300382004e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,105,105,105,1/121550625,8.2270247479188205e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),105,105,105,121572676,121572676,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,105,105,105,121550625,121550625,neutral asymptotic reference
A,exact-curve,Bessel response A(N),106,106,106,1/126270169,7.9195268995007044e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,106,106,106,1/505080676,1.9798817248751761e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,106,106,106,1/126247696,7.9209366323802067e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),106,106,106,126270169,126270169,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,106,106,106,126247696,126247696,neutral asymptotic reference
A,exact-curve,Bessel response A(N),107,107,107,1/131102500,7.6276196106100191e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,107,107,107,1/524410000,1.9069049026525048e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,107,107,107,1/131079601,7.6289521204752526e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),107,107,107,131102500,131102500,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,107,107,107,131079601,131079601,neutral asymptotic reference
A,exact-curve,Bessel response A(N),108,108,108,1/136072225,7.3490383507729076e-09,A(N)=1/(1+N^2)^2
A,exact-curve,residual L2 time norm,108,108,108,1/544288900,1.8372595876932269e-09,nu=1; ||r_N||_L2t=A(N)/4
A,asymptotic-reference,N^-4,108,108,108,1/136048896,7.3502985279645343e-09,neutral asymptotic reference
B,exact-curve,inverse response 1/A(N),108,108,108,136072225,136072225,1/A(N)=(1+N^2)^2
B,asymptotic-reference,N^4,108,108,108,136048896,136048896,neutral asymptotic reference
