panel,series,q,x,y,unit,formula,evidenceClass,note
A,rescaled target profile,32,0.076000000000000012,0.0050860744536836699,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.078,0.0046226552079861594,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.080000000000000002,0.0041631483012254666,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.082000000000000003,0.0037087132238440845,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.084000000000000005,0.0032604252448425464,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.086000000000000007,0.0028192798743954806,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.087999999999999995,0.0023861971119729097,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.089999999999999997,0.0019620254898932432,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.091999999999999998,0.0015475459217826892,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.094,0.0011434753649840479,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.096000000000000002,0.00075047030554631355,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.098000000000000004,0.00036913007403130416,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.10000000000000001,0,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.10200000000000001,-0.00035642558731865948,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.10400000000000001,-0.00069970050501710901,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.10600000000000001,-0.0010294240023209777,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.10800000000000001,-0.0013452381797047219,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.11,-0.0016468255350853278,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.112,-0.0019339066311570008,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.114,-0.0022062378781981529,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.11600000000000001,-0.0024636094269443465,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.11800000000000001,-0.0027058431663662674,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.12000000000000001,-0.0029327908214277221,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.12200000000000001,-0.0031443321461275819,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.124,-0.0033403732073405135,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.126,-0.0035208447551805799,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.128,-0.0036857006758059807,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.13,-0.0038349165227725412,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.13200000000000001,-0.0039684881232190383,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.13400000000000001,-0.0040864302553422216,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.13600000000000001,-0.0041887753937806804,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.13800000000000001,-0.0042755725196802485,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.14000000000000001,-0.004346885992366073,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.14200000000000002,-0.0044027944796863616,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.14400000000000002,-0.0044433899442254954,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.14600000000000002,-0.0044687766827195274,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.14800000000000002,-0.0044790704161246642,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.15000000000000002,-0.0044743974279088383,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.15200000000000002,-0.0044548937482511153,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.15400000000000003,-0.0044207043819376735,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.156,-0.0043719825778459342,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.158,-0.0043088891380091143,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.16,-0.0042315917643424295,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.16200000000000001,-0.0041402644412041334,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.16400000000000001,-0.0040350868520484806,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.16600000000000001,-0.0039162438285087753,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.16800000000000001,-0.0037839248303253303,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.16999999999999998,-0.0036383234546098209,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.17199999999999999,-0.0034796369730025201,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.17399999999999999,-0.0033080658953531239,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.17599999999999999,-0.0031238135586129645,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.17799999999999999,-0.0029270857396936634,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.17999999999999999,-0.0027180902911012605,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.182,-0.0024970367982133646,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.184,-0.0022641362571187151,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.186,-0.0020196007719895381,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.188,-0.0017636432710056993,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.19,-0.001496477239895988,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.192,-0.0012183164722052442,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.19400000000000001,-0.0009293748354392839,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.19600000000000001,-0.00062986605227827175,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.19800000000000001,-0.00032000349608871104,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.20000000000000001,2.7755575615628914e-17,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.20200000000000001,0.0003299323211530536,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.20400000000000001,0.00066958223668825423,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.20600000000000002,0.0010187395543676536,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.20800000000000002,0.0013771952637267604,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.21000000000000002,0.0017447416690176409,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.21200000000000002,0.0021211725123109204,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.21400000000000002,0.0025062830872795427,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.21600000000000003,0.0028998703441603657,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.21800000000000003,0.0033017329863647138,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.22000000000000003,0.0037116715591888616,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.22200000000000003,0.004129488531051162,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.22400000000000003,0.0045549883676624381,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.22599999999999998,0.0049879775995194942,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.22799999999999998,0.0054282648830865921,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.22999999999999998,0.0058756610560181943,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.23199999999999998,0.0063299791867555411,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.23399999999999999,0.0067910346188134185,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.23599999999999999,0.007258645010060405,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.23799999999999999,0.0077326303672768382,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.23999999999999999,0.0082128130762656459,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.24199999999999999,0.0086990179277732782,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.24399999999999999,0.0091910721394674599,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.246,0.0096888053742065494,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.248,0.010192049754821714,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.25,0.010700639875623114,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.252,0.011214412810831936,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.254,0.011733208120127625,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.25600000000000001,0.012256867851491354,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.25800000000000001,0.01278523654151742,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.26000000000000001,0.013318161213356272,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.26200000000000001,0.013855491372442241,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.26400000000000001,0.014397079000154633,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.26600000000000001,0.014942778545549679,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.26800000000000002,0.015492446915295666,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.27000000000000002,0.016045943461937412,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.27200000000000002,0.016603129970607144,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.27400000000000002,0.017163870644294893,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.27600000000000002,0.017728032087785783,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.27800000000000002,0.018295483290362013,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.28000000000000003,0.018866095607369071,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.28200000000000003,0.019439742740733595,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.28400000000000003,0.020016300718518704,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.28600000000000003,0.020595647873599077,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.28800000000000003,0.021177664821531134,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.28999999999999998,0.021762234437690403,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.29199999999999998,0.02234924183374537,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.29399999999999998,0.02293857433353097,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.29599999999999999,0.0235301214483844,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.29799999999999999,0.02412377485199893,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.29999999999999999,0.024719428354851025,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.30199999999999999,0.025316977878251157,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.30399999999999999,0.025916321428067907,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.30599999999999999,0.026517359068168433,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.308,0.027119992893620354,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.31,0.027724127003693172,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.312,0.028329667474699366,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.314,0.028936522332707715,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.316,0.029544601526164643,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.318,0.030153816898454089,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.32000000000000001,0.030764082160424255,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.32200000000000001,0.031375312862910149,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.32400000000000001,0.031987426369276789,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.32600000000000001,0.032600341828007057,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.32800000000000001,0.03321398014535662,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.33000000000000002,0.033828263958097793,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.33200000000000002,0.034443117606370144,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.33400000000000002,0.035058467106657581,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.33600000000000002,0.035674240124907386,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.33800000000000002,0.036290365949808445,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.33999999999999997,0.036906775466241354,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.34199999999999997,0.037523401128915529,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.34399999999999997,0.038140176936204168,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.34599999999999997,0.038757038404189759,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.34799999999999998,0.03937392254092939,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.34999999999999998,0.039990767820950596,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.35199999999999998,0.04060751415998573,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.35399999999999998,0.041224102889952735,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.35599999999999998,0.041840476734190973,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.35799999999999998,0.042456579782956,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.35999999999999999,0.043072357469182115,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.36199999999999999,0.043687756544515732,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.36399999999999999,0.044302725055625686,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.36599999999999999,0.044917212320793348,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.36799999999999999,0.045531168906787267,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.37,0.046144546606025072,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.372,0.046757298414024234,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.374,0.047369378507146315,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.376,0.047980742220633504,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.378,0.048591346026941873,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.38,0.049201147514369353,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.38200000000000001,0.049810105365981627,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.38400000000000001,0.050418179338835856,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.38600000000000001,0.051025330243500339,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.38800000000000001,0.051631519923872882,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.39000000000000001,0.052236711237295702,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.39200000000000002,0.052840868034965793,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.39400000000000002,0.053443955142641386,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.39600000000000002,0.05404593834164248,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.39800000000000002,0.054646784350143446,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.40000000000000002,0.055246460804757758,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.40199999999999997,0.055844936242412074,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.40399999999999997,0.05644218008250812,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.40599999999999997,0.057038162609370224,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.40799999999999997,0.057632854954976859,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.40999999999999998,0.058226229081973696,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.41199999999999998,0.058818257766965643,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.41399999999999998,0.059408914584085148,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.41599999999999998,0.059998173888835743,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.41799999999999998,0.060586010802206103,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.41999999999999998,0.061172401195053266,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.42199999999999999,0.061757321672751719,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.42399999999999999,0.062340749560105962,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.42599999999999999,0.062922662886522901,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.42799999999999999,0.063503040371441805,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.42999999999999999,0.064081861410018121,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
A,rescaled target profile,32,0.432,0.064659106059059362,target coefficient times q^2,q^2 gamma_q(r/q^2),exact-response finite evaluation,finite-q exact response tangent
