degree,exact,decimal
168,49061463811985086388575479428410060473006723356165398761775147114754418961641232150445999589830936233009283905117081878382777437127463460690181548526022233415451212341971044367890351340060039129460219173048791974507/13973133916141465987785888458617738941541637858822532571594427836173472043123270615557176204962429779939665811849883973661897188335244370129006141129715242969242574320862910902944318335329110311430976402176000000000,3.51112814823239694
169,3750451633009004290576988263252550444046042406221539482007946608139657847310131377122202149673664162186771031952181081124805791742349103969186122110320803314684498545513251710946433047348982779637712902982291850039/1068496357720421613995461657281647766126078816696488608114639907363287803024446728909242422591574056909359971047237372587709935202695063350784265684930432780533797217070991821435887792596855044296952223744000000000,3.51002753159625849
170,106453715695112477634819386356282373410975438932708117663422348682992680844265694831733772657135803895427001342418749202040080779410347655350015463131210985598266654394779479992648594406677335626778475745662251218432679/30337810799483238413104825214835135131572072747882126364971864333060493160168392300704067697334194012097711132297322206721832968386972682571386180390666925405738571832548335074312565413509607644164280389044428800000000,3.50894520368377292
171,105798685357392144898736859434325609280784248100712956582722131032682687970866134494962967737830260967976868437409138632835499934714153210081885427578757642916245209863201871221484516611984338824830219358630275883715879/30160396701240646375601288225274695744837733141169365392077292027019203726483197024091763207876099310272578318658156579781939208337926058696699711499493434613892147435866765863351673218108966663789050679166976000000000,3.50786783096391174
172,105151801883245747642778777262055915395744334640725715807457131858793224007664721765610275640548913417408342887457832663170523534542080032017508752079011397905758324692591659651556605615500573312465112638214903699067879/29985045557628782152487327247220773095158443994999776058402424050117929286212945878602857607830308035212854026107818460132044212940612535099625875967519635575439286113565214899029861164515309880860044570567168000000000,3.50680814145013271
173,18080669471351901737965882308543477352479918578684477856514692537581478113613688177253373980320174330847420367202001881482255450237211729120381573813289570816088823987604134192959038928510931623690946152950030439659935067/5157427835912150530227820286521972972367252367139961482045216936620283837228626691119691508546812982056610892490544775142711604625785356037135650666413377318975557211533216962633136120296633299507927666137552896000000000,3.50575326434094972
174,537867111033229259053829796012312537544371664723047721584994321903686053308558521980690361339443089225023957016852807569105307833841412910396922333054832247160666787705685620276110224509506281723138043632868312894790778524243/153469550472848001763905741209595921451531338072590919223739738513946932004849961524506757233094706166754075749617620813319513226254065955773160285985918809033759569877173181219045710651574271710507406389257080275968000000000,3.50471549161401426
175,76376563094013232379700628039143023510498257325265240823254448123644540683376546236925812489518919978858840307085305945933821505461788495813471819379562223945591284320759425719683384590313286870107096414861426997873073197269/21798940230429022291362937935077298230666492101739444853004664899123890750076647596134021027394676631032823820762013078789873715402618348003697869193101936956631971558063782475195064206835855736839419356514883239198720000000,3.50368239403673408
176,531444001294746826671403733461358133667981234431479598321780088930725109601820594721199584210286872478425405554035113804527467757918557075701512434896691764952388469976392604808153441317924629692311580785956353810810719330243/151725578308383819925679539604941422344127572867220567868924514212652080504794848325364634991809539051222779434281056940440882394137542479003010737281533368022012302037659849614283827575988200441069822225742795272832000000000,3.50266584724812419
177,528288813473298389639127104718323500432633690062080605072691233940475872979091587049038549928611307268149195957416852450142493957918283025225107337334322368412381173139666136074719044540678261945486700606721685327406046284243/150868371651274306818754796443331583799810467935767344321642454810320712818327080820701557957957507757148074465725796731737826561402302126014293162494632049558611102591119398486519512165954368800159823230117129762816000000000,3.50165384361949006
178,525171480692210902602193660200731364556287391530093047588081072046162253049158697441685149415153820142372558289814838005811345768708399827546919317504074237067194178445045915808217135392852026412747276988935376236337443452243/150020796529637934308537072867807249059362094520397864859161317423745877353055580366652672800890330747276456069850932705155029782967457732047920728997471195347607669430495132202887380075134400436113981526577145887744000000000,3.50065786104834229
179,93454045070092358080448499393000457696805486826220089291699844258398707876273333081922711630417503827459444574119926026549885259879570008099096467416335232132485025546868002067063760175906306272738259249400830937625316764687497/26703701782275552306919598970469690332566452824630819944930714501426766168843893305264175758558478873015209180433466021517595301368207476304529889761549872771874165158628133532113953653373923277628288711730731968018432000000000,3.49966629466039088
180,2976895234963264008781686887879965295661595304723540585798645965901177593245606034500540536593421555358645495632973230178308519364181513088545314554061110678899320615429213716859307193728531003040785911646444131928507847087895980977/850859901534747132735644143553859240457174149870918345734105439877213820289172034364002958505083487006000982253878303213248352878632409438560811963417320476408711125148450670799671726846599687539940843064716803081793698713600000000,3.49869024218165551
181,535692312832301370593253592406656620798724237185535603121685169388684295579357537799167481595642251775061909628749372759086481663779510341918477637814735831421707390005057497531619777691815773942242691548298375812676594581505015195237/153154782276254483892415945839694663282291346976765302232138979177898487652050966185520532530915027661080176805698094578384703518153833698940946153415117685753568002526721120743940910832387943757189351751649024554722865768448000000000,3.49771848368430935
182,17448614278645229689540781208465323791154833163951091259800699082222441337063812953226615073947147776010381478975195272664342941723846102691083968767607260129628599546305795633546074245756362057888293955299698394371348888732413129777735357/4989935119832854613025815511535257540363722934688743186941241882029290967408573342197223670826376961747479278527456181556733462771654021932921895520318205280428835609180229809018114948022829219795053537610851859956851213102541824000000000,3.49676175333311694
183,17348539450549180730566628304022947916117162776722678634807273927058693336538755753279650432805011928288099082746340302582678184287824799327289024912338628671100294840916769160644205629166478596752923708693813554299222945307058543460567357/4962667714806445571424581546991349029214194394062028743296754221471753858297051083496692393936615339005689774273207787121997214341207825091758387894524116726983869294375966258149163500219425781435517725929918243235775523413456896000000000,3.49580919931202972
184,17249624269129035269294990859389040491959008265577671457172043137173017311804249088285521017193966225630037637849075801153124246518839770432440249251468726158213101461165193937667070358112844978170297003410134623623611116206766681841803357/4935696694617280106362491429888135175794552033224735108822315339833320413415001892825514717882611994771963199413027310018073316437179521694520570569010398701293739569950009919789657176848668032623368173071603470174711526003601152000000000,3.49487120793726001
185,17151798386444502764785411727314514960177763198026025518572236313303072014957874438618850024945712049433118018431671178852560965641783679483704510221283345809545347310663518108369937235477829265633640571388080929458646189246839230217828157/4909017253024754267949721205942793904574040941153250054180032554212599762531677558269701124812976254259682317254037973207164812024005578334009648565934666816421881518220550406709713084000837394609187804568513721687280652890068172800000000,3.49393727957998132
186,17055093319849237379696724644998535212698147293971615180769765687554292911222577724525329599458351409081280481860311552333753235226199667242096362869844639293612747565400557414816736410523319449030917443055398561345078184313720998647719357/4882624687148277094466120554297940173904288032867479892598419475964144925098711549891907032744089285150759294042994758297448872174414150493504220347838243876548645596079579705598370540538467301089783569060080852215843660132594688000000000,3.49301746758060884
187,16959441733938820821281951004282777390268328029966637118399783514232135474516484604971634673224060697450778153275980020747614139646834011682556020942792685994246795471273970422284024729237400305074052737391475075422746271233372696761175357/4856514394703633901447585150264261349444906813440381069643347714060593347959146247486067957702677042984177693540091043012435776601288941132576390292502210486834481715886640776691427382567673358303207186337834430546240218099800064000000000,3.49210160942470785
188,992051402463882432658546590743887602399043978741496683481405946200705503998186112509065217139585273645870555840064332857852101599449003221038192769840373416389004348634775727232632102501556410851648766187072563927979567312405801253871021/284157757136914749552784237515462100233478590148107403011046940716311312912503237884823125184731103578861460792239369537961667779862650810948618580944278273165847334440175790125562240469385143304974888562320099659620438293073408000000000,3.49119943956302321
189,986548538903183244579873384326158911159529162035871611185504158458757592577740801765953606289538037301894242796378638575793384596564196428045194812658652771968664647377285513166530397392745620656354703002646773714293608656225875580839021/282654276940423137121288024618554893353936375385419004053316533622574216018786289536226177432430939009661135602862441656808431442403060065917144408558329710873964544310862690706908472001293158419763381215429517121738848672475136000000000,3.49030111832033037
190,981107333420052486295996718522615127362861410278169589701932099032699816350860599704887827964626734116030395412132344595556718503549204263142169814817935917370936719520184116734257181757344007661832689595073572795545844518111378707632621/281166622851263015346965456067930920231020920778127325084614867656139614881845309064982881761733934067505024362847376174404176540074622907675475227460654291343048941446068676545293164253917931270185679209032519663203381047883161600000000,3.489416074606614
191,186363313026703517398072168883644398872173710730860160398144104738994083155985391401798995169640795960853323743697645988637245720794849180563600214773842304913052585937101057836639878257032606266823360620121583800128565468248288272992221011/53421658341739972915923436652906874843893974947844191766076824854666526827550608722346747534729447472825954628941001473136793542614178352458340293217524315355179298874753048543605701208244406941335279049716178736008642399097800704000000000,3.48853477805821259
192,6761626407617328840597949339748913277780361182848736538354860466881498675397155208346703940449634524831466252418248718210915705871317685202317862967124439618160882103225985232722772732529820875697127189341455673493157441568410540520019968845291/1938725124642281493862751835802744161069783099551094043360861935817240140377145247649932052560222968187121131803717525393891368534211445473553375193968147753949002793904814578690533337935370646035045792538671458570058724593979123381152000000000,3.48766636470187162
193,1297910374625344031936863542797605061303173157250333261046167967358687929068271468503576794074775792046285416094896956753413195628208923473090047670655050620490452100081887869473481973946658144356243301577916810115544325400640538117137520495579163/372235223931318046821648352474126878925398355113810056325285491676910106952411887548786954091562809891927257306313764875627142758568597530922248037241884368758208536429724399108582400883591164038728792167424920045451275122043991689181184000000000,3.4868016006589005
194,48084902062845927912325630742167353275088545376007974850571968725953789980447425317260615916800732661091730561901673614876803310730434603207324161301933976784247928837660988580202220783855061371515481085014624815335102410602450316016987999895747458587/13793918774484585173863396081920562669210244961955783412864370829579032694623635809617627287735197213367159240354412966883924948651994258040511874782835203682534950444741573193207979737881377541086451002230779863026761894716784601861081521152000000000,3.48594934108147508
195,47826665893866901743070933985142299863710552084620852873625155198853764546831817717642788372593054321102296761642601904957331265691339265324386103128929368500457760606017365559204867677408560484740996197781874471147645779782511502278724179693695416987/13723180729487228326817942768679944399111730885227805036388143286863242783369155625978562532413478253298609705788492900387084307889676338768509249783948869304675796852717257433242810611020447399850110227860365607318932346538749809031024692838400000000,3.48510063640719557
196,2798307679127863724624098319574925620704498448793972791354546164894157508337771663698594515547261297413662833604364063062257108801461912959400146348696788021199810100923916539807722786726384838363913689399129579550534518959206302149215161015280583211/803127323604444634972838787482769855290152317712911759332439358024709586661760308243043125396347016624618515194704716559268139267252967004759694990357151715009537931056382112689780332877847311815957831462416354569985536487111708511719632384000000000,3.48426407231300111
197,9321731793557810588480173409878721866361702354019545231442664134208033518936067220183309374951157311878435836902345650461786715913683714855045636061120713627662393882064797776087658371705490977441488671424020222206531169138288084697847512763312211405639/2676020242250009523729498839892589157826787522619421982095687940938332342756985347065819693820628259393228892628756115575481440038486886059859303707870029514411780386279865199482348069148987242970771494432771293427191807575056212761049815103488000000000,3.48343097200193737
198,359855117447715122854114318129602944677018183746798552745734263246729840173161742074167440819102834390920522080423688272846528297969604393404744715345497961858009984536676030189039629345712756255768740837904207520695597784409647495689976099684260836989619951/103329156098745869002345301687101636602735656576623323724852808081189498779500006736629530858608576451525194740019146614170026584198821209778407597812875813932762306298957837574555342951887879013904930165181615969410756118462273952149422767915148288000000000,3.48260966250243838
199,71234579007862866109893261868233237438575477150722628360598329173746663457923865181886603636365345984316605641189188080462661970406077535158229392672765191444698244391914692965741541121229531058413484691394909840316260751085226098683488008474848719100861042249/20459172907551682062464369734046124047341660002171418097520856000075520758341001333852647110004498137401988558523791029605665263671366599536124704366949411158686936647193651839761957904473800044753176172705959961943329711455530242525585708047199361024000000000,3.48179172881272644
200,2806205615089783417456584456619910293286719420335781701092843750464653239468049795667092836516334451390005315707553613315141488554015577231886369686836821787679844312054489143253819079746854956318092570372780148918921380233659385038558379722307907882849555946327129/806152687780394390548873248308770755606783192357260376439523801366695744063306683852789184812271690085559868161570145320596880356116539764688924045547385813138685571274688227473881228500191620794409176967252076850653210903833700868584441026255256186431866880000000,3.4809852496010375
201,2791600122020745346734680133305562550693973001794470873954290076798553192802591699540935544499244738285429913388801999315028368453397088648982613211478708137514798652104307178195685222900922378257686908618103668592650939586449323067462082772255176815709019882006649/802141977890939692088431092844548015529137504833094901929874429220592780162494212788844960012210636901054595185641935642384955578225412701183009000544662500635508031119092763655603212438001612730755399967415001841445980998839503351825314453985329538738176000000000,3.48018206123641503
202,2777148122184692156876069740381315935374253212171532234150140161086901997146929067070745192187658337693365251518425603498364364831195424655325266392756684835303664194069270761960860256714162154335875598811994046749241299715746994839138910659595451106364466813478649/798170978000390485691953711196802728323547715205208293504479011254154202042877904804741767140863059490653334813435787446135525105065880955137548559947906745681866902252166561855327949010090713657830868284407996881834862281023466206519248540846788303397888000000000,3.4793900038085994
203,2762841055110866280181482032450587830342081176459706956790387222820813167653501871678154309928163921892581680565010252064704343037054773041321063588419682928408586397637575958542483224970248541687288718177476537360447330818342237396052607576984500931773239852502649/794239101261472305959481032816522911927865214145084114718742661445020437500794762416541068780563241463605781439970586522755547148883290408560516301031907205062744405196737169925006136453390759403358795041627661921825823550575074747373833523404193287124992000000000,3.47860115514674014
204,46727607678393104387729912676064486911147103904781011058270206361758028303838025113242708624006528587775575546790229550840029958290401345680965151116314185751292865537919956636066424580953158173189743688814908017935462176350202395585218589302556860876038068401449033/13435878129673239842481220805146179260113053205954339607325396689444929067721778064213153080204528168092664469359502422009948005935275662744815400759123096885644759521244803791231353808336527013240152949454201280844220181730561681143074017104254269773864448000000000,3.47782312606682734
205,46489307459267799712266014877286299948846456964322429297475399956833717786747910463636482302909083537100448647472063356385428568125998672700164141275943165247709542202470942264661636869969510694329577407759656728487652830829618370251411423652477949753747548114535433/13370337260748004526176434362194246678356404165925294048265272803154953803976793780973088918837676811175139276826041434585509235174615781463133374413956642754495272889433853528835103301954397613175566837505644201425467888161144307088717558484233517238382182400000000,3.47704822643097276
206,46253460805549181673495861405714807577376084833704268944704507451032118640412259284705427404810047029020575957862906991838071088520785385607560467196927973991822368392583297393525365366077793139801156218159831356170502043084069686817438298992140474779631722967153033/13305432710938548193525092447814662956616809970945074174244567595372648202986615170385840914377299739276230833734652883932181520440758423300690979392529668760541412341426893074811631926702191799519374765478917773263208335305993121131976211112950830261496832000000000,3.47628384663684656
207,46019933285598599789924718565928543093532086763643127282212378786125287692406953794443620720880966259001097891770202303936436974520046054922457961436793209231242607363311544948622486061154195906277033500335746473782595119012336459108867597417966975416316971919297033/13241155258228700134619174126810727386778081420360798453596043114235582269638853744441947963100114716381176578499219778212702382660851377777499235530730008524983241267313719678314957376331649810149715950186749088368216990690988323445348306711438990501779456000000000,3.47552251960791466
208,45788786043855925216112512388510931484240235691970171530185354328966282870524848954092286565369073398560809777241364948101606136159148165878393127671781969654627648905415106645895898132175866998896876243077643075614955471012359026852787608788703356891540585452055033/13177495857948754460895043481970291197418571413532140768722985214647911201034820793747515520969825703321651691102588913894372082744212669230492027667601498868613129530451634487553827773560824570677842315810851256212600562851127802659553362929172456893597824000000000,3.4747714237554338
209,2397888936862022304631856131831429565740622705746093697563694015044522446587368263807146388706263844443390807084646805351607677701589953171768097905705680889084910225157061739337879020082534091661508996042613423039950074667466716751111691824591523629252780251173107/690233980975406932225174778204437312783445694790905384007650698727465507382332592571010634188296083175750075988249431903809970589472736136978680875059459019056039018467373450871618276731466006220345303875259899595119848167472823710195693651288811642877952000000000,3.47402330652199402
210,6476186204090880641271619158429939364797590030113006978674669429733208253327058545781647861064583440142228201877018949998534850347169342530654341516660386844061913944292533153538576232689422871982108211031415448120023473214981437538352433141708891928870410383150319/1864570842485265937323924519897837121811607383683459374077810152820928931847103894625498794803893704959798334523359519789135641639997438911525402554327286914742538056009482975109657263197722116123123266454868749178381576240159580240263332985896510907393433600000000,3.47328514236490118
211,9517978439328099124923995703268941217236511790125709698234615579072128582786398672945956234223963109783493146637412668666123639505480145300481720849255929442285216389401520262576577946250820723926736793256516787702839157379456266123548311530781832451004646520330329963/2740919138453340927866169044249820569063062854014685279894380924646765529815242725099483228361723746290903551749338494090029393210796235199942341754861111764671530942333939973411196176900651510700991201688657061292220917073034582953187099489267871033868347392000000000,3.47254988510859533
212,421662974914140209266817926727145098031177009492944534798716480919160503441383187276572085614636780894923570755596011573779387293670024192826274451845403754246454593294128637480824438495735964210294223795199497258394211664125544731646513380234967966919843971144842049666723/121452855015142129225711175641597930132826165562627483519073121197395824340862419376587328221166395819425725909378373156253037300915510794943535671809359426889682072342688731454559488270134500691372042359765697719065538357267966192811395484397724627401216596624896000000000,3.47182431291194758
213,419595970447431662156721450393802140785371347814251555529289172139795729693773985693599741312123704798309637687425034550579742228948531019166639650352786686057103867462410079175871628519317458628462659552061444412110313405222734191440144391157385450872182396072172368314723/120882653817887940825590465896801695719057028635103410826495313116656876808745694402988326680221952646564572266611338540495980787765672716094035504336076049298650701111032915813927753583420254209252924790001539513811709538689243346835755130010880849807783654856704000000000,3.47110157822611272
214,417549417975602192003587094236973763304162531737603530432286637029146683825234367415892942198841730723835246246620700209292797321508509704447749858229213810091982232089180379094547952292453004822586108818810013433171451407965038719993238744480874053140809713330104871498723/120317781603785660728274622598218510225042743454565544420764026606765956823658097700170624219099420157561934078449603313671233213991066768822568048708337376171086912788084163870872016417142589469957350375094990263747168839910321648953345059309895425275971581703168000000000,3.47038827021112962
215,9663307790086998731234144727145804654053417024587963416143429123725434394813195892855005707345289328151506563899416317388573268819058142144854209466500808686932702711916094576576148010456102683245688168699718280799115144279305886898591236726725203306515023627969668904361/2785073581742577760503057786481207267513158150273339805953867138328600839401063591977989570890997935502244877532527323864320595759230750516823100316234093942737977213266631808368481504950623488001176093052496259214915536153684027352732919707119266739757481718169600000000,3.46967773255054018
216,413514916174566824007000848649987618195940188378642197921497010835927226047708537574160620020118263727689779861329257759943313400057073101670650514779224386925087380318772427103919809658951106780974865431582837796022067104774144660389070086065912591542569310460240521222723/119203728070417274980790598314901672167403458792949196787238433767814420186402004202946822142996647748695619874019514394100203276824482817259396122331408326391724996928935236427623201450317195123013300834584851465008769128429670522574147419871840838004897770761472000000000,3.46897637236891585
217,411526419010155120772618984771853266998775391030903937488992102034202249053606102673664526934287212725371744859438279745557290299339940666265490476463026592509176828220270307476669987832123680638096981662031591273528759222734152373933848184047261293316386073293736692026723/118654402134608900441708613990869867226539848383765099106191252045382095669413976533808818354319243842019603192572419857721861326240038195981703052643245154380703222749539221513210191305384857818298953826130543393741447611708796464866432454803307009258331421587456000000000,3.46827771752871057
218,409557220498085067078477745446811758980906868545867648757134491736885320750023920436442676193177995158697759570529567328104250894280350625160150755885192652721660847868093267603861498487335297106885526931374494144910881769894994207656187389630687587641889700476155898474723/118110115886285006402985179981737436642931867427876268376346338045173920918636848201084924692143467494120430700863372060209375723826093066642337442310019259177122015305733995726452346391139973149407674221423522552485752897893618499431265333450998261509439993048064000000000,3.46758799976457405
219,407606316201522743632660025359292997039430528185866530359562592868071922775751052619305282473355156529158495806049124202479062905268868603154366373196200977133382738746182045303639783033444529760726039357739922567210963031424783308836967875280068525648028804862361161338723/117570800288630736967355110666752334192507521001264961214810510017570387033163620583728372524599433395973762067526096388701570355224147436201048230244676705482249312039497767435463979512641617107629556987535743910693580510232003803086830331928390963511679993079808000000000,3.46690092438657026
220,405674166209195175936573550534943599381519012215370762292719586906632032924078485034676656659866810551881365665167037910459345439202910881517739155909351127489341231460116585236627575337375381232016713976455406282888526002430711552315330497374431538279004560288210902380323/117036387560046051799321678345539823582541577723986484118379553153854158001194695035620516285851254153264790421764614132389290489973128584218316192834473629548239087893863686674393688696675064302594877183046945074735882417003676513072799284965080095495717811293081600000000,3.46622255408440556
221,403759802488644962315792915776003539388328450956398808472525059003274132975029319258293075186307063276381462656410209450751418482926378160169352822225675658994731610046582646818570969735302630320602233099533025636529191565335559730251191014834637937599037065583009368762723/116506811145747200886202575728591679584430529860982020389337111736868392580374809537721780918041972460263592275059796873871691890470987730896061368432507685523133933650000050083106839426554362654166846064571619531411285663985560329755727794987862538502524518029312000000000,3.46554676518912891
222,23639039349676868086364723583862283496331524116170955126983472766310557945105207121239081530451368571437364887315594566733599553554966228027024168137166319857825126537982312809138149564014363900104595568118574465043749988075159803864118969320202426522347031734173435799219/6822470922949160412255105785908521777466652649516965157934155191798599565517443801758482666371827216141561709800798916037531507099652434692111701755056756359462797916441444374235986092545976191460220715492932675262823034377532812102812888895685644146544228533248000000000,3.46487945740608342
223,5246859859190088941480336775134943391136118810109240987111768249628389433674489563658049163735215282627576502462820709685873807878456681800400683241358201348315495570498566401076376858353695938806384606644128853222877062371184162402184108687108569968408521892669813556937837/1514588544894713611520633484471691834597596888192766265061382452579289103544872523990383151934545641983426699575777359360331994576122840501648797789622599911800741137450000651080388912545206714504168998839431053908346713631812284286824461334842213000532818734381056000000000,3.46421467194895733
224,259707039918233187583592888265724546677461542987823730884507640059070509344053562835535395873391062738882536797001218881971744056339803627850257480798821943884234983026929212869900860490246753890123499575564519661272867113391419436960678515616304054418606728024172741795541815173/74982728330546582771294807627197706263941824690201742909544463484385488063083934648439559460041622818451889618457386623703030339712280535595303364095855921589769685238428532902676764427353617809570776303360682652666172946650873473311549469694831051328927361847205018048000000000,3.46355815133007533
225,258503961506194520317920255167799607847961028636860251555076663095558300985839287607133386798877630016490290273181926472431249520829048915539189190868816120145017784169659433843534372273134630296069594515306075313875809180705222176155996718185616044247938453728673643111750864493/74649471760188597958977941815521272013879861024911957385502043646677108116136894938890939195774771161480992331264242683153239093758003733214879793588763228604926264415146628311998201029898712841528239519790190729765434400221314035652387027607298468878576573572328551301120000000,3.46290409578032121
226,257312128515364037598813649768797321310033293866063720547452820905603143633988060135398675865469337239756281729777260267579197234731673922527228425148537944540681783791046273552430913345017626828168236479139666918822383986800995363670440573615456412649815967060462658158137128173/74319164363019621861814322603948169040367118277014116866097167347355527991729209563055138579864263324483288825373692936767605292458189557404194484767574010779240749970831820222122102795253143315680769433419437673439038672786706451423836642529390068573804110857406743552000000000,3.46225809615533906
227,58141731221435312818892611100017717830406986077102027438372349812362128502777246715633592062964555197309793851012681028756151960356954027958431260104857658394311575775885683209934912946727883422620300501922302673655302967758744748826300824160745374997626848626815448848468260783271/16796131146042434540770036908492286203122968730605190411737959820502349326130801361250461319049323511333223274534454603709478796095550839973347953557471726436108409493407991370199595231727210389343853891952792914197222740049795658021787081211642155497679729053773924042752000000000,3.46161450609623746
228,2982297173320879527957925998051232457101182765323212740490173936066134350504800731726062775697062580394046547037554024628638046830211226184487696671220442389490408559829835148093732033486759969148289384627073702105541854802527995030351423367935551644669223599886932295823586768165755359/861691842518173150637956165051305599024930808983743651214487238031057376152394966574822937882497448271562075876146060786499479669604096955648985967727596729282694135273601876844335052596129005625514800500196714031477161227411771688247628496755784469979237272629408126156867072000000000,3.46097877009666903
229,35781016736707191369727138120153606816502631481870859600660732732442227272424759477851597521211768991098483470541210205780693895764162035988922589338303058975147577427965153800276753783693340848460529321816759802389157250121001993169566836463898288891409847321454345296530609735793818169/10340302110218077807655473980615667188299169707804923814573846856372688513828739598897875254589969379258744910513752729437993756035249163467787831612731160751392329623283222522132020631153548067506177606002360568377725934728941260258971541961069413639750847271552897513882404864000000000,3.46034538984592268
230,1867896245529794544879096379158113528144744608348254129391243531668382461380352267359993269914515878998396149755825571579714905307348402194532663475448099425081314681973315001799358774707101148849580916020342417961358147952197365468784433529212036053622589847411115469612156736915028813067729/539898149122981234753385664447825045617155033609402366239371159068974766360850790117517374155404964286326503409415829898003666079547786158016808365961481606176966178827749405012329096988243548059360627402298617563834167805106841635200549559667482681027034294020690257227570205675315200000000,3.45971966854124915
231,1859474989572207195632147129790511271154271751306066759753340647915789066628815454429061903255790338088152219749744927220559835667110772670787823550577870255754099316588503490454842599085242731886972524073994957092963295158495984963819065041196792816594995844867324070895727586428310469352529/537560927698206424213327717848483811653444405758279412272966954917161022783531089727398251323563384354351064000717060071605381810805155049107644693381561772383992299265724515813141525139809593305856901742548407098189864048374777385697516877591000072018259253786834455248230074914816000000000,3.45909625079027362
232,97427912056969518036201961907836495755447898395036276662710061806713166306775536285353984087032423907481168087034480021824074921148680391651906731109275374474282975966933675548468694642692838278681535859925648108471010925529766122785453783435859782558237882280800492180532802009275380901291/28170729196525790379600431674909201563508543042232882085992596775377539987067985872737975511738462292616854760473149019178957168397457081747700980982563695422119378659342641368610638000747735039394951066816851642396065924495139196029066787369219831360303513526487921770041095123712000000000,3.45848030334213016
233,25258001756638262192510569675082610803514632068757392263232141334853633472841826244456045797235770561577836747813801783253311661653089448053893146158210015542692740707285867999613902019104532538719721656428238066352707130146073030711812644221541727470253844475931131313656096638942578721255721/7304504370487393176075217813117632970114450454715443778532668622697893897823275395707588003279008340344417399068567110384755482252705342137874466127714162907100130654728374303107981900429177414920761429560510708216579917363210210358595670513148295096248111036750515244843596900313088000000000,3.45786660881317559
234,23207248208314268579971733368467755011123151745381478246927984180306914274109922250033090923540412300119715849814266334935404038975409742174019187078682367196514494742431546260326012436715591894913598127695212871343400945245073702680163138972864528404137650619847700752712835970243522664689352739273/6712612546173308286779863448422971458897035941519149943618045066680066900704158152606546067866520452513089486073463484052737264441896639251447298964347031054879304152678322437506842639415790024872077664636389962759757274173973311945876270136966611820573190025614115762163636244579769852928000000000,3.4572602021465007
235,23104455439424710978471940673801232466069849090329187890640308906018142466212854653504977387978125187298034326894467914189329160414871060695288073081901299902014554066119195219642700231527459252931470124126329872118131468096526310976013545718203433799402178845867495160940625307587205053110800390473/6684048237466187825985055518855214133540027277938217390666478917460151722403289394510347999492620365481118892515704064971661786720867291850377310458115767092943647539262670001602558202652318577957728397978362771428864690028552148916319349838511434748996282834015757822750173962687941045043200000000,3.4566559992665804
236,23002581127026106755653252563582879201881142037273714948736094421594699253770482997327333292014273057823764645784724897040125628945345176170490824923674224610720858644416752016781291779937987703619164954124088389549669795099198367927696842306512581988325503604261737710350764480234962128309027963273/6655725999171839572485118842927861531279264450489326639011112481369218876121919524194626185935448245288402287038942607069239491014422938918807915074818666384922699880197997671087293125522435872118924464088623946126200009138600656759894267847670284601754773160990267323501232547591805701632000000000,3.45605890775676132
237,22901580803330111558949267226781889508842977413677611864783004291677897121255353009084493292863018773730047070970510561440792307351059051369089187300176706221941634500396178467119508961629208126241505753817293087794606323002594985078938139604923547261487111654090720343786442973054009281322476947273/6627642767107823371757333531354326250556567132132831589901360951911964788037016910168488522703653105012923796376331034887512742107189086855859358471127448383298553467201381647158654757904197746076228580273904013864064144121138206731371507223840452177274795215163304170237514266800279095296000000000,3.4554639723474299
238,387625075480899577133052886052017672381119048914690000125325690791645672441112503305537717927370740437869087787828098021443673760536160247087525726334118774632472859250350957923464814087946786951048729530964582241106687453815384103484747889387947627381002066220861091233248652273847726271432856119641/112196523986039581364749146209355380098707600736820077629044467543081118197483786264995127134340413277718781410085032519167179991385986684631333425546943233345839797980480532169757226973092490415719012394636803663270228725479268213952503372289299083286723318999550220596163634373690438970368000000000,3.45487597752253975
239,92239123209987316035163339306425740334349297590093503393973247743176955461445438564805479613549261944971374934382050760644613879424669275659568608240550598359516191785095188959493901647596129688729972991349029294628205187497588988042584052608094784076009478384368230924156323881877987293629476788386199/26702772708677420364810296797826580463492408975363178475712583275253306131001141131068840257973018360097069975600237739561788837949864830942257355280172489536309871919354366656402220019596012718941124949923559271858314436664065834920695802604853181822240149921892952501886944980938324474947584000000000,3.45429009250462552
240,5245958031914760795185672111806918879058953358565600347547100319492019120224664920572010637840846084131483383332610444052263313629882094889379009213845499342502047536995500466849889505113813297012823453866631325048247445868293061744766529831817074762905690916936688962607774908180561611261338114552933661479/1518933708726144749788919259374532718894086768527212950554048558977136832427629031787167460940778128489825131017610091671835986294982003054051629547663071388241874709764168107872933079698763243174808348271814530712952867357785237454186293836672686021372895522006412142610866333488443957198758108390400000000,3.45371098276190648
241,1258819569356068491953347526394179483376430937355686762214535492846592883471478043841502574012696577605432963182947297463913517521394764124244915764050624760280817473056852320667580336212934035067047866508783548522261580280752490887371181271349179789268731003029465276675782064225392545923032024412092973644039/364544090094274739949340622249887852534580824446531108132971654154512839782630967628920190625786750837558031444226422001240636710795680732972391091439137133178049930343400345889503939127703178361954003585235487371108688165868456989004710520801444645129494925281538914226607920037226549727701946013696000000000,3.45313393787436024
