input_charge,minimum_tail_degree,exact,decimal,is_maximum,classification
44,82,7371530568417295570649506935007933400048495420320268153991910130429629533827412555534598497257887058129222625691425464784255392092213867392793307341493454095834183989627152618640447451757955861415070308060341692596158869930787307025888876477242194777406024437955738528198693363137937592621964915961946564888490683233265553933970542413689330803194111664046598887805017066063346966669258341555981124191942717299564625758061224117504156976441542422471965037333228020660810836785621211255553177059226778733571104237709348507806238388909577/20919420788823611479269052529689277227691707051503484658717090654368875561819443794488244909119762017053631641190924277063662915833489920491149018015888615096542188247354467341481998619846594389577422434753248110507052135667357934489691681687353980202515205992269123420160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.35237737425099274757,False,all-order fixed-charge column bound
45,81,36629237423062398592099566563486571827193388433279868357783466787719063585347760105519462954729922917549013671392672786969546311743132717393753641425053298513424700758410391909364364763905312441715086181304205090240177751542185529136433674351520948470701770779944664276974608014522798286254068225374042882144040301618432251542213831214990393103907910218242154481807641114567491634074187473377184786380502966964694837711257247063332191462222039829806659384459676544856537715615316005554247393353760637301206123973024036837845781573687477281/102637817479585539471848957657261079793087347832289321837930155041548657179620292157464134287096308411836464784891158066621046755434703508880963220641179116470701647957634037841185785179567935545467405930820965118612250335907404222544612508449632882820123792697027189412986880000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.35687856895776143284,False,all-order fixed-charge column bound
46,83,5624483420772256811470675601237039726271439472008337775070222900101638035280711918063432822027644093142222174385570986217198768172352744806227157700164557570657996663275432894453784007213258819282237979581219009663904212726347571396441613181250835456999423925218865594377033847739928556509110277609202982565060793042308383709165724243418817118441841273387194490785976374945725991671743161541357347959206922603777088196987367611723424656631614468283448727292627709732925160534311694043332287099751168994680017652051383842476196855473546828119/15764608274257521681741889104814559868629700083126288001835176551855920841347376549927424066421235785777927969860551254969055741196364833847100912602190575547881167337621607445722218512014839910741831244748531049448465391516207087164591742094455726126653089008511590128943104000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.35677914242605290873,False,all-order fixed-charge column bound
47,82,71359332956517185161296244829642466752583367374969890850106153800653056383577951157556288989025186616731272889061651964262491313544963219357293095742208955228625980057048434705462094313502993763847298712148974400085658237669910723369409353943342173447705053568893969727821172032443654711704909718520623104051848229068197343948000710894386223630021272074764299243592612042349826719035881087535105207913979577027824232526849303960735814636927449652975061393549289876043962670485501448268065465770427720013641161593120239199982544997431847/197529710442675519102276466898452724257217860665311897390748932255294108922755296646155820659333693307215630172559578165972720251682724700196033714023250958986271716304492891413211430476307508440391563076145103319010501321614355117691799663213538428007164673668548229332992000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.36125873316270645796,False,all-order fixed-charge column bound
48,81,324315850226010135702749744864641168790401147845337130843268279885861605125600572835993987499822704414455875455400161611419972500794168110614740842410390446984393715435270261186672827737556643103874777808371826676259906584463770868235417884416737678135961486213891305034481966605362450028147718507611046417294599789583768527035366365893104356745855860454412533588879448094560756045258615407293778432012187773222440809942502448384462308315601245051270876832636773445550401287088584046337054091139920295199962893758275181387063605756475639/886503777583018117720401463351127504170832523854839653155159317537272290256851892461077833210833813419959422893643936247987228901459583470262461333589128705257171242286250499759956411224397671699508021775037485814083855649853196148618334816086817705969929314366710716825600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.36583696361704337585,False,all-order fixed-charge column bound
49,83,588472164473308976840812292202327845539933067504354484960761412429436847812847767811875515291258852112399042099883451142619677604963383639618551892165439091248888329092740292010365945256862772424602377465137412694948096897683525470893202544712644630655041586035743847602120618897002149564978715531818162851376466659198863047154097686970161819578280797298975316499256291078380250156858790644014591676344143199392176943578772445818531259038053681950735828295818631704884188233920901163057559520361999666242991433147760503820043626769125349691/1610002547158214980263001440491699731264309795723535795932103137210817447626966115737268840825998548334767111815545660081946118249841514946086901712564143885741055387671993951903545720375983650458740212229637213560694337856974340816809369405391223093785847388103311332317593600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.36551008289521658146,False,all-order fixed-charge column bound
50,82,500935538828132242547167659557651400217832527611360687310584995355997148478120932396512942519046588815008783728124706942870959208531449665782310135671370082209945651240667166007546720672211237230498982400023694122074680078467634728425026838277255646714157856023018298367677687145855085154432975862973041177982420338458084298042455079914588926553683145847897589381273737844293145920875646604801534152216681738048006144017205972224017360603882394228471956337491583915173343696231983368591680061757405338184828883356612142274685870618759726807/1353634247764786499838213065198410757322760206676251043098818289375924921032390156982130197584341497027083055583587431134180806975024604905508418695330787381989486039249944562449274960631419667527928453624958547129161106713479468595134072919239134291955409765966887355351564288000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.37006712829208576743,False,all-order fixed-charge column bound
51,81,31132007841284561912679617213405516855498066274826712156598612324383103344394798055426008725782004617677328875953570869063786753939156815742336978348366428638533729495736512930490682029729850482054897794520995025071544245605246496745084239477064536132841792929535127517279475594396687896386961686070075554080720235285889132882499902701691650053003231954374298867912851792123801801613935010415653014018639541334147779194607263233987196591270522789167866874493229179267067974473284362247368631173783989471812812831390656304188571070620177438453/83079252628946817201111695234480159873203648640083911769219774840278327517064219116656472194534065734211529713923470164179628654729301559886454020086505427151439378723476997105295333380852022516479504968566771150479379808744156864867339703207715855601609447141294863225874022400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.37472662374959087028,False,all-order fixed-charge column bound
52,83,156675573603232159407268736679512399565770237106284977370604954025738049347826672176962431198123669317035227227203022564042781340003698599243556131149881298284549739986419232660645406643003857773553627608241861998644397841292809039261186586890443049133126894629504397246337921899545538644093942345613830030609971373340479574147315701103844288130111824335015612442520076959119073299688486644481062605362565244666485732054597565352938275015803179552675273046053998876450769514312066005348623510963124824181864256016309074610842000822737794886129/418721412452172760991900099635878807608565370122798572127041723410103347691583212550370193777821572458164556605428037545812136703827531999603550962895119721084104979948793827041314653226783947893056860695622898316797579918152601687931696748107122346116354259460968694752498155520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.3741761680772128229,False,all-order fixed-charge column bound
53,82,151972417567203653931265203179003053567558802789199404930385193303351764738346901557648973743744057281193481687504060252372164125940275111452553602547573431843040040776955267739331374556328871687893520705016958574845834405409555004258729150439810135102357313975669857430075669649540137723555855312221407121267282356240857288665770299037760573576289926139733112492565198975792091938274089911127606467338797158969056313040703385619274698152344520594631670840828543466387893501650534201855912375755378160975957825127536779160126344934485048963/401179211366248317052646786337477747223032906608378683119246934257959095085240649915776393345763674217909706032497326039995571958506529002431050197548237899112656963064738883755669372828137175559764773401366365540064152261560405917392377865935625835686784162521950177942568960000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.37881428863088212333,False,all-order fixed-charge column bound
54,81,238842601160557109447255546093544109456700087906311906799712763986366033778090969061116497413370536485160225855282778558405874665783575550571485500091915449216689314436041434627375131122617921295006679838673106262080959053767696469872732033830667344657059060689717774055552842538650415312387823444992484754449958411747787408785702546783241617950072402010188649465499657808575391539878667668637457400911939003082070364395331180096491170817483614920617665485666815455779471573617544940223687501337356914893023183517292765762407720115256289738030089/622702038471871942344640271447745099474142947947331611277713885022412570264410649466010965645158106636233963595650921927047439725520850893856684652334254125921793775697442208123939659381669807935075515322044079668408968486652890215440120578979410419683004919331843453158329784729600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.38355840579337668883,False,all-order fixed-charge column bound
55,83,1016772051533214316585093849504156996854592747336615995556304485959236146678909870800516085334034655094356890965976744144818014632089557219711900286166518990362359608884129029173100494992622430560298879324872116139072743598964545929224348346309257753174030992733497827160930968561347042715080313313060544062756623406346302294843609813733278839316947713490407479662636887289781373536076949133901841990761470296448016970187369084999441900100206449554741360268885861197983057354365623649641720909767447675205269736334684330952816876242821412945963/2656231305944371518392110649882647951011341246333361066819458262516712644857052293804380473469717312057247814701242959033932677542925883921905734700091180148652607491340048969116988570237929971054921133411020981336576162946027591598950663791735520508661107911888940090704439279616000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.38278746630904597614,False,all-order fixed-charge column bound
56,82,26477119863496575646908318818085113573204257153837718114001516773701385374461186455655468177118778329356480868560928845979836062043544083460185163454567472666690271896324810915142383859977910426556922861419864930280294139950208027263749314249902467476631624761026566483476003697505487973354274761102702552890293798611124695846733491434676178532036352747942464405916479461253837372873450368842988272953319886425258366947629260113719372187155901657988441155134583944172197815393398055160464249987027358050913902170054722351086130779427847486723628261/68326365555300514226816483809462749400972849866575249523750413882161393601009535309355254446751791249492028590078226822594618007487544204359840684393828092148328033022214005201342565508159510829878589977671361977467821233227918411537448366405416412874050852431044135146842895092285440000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.38750956015752219264,False,all-order fixed-charge column bound
57,81,9191526426427525292914373639499670791195681590771429766680141612746202582568183243726426155869220004095519157681157430313536028268104646520285647300211261865541336008803162020775887442656378017617753354357819816746619654365819824901574070998474001270708480544849909129760930117292321690176980248827862564860719629029868879865433406911628940392577944977059900821222284092858933404262087782358057830560433012297122110102037525272020460845801294928291259549552388300949095588656868206885578193039283111793691595508465456108025784055560135195355218790853/23427392241817730807268545323202748790179395690879811934348357295009933710926556207430693746261566366187280906161543045959849924925325820555081911122788330643152229571041653958911560419667812397822347563496275325951363675278929265322973378030748803679447338099160510312076345799501414400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.39234099687888929209,False,all-order fixed-charge column bound
58,83,7044308917712526898770997561279581322450904536398376864032530494034996215903721241402656825974633311152894302131784351767630511768930679238390538767270532528775069216012572332345268640479348862720486160008077152929070545117544594849416990341972770692775301141048937716745304850509494261122541447430214718527757070322492670957806442839772047713682849329617625678450732527240589651587643888771895930365725767615462815178315177690095253332888505513685505309215747799904660698945706675793756500058448099408478347201859666457949338484844514978451065110273/17999927728381087662495580746513247030671648497374036150006819456495730767225200073855618167927597671251367876610341650795596272113587761987116337036822345748950210266784669160212620215962241038764645784478235367339975005916586813509649896839483328516937456147880474944836394345824256000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.39135206674221972856,False,all-order fixed-charge column bound
59,82,469331582417712874958108481339062472029834908953343234484952740565943188768091597433896702924077185393368732195174786829833043314394504335304692343930475318020151753747705605781853889364542118941357203502492333769548535118692932181856376999915028417633511292545839022006408920770400621975991881912846724976763244708628909760770362433914354596778519397571132852183935564238547509470841485222188885824973578444042280441147734845197085239879150652665588298589777577787103351231989143742608548286231062183266301863634524249686401503704372911992127361/1184700657585976350173101527126239269101768434441426733233650190872687604029219077552744156518368238631978200189581706762623554137594340295991847187523876654826563132471101405743461048077899121767881484335968102717161462449874951947020899804866411692759198596376444707409532100280320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.39616048105692253101,False,all-order fixed-charge column bound
60,81,160158755466065321313833722297516525869110103561206145453958735027660085067893661676914071229492993892686961339123600428017015547472270812868391857118500914436118392239615639655939486248720009997239526337390521180262233704350499409782298022335123609033726707357640864261692876597466139342726343276502656901919234857645389995611596288704777288276932218660407905611453012336209955013104406679182799096335712338209590490263827633465537535985593798509287739259139202815546708314138605688335135898416393200205890603077874576982993292087336605526126242023119/399317304129638192551059037091775227208175390504725976707822317393744134272652038006322838990696916518345753716359025185289414893390056346184216055171669643903960930746950073319725993116245534607685111250236482555496984457529872598816929667445415369316757279057298134173370763818607575040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.40108143025544878979,False,all-order fixed-charge column bound
61,83,109048826743913992888637996400320556987298792526053014805150979627920177919613543845488640562395118074409625791021623895055642911305725312801124576874520492549969249045715437662798503011335601426915012395380028916015629282180498473853665546493635394445944436789645187278696818769677144229680257016153027441641098049481093478864474083592626363649263012787822607510063186319386161984955201627876791206310063053823890536974526209770040956455116345696789128970116257775443216772066060698436948807264849967828619866410168852444077194009718886316085230291/272706236039291715803299478705893799794911274232308703461591157732843583376161613262666828826325897360617965811677424287802719145810633383814985524782438838214012925174959670814704004675814651967069405722634238173823344293438000889077335709125410981757318620219127711540493770817536000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.39987654234720970692,False,all-order fixed-charge column bound
62,82,3998018549801322457544266394129015484813223216005693189380610929221193168315640004856299253884021015257822844103088729793544024728220581540430128074676674480912338012866043698770170331510553741955229939541049492509564508466986394535360369942522047135585437803665341000777613290386797690917112382792229069076241943996396035489839672101316358945963763863340892639074283836333306666404096977410331874680312710972545609999891858645115472995346274782120911864561738993280747345260880701068400363302255779445406229877660900669919373559295513716466982961/9877182006184497562442052204135125974212365155797847111702173296905531448010567447886884494519296604410873901191974038456488498333375839742202041215426743353660022159973422852468206895436364940439158493584299639404180489774922085525697503639799944179207349646684414781446227660636160000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.40477319819539658852,False,all-order fixed-charge column bound
63,81,23486852063097610071571402910669768822558569344027926994673908419151580780311900224809451382921385034123457104000591562493681822449083045295938781717520599893911835980619915497568392438715497831440401570395477851013364324623429398841999767097604441096049263908577472803118243328107024479029536796858032770413300057897270433354950261143054432765563424461417047803670500612220571839764699410389780211436438801892846902901430054980166027961192018941239841871482346672109888160203717743967824009704751834608514990801583661528892769291645096338106056903047249/57314996068887922548877207646741308243868997515326844551601963666892021836159518045675523760365177870409445350496981430966630735258353072224562684543914039135949461294541397390483075488756879678820206595046446396768063976430785789000516091899000565540202379411010101369932031129477867110400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.40978546059513537569,False,all-order fixed-charge column bound
64,83,131526137350972259048068275486379000907402405991496601059098712424303177752445596773703832211050178366037663155668244872316568084271784689410533962154086720969098117996565892756739127848604437648532283062616357524656507020411085393199826527493510750094124720587405478723385008064763937676839159203736539191046047613707690537955054943265169854950734052941044933212112137141612782652894407045266066685627144171981837818090360289191698127961265624899377306564429560543608090683947763589980387766574381208962078130178271873080052426182388522071214567447909/322078831989838657269906042484925872649716097145887043788921360488238619882267589959199331906381715913877183933658714560774662247617174402952221277480135544996554078022859745182473187010272544140595662374460688046644992608064708876561705958198188608514184707583361461675234985359966208000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.40836628889389975372,False,all-order fixed-charge column bound
65,82,3856600659693202426632385160533450227872281564256709823000195223434845722038543795982249285672754139687505240817088147739573558080253136221716811641326339713212157365396184864751393638293004182849737658301401202772802589567898026890714056133819170973474771189998835232741305290592830172036640303413068759463177658213774588644609417626623142180056567083496011198068965110856695219550464619364965430342341881776722843721491922595340513353524621645884623082516737602507426811377390125234113401998740221204153036155033211650864103613100651893687499529814679/9330046646626749602666312850512887830555166447383247961661773505589227708638716655598469090936717948524065274352774328731355489206553100111884395305053859655387186446534955431808838616166827528772269947792506267664679171592004156466007640587978087190832800438872730193611239061237482389504000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.41335277365280320705,False,all-order fixed-charge column bound
66,81,580902845961571169637882289143650268304748542063025772171862411505300264213984377718033700702942681837680943615387884048522196633258222898100783758107907049254594650479903471920488762227001911706206773183044057440523712533961679985751361103173324544226303024035232245292013413260584296432665051705861926581502700229187376247064663186977233334881201621234461543846559925431495624471921169446025071603229261629796359014378922449535863481399016526154706297821622635757775480078415593933672884135349713071365789760184073781695839320769608022549689781252194959/1388199211863343709913508546800280775104237004659487525216307083206833931764016189501532640576029549942109709750540902391640049594826641942584790839585906252662893918159283231849609820291134506126325596819314213421082556270266011908759244021512081340426036373895905368593184489783878379110400000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.41845784163919846899,False,all-order fixed-charge column bound
67,83,7727316785394477091637966257768924919762709458793343688108982321579777513228605443266148024068139970414859364558774566848254602178961362450219442233053534984259097334867932361330322877368605754686839110429636253061046023626377718317696278211467058007436779581927846783316871425704062746665316138322838907130760123280911288572686138484385654760144047174353589864624079119981837975814921524236755535063539430778683138823473061744882698527788064273765572560627465359070415314018078256902124109758408087413604815091445740517055267758566157491540665580062197/18538481092990636033371349458426151738273418066384683024774518504613024437895871528865848800144672090175771994975839976553637156914559902876995399335942232682596415219281631232906365267874331245923472969495706948692312554674263579981330323381413712351767490237539341421529204854576119808000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.41682577696811207169,False,all-order fixed-charge column bound
68,82,10116093267634854792693336412415526319121927737961551333647919199969170773745271128108229327637309287119862174665133894789313977594863054447303639789503949785851519635963201496345801890093341137003749807213290781220845516368234297203439803669078714503181508523817970422511115922974928404497464051707660433533076210996160924748382621176684804800695525735586160779453168479757948172549616246517644113225063883738967379546541283166517274840113580798364445751263160111791583015157474847048363321906094906558914822097403638989715056876971743375065854218691013/23977272851830206630020007204423110908334345528216116909492431375309626053698474362930305112317322585557952340030492764374006619125457933189575315961700893550374910177522375825433558017693121770203820114114459672919805618410760896393327971936000882462476863818830967685140165153526697164800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42190341370964901113,False,all-order fixed-charge column bound
69,81,832464218315492923908962802973552747748729342463297103794514802241542016168184424713670769238488913555812703476276631969140637363793567957956674033919373282182562977459265860410682023126075498812155697947662848442373906162040611589107293017292526454138266273670770084117835842361012812480847589035108114307870816409753871712861750637942196667748560247015684621343556670832270683242252756704904173130962206544313109312840826385176594410358885522076117096553022004117332368942474746373573155829486129348806135155762050060042368866518917803727351183310981/1949096881738397752105569194374767414753161507338552480688343376810963811927531432371923594225090159201357506463505013091913939021702205075424342043663770209036450666756589045957212773460503878579821202542603874663545799022614068988759955619844701545757752681182381439001698475420701163520000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42710253457130303856,False,all-order fixed-charge column bound
70,83,33594276472647949565393512822069262181480348252511335001295341035105291415549789572024074850079515821233027767538069680073013256878969260812825959941367603793711398575708220589841476003312462023101701612237909329028190129686501765887637434720988941906640985555149639345416153047970425526080587732714192594266518956939767763918723510511070260253536140556857361217781235530112869185951295114459963332574959115723481677551229409627585088447052402033761634537882807027821252231189071248699699148852436678414371196630838938081379899454937602950670870699743183/78997262508450932985812767598142742236816814010098341596667325561234049500740987244211420526627207342322053677070914729814414317571207508747338854700680751835353306511152531362340602389278113617772791242079657412517451341947524646564353938717025150456797444951190751390032012345791901335552000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.42525874196025609253,False,all-order fixed-charge column bound
71,82,16672664807660680495780059580737524552471983758964351562456405873143164904400838352769765398079378819936974022725570116041042650735646820861998228205995111113569365508745732913760470020731855866160302369895069533597335928077299891389411096765025208343616572320618658825581968751765350035990483880817813435006887616498598769093278036846774441331813723040246868781993227095253129411228662973471204352693590618064959161003575383897440664146977384346835604268814375020290249790876336208826353481877550625435549953769188437579679820759552692251742049149033/38735026371261226265339995986886551983642312011682547087895845207244835800985309837623060584360472361923885333219809724986108815356612377990804476691090417936904941922981101111363937021651604561232903415404634948020922962419685207667331698892375513080681575996174128326488684057801523200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43042864222833399079,False,all-order fixed-charge column bound
72,81,125114492762943447872854249913367338890555116957893042449762475283066909349925184809899902968396823691437861321355647878380004909292079884089277412812479604329658185092360235546623607836777185351635620666967769430183983574286961240539613558897373635045198295539995564960823117588801333025118922062241220181906993824205543097552290944285027313317780318091628756405642560071758122283948689926885307537730248915254049285756383319407729023435200306367097530184005202032500886577160309958621588012238815815121798613581491378014929690866029391285097912567547321283/287142361335693258144541330745465420450853164916833349724811530140579262360779938431587328588379747263987368678308321253482225556683256128499040083361894190841297027034746137919198091569259313243107736082336562426533130139868983368138821260424257160791688771611943323732617961164633665227980800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43572286645882324363,False,all-order fixed-charge column bound
73,83,39518321949951645267197763731214398308722789583082409837592559974678688653858848973456853563929726283930652931419575324722114289133237864613619086908276053444714618199611415761710477097805394448267901515839643734136456155117174366076991292930172028013257314189525427780001584072594236193514702502147051797042908558560404191504431458825161571170507742934381210558606407477431126480147680555152896208966070635625422708648411118291448821717853989202692513329379813399867795225940503165789966032547319326617492544023474887176384602447093645762469276560405659/91125681301522605641484825604574466126517748957151545753942405648513916885579151661215040665044708413009246720505782160014315808953766925526415852808990464433085544564776869768439118147278769419307086658443745404878637780699123670367957335954491063039920100991250356675440816343240356659200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43366832911998581812,False,all-order fixed-charge column bound
74,82,238318639821658096124848097428744219411526305810512110952955979432855762532930181191276027027145479864683468994282450495487467664647886514646212679248131042984976606551281880514215907545258753339042506939828177477011538019331078120424032151224689306973632089601127231057657222075642288743193802328954691791382467912354167500467415525273968918408754801173838893695689030915341508420248585667040996579271251381712386560447449545064655342858717471460778048822136291364721786623957458404578456595645331101333662911221726353405438659245692994507073734582781599/542951863553863502548778083520476913380242121861695206014625335518118691769657623299335989099807298846431030980963876807615483468768427302778968030877903374625187231960469452730032912103712288675041698964467847268144963511257706515738974704611578011265069626525475863805224007863548321464320000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.43893143355610880763,False,all-order fixed-charge column bound
75,81,189557109551575861642755338633380155069106725330850401219847404995953095829254059701515255874447833095635264900224530357099219020322131496047494871372993466259189404109960421355709443565164431048563586923372531784727452593844630446162154408662098682640257917108017256715161556583264529465107928056746317471894735259372229573321383058077584448163507775750172114474203695686424527346814722936542776265273116632571397756631921993510658592883530723672920164334412763184883960668800392455541210696358438417031941844483292991221117999643613351957301921778584753863/426621364554396854929894965260659935444468536972262026020445071719907689372727175199571878528539729257432858985340792831471421784105880825604421630453512501857819424305704475523559132046520936676352595054887708644285281068132653355315778488358093385466000289497766815390987356485163880315617280000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.44432165217409352875,False,all-order fixed-charge column bound
76,83,33551518257669568890898356820542632664384866986626223209044128731890924365139902033599807527000138752342341665039348463650339206532082803227599299073144257354537038855527460665427315297108321387058532220566814355701527823024783369710780443285342037392640207287736673954320365757950953886911860894025556690483837694327055252615855990716483094973155085296298464488057423589143262826137639360888765354340115089522792444793753503428523931010577411779975093846647514234459251153159661979054901058468274260452584472752354354789696609386473199747348902184088562421/75898589216453249042854809785334803318421368214027748074623581233483873539078313211702826784035344160127300787569072530344988546335306251109238238124866340650914520375870165929913551819699231544967528968169997369077887879849399606627678922606945302614930488256221272784344778760245174547251200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.44205720559554606552,False,all-order fixed-charge column bound
77,82,4057197737189267254816739615932853912918551825976256364343795185129011582538374899239433585705517523018103483288170080763170294037965925848160779318777169020451855841739001791848086986142626035931350116532392270892770793781806741747932182077784698041438197017166611322622424753740174995301248516307908638759760645895143391219835429155513532269633110266356087837440625052844195782467899148072201261181770492164373510716068168210361429164656727689831796831677797965737616483031144904272554543106869718769273054302297633653061990857512245350546456131980931/9068099960474800517071385989869682927303633010948668341194969698809105918178659790894177261106560914829653811049946463827090730533125380204337852387147613565936814315347709868087410018207871700353368215685054609089687852014126595061693811576048117604057234084555208693957747624015812362240000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.44741431555379929108,False,all-order fixed-charge column bound
78,81,1259087043659479855034729264150949129152776878532156677539570384924991568731678985511971368146265257431681849278520403027131449889710020139492583603270435640872795800161129063134757486226410641053086250268709958740581038259369764917368694272734108652249956040361399825898743769635899193444493403126026253685486376894318474336805390089271288888111102351111627245490565830455168226853056987804608633840636523328456810832488448194024961292634531542919682082552486406395858979133100784205560916707913520317973965714782504321329527775812386383062784715345154599711/2780047382413227699271574061655653972489708066509475634312516504951986515657815203678340716725352020920886040159695363485727712644894455415422297862581613743689397077471501559601321200439359982786039564197569489724051916468320622552139313036057516443150944977639166018044342194740379980687160115200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.45290128924584227565,False,all-order fixed-charge column bound
