panel,kind,id,series,x,y,value,parameterXi,parameterLambda,power,formula,status,note
B,exact-lift-up-energy-ratio,lift-0-2-090,"xi=0, Lambda=2",2.25,1.0281196860383122,1.0281196860383122,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-091,"xi=0, Lambda=2",2.2749999999999999,1.0273459758626768,1.0273459758626768,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-092,"xi=0, Lambda=2",2.2999999999999998,1.0265871325472569,1.0265871325472569,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-093,"xi=0, Lambda=2",2.3250000000000002,1.0258432398090584,1.0258432398090584,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-094,"xi=0, Lambda=2",2.3500000000000001,1.0251143527930398,1.0251143527930398,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-095,"xi=0, Lambda=2",2.375,1.024400499929188,1.024400499929188,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-096,"xi=0, Lambda=2",2.3999999999999999,1.0237016847122611,1.0237016847122611,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-097,"xi=0, Lambda=2",2.4249999999999998,1.0230178874055418,1.0230178874055418,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-098,"xi=0, Lambda=2",2.4500000000000002,1.022349066670095,1.022349066670095,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-099,"xi=0, Lambda=2",2.4750000000000001,1.0216951611211389,1.0216951611211389,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-100,"xi=0, Lambda=2",2.5,1.0210560908132471,1.0210560908132471,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-101,"xi=0, Lambda=2",2.5249999999999999,1.0204317586561729,1.0204317586561729,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-102,"xi=0, Lambda=2",2.5499999999999998,1.0198220517631658,1.0198220517631658,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-103,"xi=0, Lambda=2",2.5750000000000002,1.019226842733691,1.019226842733691,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-104,"xi=0, Lambda=2",2.6000000000000001,1.0186459908725112,1.0186459908725112,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-105,"xi=0, Lambda=2",2.625,1.0180793433471087,1.0180793433471087,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-106,"xi=0, Lambda=2",2.6499999999999999,1.017526736285449,1.017526736285449,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-107,"xi=0, Lambda=2",2.6749999999999998,1.0169879958160917,1.0169879958160917,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-108,"xi=0, Lambda=2",2.7000000000000002,1.0164629390526525,1.0164629390526525,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-109,"xi=0, Lambda=2",2.7250000000000001,1.015951375024613,1.015951375024613,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-110,"xi=0, Lambda=2",2.75,1.01545310555646,1.01545310555646,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-111,"xi=0, Lambda=2",2.7749999999999999,1.0149679260971149,1.0149679260971149,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-112,"xi=0, Lambda=2",2.7999999999999998,1.014495626501589,1.014495626501589,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-113,"xi=0, Lambda=2",2.8250000000000002,1.0140359917667656,1.0140359917667656,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-114,"xi=0, Lambda=2",2.8500000000000001,1.0135888027231876,1.0135888027231876,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-115,"xi=0, Lambda=2",2.875,1.0131538366846793,1.0131538366846793,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-116,"xi=0, Lambda=2",2.8999999999999999,1.0127308680575975,1.0127308680575975,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-117,"xi=0, Lambda=2",2.9249999999999998,1.0123196689114691,1.0123196689114691,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-118,"xi=0, Lambda=2",2.9500000000000002,1.0119200095127212,1.0119200095127212,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-119,"xi=0, Lambda=2",2.9750000000000001,1.0115316588231691,1.0115316588231691,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0-2-120,"xi=0, Lambda=2",3,1.0111543849648796,1.0111543849648796,0,2,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-000,"xi=0.5, Lambda=8",0,1,1,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-001,"xi=0.5, Lambda=8",0.025000000000000001,0.99631766738955607,0.99631766738955607,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-002,"xi=0.5, Lambda=8",0.050000000000000003,1.0060352457826214,1.0060352457826214,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-003,"xi=0.5, Lambda=8",0.074999999999999997,1.0242882817309098,1.0242882817309098,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-004,"xi=0.5, Lambda=8",0.10000000000000001,1.0477266817023245,1.0477266817023245,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-005,"xi=0.5, Lambda=8",0.125,1.0740638605039277,1.0740638605039277,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-006,"xi=0.5, Lambda=8",0.14999999999999999,1.1017531307907811,1.1017531307907811,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-007,"xi=0.5, Lambda=8",0.17499999999999999,1.1297572746792133,1.1297572746792133,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-008,"xi=0.5, Lambda=8",0.20000000000000001,1.1573859568408773,1.1573859568408773,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-009,"xi=0.5, Lambda=8",0.22500000000000001,1.1841822035624323,1.1841822035624323,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-010,"xi=0.5, Lambda=8",0.25,1.2098441009774503,1.2098441009774503,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-011,"xi=0.5, Lambda=8",0.27500000000000002,1.2341715536231512,1.2341715536231512,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-012,"xi=0.5, Lambda=8",0.29999999999999999,1.2570306939194185,1.2570306939194185,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-013,"xi=0.5, Lambda=8",0.32500000000000001,1.2783305746377851,1.2783305746377851,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-014,"xi=0.5, Lambda=8",0.34999999999999998,1.2980082853782169,1.2980082853782169,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-015,"xi=0.5, Lambda=8",0.375,1.3160197437508216,1.3160197437508216,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-016,"xi=0.5, Lambda=8",0.40000000000000002,1.3323342233266455,1.3323342233266455,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-017,"xi=0.5, Lambda=8",0.42499999999999999,1.346931269774515,1.346931269774515,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-018,"xi=0.5, Lambda=8",0.45000000000000001,1.359799081440193,1.359799081440193,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-019,"xi=0.5, Lambda=8",0.47499999999999998,1.3709337341525263,1.3709337341525263,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-020,"xi=0.5, Lambda=8",0.5,1.3803388446097837,1.3803388446097837,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-021,"xi=0.5, Lambda=8",0.52500000000000002,1.3880254164432246,1.3880254164432246,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-022,"xi=0.5, Lambda=8",0.55000000000000004,1.3940117159057577,1.3940117159057577,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-023,"xi=0.5, Lambda=8",0.57499999999999996,1.3983230933520394,1.3983230933520394,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-024,"xi=0.5, Lambda=8",0.59999999999999998,1.400991712017881,1.400991712017881,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-025,"xi=0.5, Lambda=8",0.625,1.4020561742049007,1.4020561742049007,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-026,"xi=0.5, Lambda=8",0.65000000000000002,1.4015610520116417,1.4015610520116417,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-027,"xi=0.5, Lambda=8",0.67500000000000004,1.3995563389567831,1.3995563389567831,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-028,"xi=0.5, Lambda=8",0.69999999999999996,1.3960968428766194,1.3960968428766194,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-029,"xi=0.5, Lambda=8",0.72499999999999998,1.3912415412258663,1.3912415412258663,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-030,"xi=0.5, Lambda=8",0.75,1.3850529186742619,1.3850529186742619,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-031,"xi=0.5, Lambda=8",0.77500000000000002,1.3775963045634334,1.3775963045634334,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-032,"xi=0.5, Lambda=8",0.80000000000000004,1.3689392249640617,1.3689392249640617,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-033,"xi=0.5, Lambda=8",0.82499999999999996,1.3591507811367338,1.3591507811367338,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-034,"xi=0.5, Lambda=8",0.84999999999999998,1.3483010633874237,1.3483010633874237,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-035,"xi=0.5, Lambda=8",0.875,1.3364606067549332,1.3364606067549332,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-036,"xi=0.5, Lambda=8",0.90000000000000002,1.3236998927387189,1.3236998927387189,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-037,"xi=0.5, Lambda=8",0.92500000000000004,1.3100888993921282,1.3100888993921282,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-038,"xi=0.5, Lambda=8",0.94999999999999996,1.2956967005605606,1.2956967005605606,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-039,"xi=0.5, Lambda=8",0.97499999999999998,1.2805911138120381,1.2805911138120381,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-040,"xi=0.5, Lambda=8",1,1.2648383956559091,1.2648383956559091,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-041,"xi=0.5, Lambda=8",1.0249999999999999,1.2485029819370443,1.2485029819370443,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-042,"xi=0.5, Lambda=8",1.05,1.2316472707909722,1.2316472707909722,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-043,"xi=0.5, Lambda=8",1.075,1.2143314452148768,1.2143314452148768,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-044,"xi=0.5, Lambda=8",1.1000000000000001,1.1966133321182495,1.1966133321182495,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-045,"xi=0.5, Lambda=8",1.125,1.1785482946369825,1.1785482946369825,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-046,"xi=0.5, Lambda=8",1.1499999999999999,1.1601891545012168,1.1601891545012168,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-047,"xi=0.5, Lambda=8",1.175,1.1415861413195805,1.1415861413195805,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-048,"xi=0.5, Lambda=8",1.2,1.1227868657630602,1.1227868657630602,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-049,"xi=0.5, Lambda=8",1.2250000000000001,1.1038363137864342,1.1038363137864342,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-050,"xi=0.5, Lambda=8",1.25,1.0847768592023246,1.0847768592023246,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-051,"xi=0.5, Lambda=8",1.2749999999999999,1.0656482921132626,1.0656482921132626,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-052,"xi=0.5, Lambda=8",1.3,1.0464878609034991,1.0464878609034991,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-053,"xi=0.5, Lambda=8",1.325,1.0273303256890791,1.0273303256890791,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-054,"xi=0.5, Lambda=8",1.3500000000000001,1.0082080213177067,1.0082080213177067,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-055,"xi=0.5, Lambda=8",1.375,0.9891509281962092,0.9891509281962092,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-056,"xi=0.5, Lambda=8",1.3999999999999999,0.97018674940074334,0.97018674940074334,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-057,"xi=0.5, Lambda=8",1.425,0.95134099269194494,0.95134099269194494,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-058,"xi=0.5, Lambda=8",1.45,0.93263705621315496,0.93263705621315496,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
B,exact-lift-up-energy-ratio,lift-0.5-8-059,"xi=0.5, Lambda=8",1.4750000000000001,0.91409631679425696,0.91409631679425696,0.5,8,,exp(-2*xi^2*d)*(1+Lambda^2*d^2*(exp(-2*d)+exp(-8*d))/8),exact diagnostic; counterexample when value > 1,closed formula; no PDE discretization
