recordType,mu,theta,value,aux,level
profile,1.0000000000000000e+00,9.0400000000000009e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.0600000000000005e+00,-2.8314447412429167e-15,-1.5518156038624117e+01,H
profile,1.0000000000000000e+00,9.0600000000000005e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.0800000000000001e+00,-2.6196641690036786e-15,-1.5553251786671227e+01,H
profile,1.0000000000000000e+00,9.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.0999999999999996e+00,-2.4237115832059357e-15,-1.5588347537006781e+01,H
profile,1.0000000000000000e+00,9.0999999999999996e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.1200000000000010e+00,-2.2424050122914325e-15,-1.5623443289552359e+01,H
profile,1.0000000000000000e+00,9.1200000000000010e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.1400000000000006e+00,-2.0746506725394452e-15,-1.5658539044231922e+01,H
profile,1.0000000000000000e+00,9.1400000000000006e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.1600000000000001e+00,-1.9194363944075806e-15,-1.5693634800972264e+01,H
profile,1.0000000000000000e+00,9.1600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.1799999999999997e+00,-1.7758255383997417e-15,-1.5728730559702592e+01,H
profile,1.0000000000000000e+00,9.1799999999999997e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.2000000000000011e+00,-1.6429513640454528e-15,-1.5763826320354607e+01,H
profile,1.0000000000000000e+00,9.2000000000000011e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.2200000000000006e+00,-1.5200118182807604e-15,-1.5798922082862061e+01,H
profile,1.0000000000000000e+00,9.2200000000000006e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.2400000000000002e+00,-1.4062647120259167e-15,-1.5834017847161252e+01,H
profile,1.0000000000000000e+00,9.2400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.2599999999999998e+00,-1.3010232560742909e-15,-1.5869113613190537e+01,H
profile,1.0000000000000000e+00,9.2599999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.2799999999999994e+00,-1.2036519295538735e-15,-1.5904209380890354e+01,H
profile,1.0000000000000000e+00,9.2799999999999994e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.3000000000000007e+00,-1.1135626562103767e-15,-1.5939305150203285e+01,H
profile,1.0000000000000000e+00,9.3000000000000007e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.3200000000000003e+00,-1.0302112656009578e-15,-1.5974400921073615e+01,H
profile,1.0000000000000000e+00,9.3200000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.3399999999999999e+00,-9.5309421799095439e-16,-1.6009496693447765e+01,H
profile,1.0000000000000000e+00,9.3399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.3599999999999994e+00,-8.8174557332299579e-16,-1.6044592467273926e+01,H
profile,1.0000000000000000e+00,9.3599999999999994e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.3800000000000008e+00,-8.1573418608754581e-16,-1.6079688242502097e+01,H
profile,1.0000000000000000e+00,9.3800000000000008e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.4000000000000004e+00,-7.5466110927537201e-16,-1.6114784019083793e+01,H
profile,1.0000000000000000e+00,9.4000000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.4199999999999999e+00,-6.9815719184332122e-16,-1.6149879796972378e+01,H
profile,1.0000000000000000e+00,9.4199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.4399999999999995e+00,-6.4588085528291372e-16,-1.6184975576122742e+01,H
profile,1.0000000000000000e+00,9.4399999999999995e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.4600000000000009e+00,-5.9751603595317651e-16,-1.6220071356491442e+01,H
profile,1.0000000000000000e+00,9.4600000000000009e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.4800000000000004e+00,-5.5277028083152276e-16,-1.6255167138036239e+01,H
profile,1.0000000000000000e+00,9.4800000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.5000000000000000e+00,-5.1137298525505443e-16,-1.6290262920716554e+01,H
profile,1.0000000000000000e+00,9.5000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.5199999999999996e+00,-4.7307376207502301e-16,-1.6325358704493148e+01,H
profile,1.0000000000000000e+00,9.5199999999999996e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.5400000000000009e+00,-4.3764093243425907e-16,-1.6360454489328255e+01,H
profile,1.0000000000000000e+00,9.5400000000000009e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.5600000000000005e+00,-4.0486012910602950e-16,-1.6395550275185059e+01,H
profile,1.0000000000000000e+00,9.5600000000000005e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.5800000000000001e+00,-3.7453300400720997e-16,-1.6430646062028320e+01,H
profile,1.0000000000000000e+00,9.5800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.5999999999999996e+00,-3.4647603212297121e-16,-1.6465741849823900e+01,H
profile,1.0000000000000000e+00,9.5999999999999996e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.6200000000000010e+00,-3.2051940465804856e-16,-1.6500837638538950e+01,H
profile,1.0000000000000000e+00,9.6200000000000010e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.6400000000000006e+00,-2.9650600476458196e-16,-1.6535933428141430e+01,H
profile,1.0000000000000000e+00,9.6400000000000006e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.6600000000000001e+00,-2.7429045969163672e-16,-1.6571029218600696e+01,H
profile,1.0000000000000000e+00,9.6600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.6799999999999997e+00,-2.5373826365982292e-16,-1.6606125009887091e+01,H
profile,1.0000000000000000e+00,9.6799999999999997e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.7000000000000011e+00,-2.3472496618863549e-16,-1.6641220801971997e+01,H
profile,1.0000000000000000e+00,9.7000000000000011e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.7200000000000006e+00,-2.1713542099680661e-16,-1.6676316594827572e+01,H
profile,1.0000000000000000e+00,9.7200000000000006e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.7400000000000002e+00,-2.0086309095938555e-16,-1.6711412388427185e+01,H
profile,1.0000000000000000e+00,9.7400000000000002e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.7599999999999998e+00,-1.8580940494168569e-16,-1.6746508182745018e+01,H
profile,1.0000000000000000e+00,9.7599999999999998e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.7799999999999994e+00,-1.7188316264159291e-16,-1.6781603977756138e+01,H
profile,1.0000000000000000e+00,9.7799999999999994e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.8000000000000007e+00,-1.5899998385993649e-16,-1.6816699773436586e+01,H
profile,1.0000000000000000e+00,9.8000000000000007e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.8200000000000003e+00,-1.4708179888537325e-16,-1.6851795569762945e+01,H
profile,1.0000000000000000e+00,9.8200000000000003e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.8399999999999999e+00,-1.3605637692713074e-16,-1.6886891366712870e+01,H
profile,1.0000000000000000e+00,9.8399999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.8599999999999994e+00,-1.2585688975748000e-16,-1.6921987164264678e+01,H
profile,1.0000000000000000e+00,9.8599999999999994e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.8800000000000008e+00,-1.1642150793730948e-16,-1.6957082962397550e+01,H
profile,1.0000000000000000e+00,9.8800000000000008e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.9000000000000004e+00,-1.0769302719393617e-16,-1.6992178761091104e+01,H
profile,1.0000000000000000e+00,9.9000000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.9199999999999999e+00,-9.9618522701474002e-17,-1.7027274560325946e+01,H
profile,1.0000000000000000e+00,9.9199999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.9399999999999995e+00,-9.2149029181777241e-17,-1.7062370360083236e+01,H
profile,1.0000000000000000e+00,9.9399999999999995e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.9600000000000009e+00,-8.5239244899178689e-17,-1.7097466160344897e+01,H
profile,1.0000000000000000e+00,9.9600000000000009e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,9.9800000000000004e+00,-7.8847257765893521e-17,-1.7132561961093185e+01,H
profile,1.0000000000000000e+00,9.9800000000000004e+00,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0000000000000000e+01,-7.2934291907904732e-17,-1.7167657762311265e+01,H
profile,1.0000000000000000e+00,1.0000000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0020000000000000e+01,-6.7464473164196870e-17,-1.7202753563982743e+01,H
profile,1.0000000000000000e+00,1.0020000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0040000000000001e+01,-6.2404612106079900e-17,-1.7237849366091950e+01,H
profile,1.0000000000000000e+00,1.0040000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0060000000000000e+01,-5.7724003268742966e-17,-1.7272945168623430e+01,H
profile,1.0000000000000000e+00,1.0060000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0080000000000000e+01,-5.3394239384720404e-17,-1.7308040971562551e+01,H
profile,1.0000000000000000e+00,1.0080000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0100000000000000e+01,-4.9389039499228854e-17,-1.7343136774895122e+01,H
profile,1.0000000000000000e+00,1.0100000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0120000000000001e+01,-4.5684089930880328e-17,-1.7378232578607498e+01,H
profile,1.0000000000000000e+00,1.0120000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0140000000000001e+01,-4.2256897118600099e-17,-1.7413328382686245e+01,H
profile,1.0000000000000000e+00,1.0140000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0160000000000000e+01,-3.9086651467134978e-17,-1.7448424187118686e+01,H
profile,1.0000000000000000e+00,1.0160000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0180000000000000e+01,-3.6154101369765554e-17,-1.7483519991892472e+01,H
profile,1.0000000000000000e+00,1.0180000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0200000000000001e+01,-3.3441436648122699e-17,-1.7518615796995750e+01,H
profile,1.0000000000000000e+00,1.0200000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0220000000000001e+01,-3.0932180705730108e-17,-1.7553711602416858e+01,H
profile,1.0000000000000000e+00,1.0220000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0240000000000000e+01,-2.8611090744383835e-17,-1.7588807408144785e+01,H
profile,1.0000000000000000e+00,1.0240000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0260000000000000e+01,-2.6464065441060351e-17,-1.7623903214168767e+01,H
profile,1.0000000000000000e+00,1.0260000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0279999999999999e+01,-2.4478059527997721e-17,-1.7658999020478525e+01,H
profile,1.0000000000000000e+00,1.0279999999999999e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0300000000000001e+01,-2.2641004760197499e-17,-1.7694094827064099e+01,H
profile,1.0000000000000000e+00,1.0300000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0320000000000000e+01,-2.0941736793097823e-17,-1.7729190633915703e+01,H
profile,1.0000000000000000e+00,1.0320000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0340000000000000e+01,-1.9369927528793351e-17,-1.7764286441024083e+01,H
profile,1.0000000000000000e+00,1.0340000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0359999999999999e+01,-1.7916022522153212e-17,-1.7799382248380276e+01,H
profile,1.0000000000000000e+00,1.0359999999999999e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0380000000000001e+01,-1.6571183068696800e-17,-1.7834478055975719e+01,H
profile,1.0000000000000000e+00,1.0380000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0400000000000000e+01,-1.5327232624325277e-17,-1.7869573863801818e+01,H
profile,1.0000000000000000e+00,1.0400000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0420000000000000e+01,-1.4176607233134689e-17,-1.7904669671850606e+01,H
profile,1.0000000000000000e+00,1.0420000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0440000000000000e+01,-1.3112309663717279e-17,-1.7939765480114264e+01,H
profile,1.0000000000000000e+00,1.0440000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0460000000000001e+01,-1.2127866976732439e-17,-1.7974861288585380e+01,H
profile,1.0000000000000000e+00,1.0460000000000001e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0480000000000000e+01,-1.1217291267235084e-17,-1.8009957097256461e+01,H
profile,1.0000000000000000e+00,1.0480000000000000e+01,0.0000000000000000e+00,nan,qRelative
profile,1.0000000000000000e+00,1.0500000000000000e+01,-1.0375043344409582e-17,-1.8045052906120638e+01,H
profile,1.0000000000000000e+00,1.0500000000000000e+01,0.0000000000000000e+00,nan,qRelative
signExit,1.0000000000000000e+00,4.3350086783891234e-01,4.3350086783891234e-01,1.0000000000000000e+00,0
qExit,1.0000000000000000e+00,7.1297090351900252e-02,7.1297090351900252e-02,1.1552453009332421e-01,0.5
qExit,1.0000000000000000e+00,2.0361367047611612e-01,2.0361367047611612e-01,3.8376418216567426e-01,0.1
qExit,1.0000000000000000e+00,3.2913551737842567e-01,3.2913551737842567e-01,7.6752836433134852e-01,0.01
profile,5.0000000000000000e-01,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00,H
profile,5.0000000000000000e-01,0.0000000000000000e+00,1.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,2.0000000000000000e-02,9.1329765081187875e-01,9.8936353406242838e-01,H
profile,5.0000000000000000e-01,2.0000000000000000e-02,8.5976901232027902e-01,nan,qRelative
profile,5.0000000000000000e-01,4.0000000000000001e-02,8.3297668798007141e-01,9.7750719862736701e-01,H
profile,5.0000000000000000e-01,4.0000000000000001e-02,7.3761287065377457e-01,nan,qRelative
profile,5.0000000000000000e-01,5.9999999999999998e-02,7.5870897227243572e-01,9.6450813634256016e-01,H
profile,5.0000000000000000e-01,5.9999999999999998e-02,6.3147443196128561e-01,nan,qRelative
profile,5.0000000000000000e-01,8.0000000000000002e-02,6.9016122178684114e-01,9.5044018039068523e-01,H
profile,5.0000000000000000e-01,8.0000000000000002e-02,5.3947887352949131e-01,nan,qRelative
profile,5.0000000000000000e-01,1.0000000000000001e-01,6.2699982912497743e-01,9.3537383050549761e-01,H
profile,5.0000000000000000e-01,1.0000000000000001e-01,4.5992880606129588e-01,nan,qRelative
profile,5.0000000000000000e-01,1.2000000000000000e-01,5.6889475927746058e-01,9.1937625800999212e-01,H
profile,5.0000000000000000e-01,1.2000000000000000e-01,3.9129637930887051e-01,nan,qRelative
profile,5.0000000000000000e-01,1.4000000000000001e-01,5.1552265484059012e-01,9.0251133510905990e-01,H
profile,5.0000000000000000e-01,1.4000000000000001e-01,3.3221340835016139e-01,nan,qRelative
profile,5.0000000000000000e-01,1.6000000000000000e-01,4.6656926199561061e-01,8.8483968424609782e-01,H
profile,5.0000000000000000e-01,1.6000000000000000e-01,2.8146031620802697e-01,nan,qRelative
profile,5.0000000000000000e-01,1.7999999999999999e-01,4.2173127817732248e-01,8.6641874385478712e-01,H
profile,5.0000000000000000e-01,1.7999999999999999e-01,2.3795449848773875e-01,nan,qRelative
profile,5.0000000000000000e-01,2.0000000000000001e-01,3.8071771067400872e-01,8.4730284730696015e-01,H
profile,5.0000000000000000e-01,2.0000000000000001e-01,2.0073856201929532e-01,nan,qRelative
profile,5.0000000000000000e-01,2.2000000000000000e-01,3.4325082460947853e-01,8.2754331227845690e-01,H
profile,5.0000000000000000e-01,2.2000000000000000e-01,1.6896876651726248e-01,nan,qRelative
profile,5.0000000000000000e-01,2.3999999999999999e-01,3.0906674889094410e-01,8.0718853813082703e-01,H
profile,5.0000000000000000e-01,2.3999999999999999e-01,1.4190390095081357e-01,nan,qRelative
profile,5.0000000000000000e-01,2.6000000000000001e-01,2.7791579976106345e-01,7.8628410924112191e-01,H
profile,5.0000000000000000e-01,2.6000000000000001e-01,1.1889475019397781e-01,nan,qRelative
profile,5.0000000000000000e-01,2.8000000000000003e-01,2.4956257354324957e-01,7.6487290250864748e-01,H
profile,5.0000000000000000e-01,2.8000000000000003e-01,9.9374248747387595e-02,nan,qRelative
profile,5.0000000000000000e-01,2.9999999999999999e-01,2.2378585297447814e-01,7.4299519752959775e-01,H
profile,5.0000000000000000e-01,2.9999999999999999e-01,8.2848373603482225e-02,nan,qRelative
profile,5.0000000000000000e-01,3.2000000000000001e-01,2.0037836512729107e-01,7.2068878816144144e-01,H
profile,5.0000000000000000e-01,3.2000000000000001e-01,6.8887794901411892e-02,nan,qRelative
profile,5.0000000000000000e-01,3.4000000000000002e-01,1.7914642327426775e-01,6.9798909440177237e-01,H
profile,5.0000000000000000e-01,3.4000000000000002e-01,5.7120278580813373e-02,nan,qRelative
profile,5.0000000000000000e-01,3.5999999999999999e-01,1.5990948008288991e-01,6.7492927368394695e-01,H
profile,5.0000000000000000e-01,3.5999999999999999e-01,4.7223817892170630e-02,nan,qRelative
profile,5.0000000000000000e-01,3.8000000000000000e-01,1.4249961518500145e-01,6.5154033084692586e-01,H
profile,5.0000000000000000e-01,3.8000000000000000e-01,3.8920458797718889e-02,nan,qRelative
profile,5.0000000000000000e-01,4.0000000000000002e-01,1.2676097638272829e-01,6.2785122617163658e-01,H
profile,5.0000000000000000e-01,4.0000000000000002e-01,3.1970776735651775e-02,nan,qRelative
profile,5.0000000000000000e-01,4.1999999999999998e-01,1.1254919047410403e-01,6.0388898099327326e-01,H
profile,5.0000000000000000e-01,4.1999999999999998e-01,2.6168957902415777e-02,nan,qRelative
profile,5.0000000000000000e-01,4.4000000000000000e-01,9.9730756852255562e-02,5.7967878050012245e-01,H
profile,5.0000000000000000e-01,4.4000000000000000e-01,2.1338436318187503e-02,nan,qRelative
profile,5.0000000000000000e-01,4.6000000000000002e-01,8.8182434601152715e-02,5.5524407341663906e-01,H
profile,5.0000000000000000e-01,4.6000000000000002e-01,1.7328037833029560e-02,nan,qRelative
profile,5.0000000000000000e-01,4.7999999999999998e-01,7.7790631731916693e-02,5.3060666834329484e-01,H
profile,5.0000000000000000e-01,4.7999999999999998e-01,1.4008583397658741e-02,nan,qRelative
profile,5.0000000000000000e-01,5.0000000000000000e-01,6.8450803433848795e-02,5.0578682658958352e-01,H
profile,5.0000000000000000e-01,5.0000000000000000e-01,1.1269905967539946e-02,nan,qRelative
profile,5.0000000000000000e-01,5.2000000000000002e-01,6.0066864715048948e-02,4.8080335139085378e-01,H
profile,5.0000000000000000e-01,5.2000000000000002e-01,9.0182380272120707e-03,nan,qRelative
profile,5.0000000000000000e-01,5.4000000000000004e-01,5.2550621543972477e-02,4.5567367344560078e-01,H
profile,5.0000000000000000e-01,5.4000000000000004e-01,7.1739296812368021e-03,nan,qRelative
profile,5.0000000000000000e-01,5.6000000000000005e-01,4.5821223544386551e-02,4.3041393274839612e-01,H
profile,5.0000000000000000e-01,5.6000000000000005e-01,5.6694603848229715e-03,nan,qRelative
profile,5.0000000000000000e-01,5.7999999999999996e-01,3.9804640414261218e-02,4.0503905672588608e-01,H
profile,5.0000000000000000e-01,5.7999999999999996e-01,4.4477105527984612e-03,nan,qRelative
profile,5.0000000000000000e-01,5.9999999999999998e-01,3.4433163509612723e-02,3.7956283470993324e-01,H
profile,5.0000000000000000e-01,5.9999999999999998e-01,3.4604623979602239e-03,nan,qRelative
profile,5.0000000000000000e-01,6.2000000000000000e-01,2.9644933435582412e-02,3.5399798880382544e-01,H
profile,5.0000000000000000e-01,6.2000000000000000e-01,2.6671023447409747e-03,nan,qRelative
profile,5.0000000000000000e-01,6.4000000000000001e-01,2.5383494000076362e-02,3.2835624121517160e-01,H
profile,5.0000000000000000e-01,6.4000000000000001e-01,2.0335001989850989e-03,nan,qRelative
profile,5.0000000000000000e-01,6.6000000000000003e-01,2.1597372493479719e-02,3.0264837814319673e-01,H
profile,5.0000000000000000e-01,6.6000000000000003e-01,1.5310429032722756e-03,nan,qRelative
profile,5.0000000000000000e-01,6.8000000000000005e-01,1.8239685946799426e-02,2.7688431031917232e-01,H
profile,5.0000000000000000e-01,6.8000000000000005e-01,1.1358031558714743e-03,nan,qRelative
profile,5.0000000000000000e-01,7.0000000000000007e-01,1.5267772777483479e-02,2.5107313030708722e-01,H
profile,5.0000000000000000e-01,7.0000000000000007e-01,8.2782541538984830e-04,nan,qRelative
profile,5.0000000000000000e-01,7.1999999999999997e-01,1.2642849046211312e-02,2.2522316667780781e-01,H
profile,5.0000000000000000e-01,7.1999999999999997e-01,5.9051385444271567e-04,nan,qRelative
profile,5.0000000000000000e-01,7.3999999999999999e-01,1.0329688409733414e-02,1.9934203517417962e-01,H
profile,5.0000000000000000e-01,7.3999999999999999e-01,4.1010867078940981e-04,nan,qRelative
profile,5.0000000000000000e-01,7.6000000000000001e-01,8.2963247562691973e-03,1.7343668698712922e-01,H
profile,5.0000000000000000e-01,7.6000000000000001e-01,2.7523882305114305e-04,nan,qRelative
profile,5.0000000000000000e-01,7.8000000000000003e-01,6.5137764441094348e-03,1.4751345426407533e-01,H
profile,5.0000000000000000e-01,7.8000000000000003e-01,1.7654074200862892e-04,nan,qRelative
profile,5.0000000000000000e-01,8.0000000000000004e-01,4.9557910249871124e-03,1.2157809297105984e-01,H
profile,5.0000000000000000e-01,8.0000000000000004e-01,1.0633389031761220e-04,nan,qRelative
profile,5.0000000000000000e-01,8.2000000000000006e-01,3.5986093164340205e-03,9.5635823229199349e-02,H
profile,5.0000000000000000e-01,8.2000000000000006e-01,5.8345216474230005e-05,nan,qRelative
profile,5.0000000000000000e-01,8.3999999999999997e-01,2.4207476874486518e-03,6.9691367244444524e-02,H
profile,5.0000000000000000e-01,8.3999999999999997e-01,2.7475586180122939e-05,nan,qRelative
profile,5.0000000000000000e-01,8.5999999999999999e-01,1.4027974357531438e-03,4.3748984947445071e-02,H
profile,5.0000000000000000e-01,8.5999999999999999e-01,9.6021887160073297e-06,nan,qRelative
profile,5.0000000000000000e-01,8.8000000000000000e-01,5.2724015966777553e-04,1.7812507457564582e-02,H
profile,5.0000000000000000e-01,8.8000000000000000e-01,1.4117197675514578e-06,nan,qRelative
profile,5.0000000000000000e-01,9.0000000000000002e-01,-2.2172193935971369e-04,-8.1146315179937561e-03,H
profile,5.0000000000000000e-01,9.0000000000000002e-01,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,9.2000000000000004e-01,-8.5832184839103006e-04,-3.4029366242409695e-02,H
profile,5.0000000000000000e-01,9.2000000000000004e-01,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,9.4000000000000006e-01,-1.3953706101021289e-03,-5.9928971360912700e-02,H
profile,5.0000000000000000e-01,9.4000000000000006e-01,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,9.5999999999999996e-01,-1.8443882002067852e-03,-8.5811036065769591e-02,H
profile,5.0000000000000000e-01,9.5999999999999996e-01,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,9.7999999999999998e-01,-2.2157233018502698e-03,-1.1167343991837744e-01,H
profile,5.0000000000000000e-01,9.7999999999999998e-01,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.0000000000000000e+00,-2.5186628146316292e-03,-1.3751433023615903e-01,H
profile,5.0000000000000000e-01,1.0000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.0200000000000000e+00,-2.7615318868969537e-03,-1.6333210095595227e-01,H
profile,5.0000000000000000e-01,1.0200000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.0400000000000000e+00,-2.9517852115111863e-03,-1.8912537288949774e-01,H
profile,5.0000000000000000e-01,1.0400000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.0600000000000001e+00,-3.0960902779379735e-03,-2.1489297529052931e-01,H
profile,5.0000000000000000e-01,1.0600000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.0800000000000001e+00,-3.2004032274963374e-03,-2.4063392865681318e-01,H
profile,5.0000000000000000e-01,1.0800000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.1000000000000001e+00,-3.2700379143869719e-03,-2.6634742869419958e-01,H
profile,5.0000000000000000e-01,1.1000000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.1200000000000001e+00,-3.3097287326823701e-03,-2.9203283137342784e-01,H
profile,5.0000000000000000e-01,1.1200000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.1400000000000001e+00,-3.3236877290797376e-03,-3.1768963901393205e-01,H
profile,5.0000000000000000e-01,1.1400000000000001e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.1599999999999999e+00,-3.3156564829017817e-03,-3.4331748733234113e-01,H
profile,5.0000000000000000e-01,1.1599999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.1799999999999999e+00,-3.2889531986310880e-03,-3.6891613339665102e-01,H
profile,5.0000000000000000e-01,1.1799999999999999e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.2000000000000000e+00,-3.2465154221809397e-03,-3.9448544443021771e-01,H
profile,5.0000000000000000e-01,1.2000000000000000e+00,0.0000000000000000e+00,nan,qRelative
profile,5.0000000000000000e-01,1.2200000000000000e+00,-3.1909387601136456e-03,-4.2002538741278711e-01,H
profile,5.0000000000000000e-01,1.2200000000000000e+00,0.0000000000000000e+00,nan,qRelative
