B,anormalized,0.10200000000000001,4.132161565639616,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.10400000000000001,0.18257523711561188,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.10400000000000001,0.011976878487958234,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.10400000000000001,0.023336921420369153,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.10400000000000001,4.1425321287332357,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.10600000000000001,0.17166919025877103,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.10600000000000001,0.011087023756640512,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.10600000000000001,0.022279469514316971,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.10600000000000001,4.1441382892896694,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.10800000000000001,0.16137180885114877,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.10800000000000001,0.010265824761535997,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.10800000000000001,0.021297906719243385,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.10800000000000001,4.1370799436032133,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.11,0.15165377611397435,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.11,0.0095077630636786776,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.11,0.020386398628708655,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.11,4.121515529991659,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.11200000000000002,0.14248664598618413,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.11200000000000002,0.0088077823632889823,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.11200000000000002,0.019539578905432956,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.11200000000000002,4.0976597933067618,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.114,0.13384289024460508,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.114,0.0081612483016003413,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.114,0.018752510151462499,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.114,4.0657807773561307,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.11600000000000002,0.12569593221827546,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.11600000000000002,0.0075639118749839755,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.11600000000000002,0.018020648176681781,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.11600000000000002,4.026196104059081,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.11800000000000001,0.11802016899639148,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.11800000000000001,0.0070118761281418975,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.11800000000000001,0.017339809360682273,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.11800000000000001,3.9792686164220603,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.12,0.11079098380391789,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.12,0.0065015658244994183,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.12,0.01670614083110377,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.12,3.9254014781345479,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.12200000000000001,0.10398475001821905,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.12200000000000001,0.0060296998202953086,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.12200000000000001,0.016116093207028653,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.12200000000000001,3.8650328351093264,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.124,0.097578828121521244,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.124,0.0055932658945278936,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.124,0.015566395679081416,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.124,3.798630153143701,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.126,0.091551556725279329,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.126,0.0051894978101303599,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.126,0.015054033218795239,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.126,3.7266843507766341,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.128,0.085882238661495067,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.128,0.0048158544027542766,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.128,0.014576225728760193,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.128,3.649703847282769,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.13,0.080551123010824802,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.13,0.0044700005125487127,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.13,0.014130408962249142,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.13,3.5682086427028739,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.13200000000000001,0.075539383826246753,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.13200000000000001,0.0041497895915262083,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.13200000000000001,0.013714217056596457,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.13200000000000001,3.4827245401733387,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.13400000000000001,0.070829096212615628,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.13400000000000001,0.0038532478346795379,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.13400000000000001,0.013325466538733542,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.13400000000000001,3.3937776110539186,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.13600000000000001,0.066403210335252691,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.13600000000000001,0.0035785596971107656,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.13600000000000001,0.012962141674100322,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.13600000000000001,3.3018889910524249,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.13800000000000001,0.062245523853601242,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.13800000000000001,0.0033240546721990073,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.13800000000000001,0.012622381041778992,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.13800000000000001,3.2075700813734258,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.14000000000000001,0.05834065320781763,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.14000000000000001,0.0030881952173922229,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.14000000000000001,0.012304465229246138,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.14000000000000001,3.1113182135739481,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.14200000000000002,0.054674004126007217,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.14200000000000002,0.0028695657246778088,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.14200000000000002,0.012006805549715158,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.14200000000000002,3.0136128209814972,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.14400000000000002,0.051231741666766528,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.14400000000000002,0.0026668624422698625,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.14400000000000002,0.011727933693732975,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.14400000000000002,2.9149121438605858,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.14600000000000002,0.048000760064990093,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.14600000000000002,0.0024788842626430494,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.14600000000000002,0.011466492234587728,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.14600000000000002,2.8156504805688645,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.14800000000000002,0.04496865260783213,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.14800000000000002,0.0023045242998280552,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.14800000000000002,0.011221225914251599,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.14800000000000002,2.7162359831907197,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.14999999999999999,0.042123681731666945,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.14999999999999999,0.0021427621859394859,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.14999999999999999,0.010990973643094003,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.14999999999999999,2.6170489839328166,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.15200000000000002,0.039454749499296594,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.15200000000000002,0.0019926570233023935,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.15200000000000002,0.010774661152515776,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.15200000000000002,2.5184408281565802,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.154,0.036951368589023988,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.154,0.0018533409343419612,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.154,0.010571294245031147,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.154,2.4207331814417494,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.15600000000000003,0.034603633903083304,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.15600000000000003,0.0017240131566581439,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.15600000000000003,0.010379952591210644,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.15600000000000003,2.3242177715565919,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.158,0.032402194881917055,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.158,0.0016039346354755465,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.158,0.010199784027341442,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
B,anormalized,0.158,2.2291565216028166,normalized profile,normalizer=A*=A0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,A0/A*
B,Bnormalized,0.16,0.030338228592532924,normalized profile,normalizer=B0(theta*),theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,B0/B0(theta*)
B,Dnormalized,0.16,0.0014924230699836509,normalized profile,normalizer=D0(0)=3942,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,D0/3942
B,Ynormalized,0.16,0.010029999311701732,normalized profile,normalizer=Y0(0)=178,theta=nu*K^2*t;global cell chi=1;parent index j=J+2;kappa=4K,closed-form fixed-window heat limit of an exact global-smooth 2D3C NSE family,Y0/178
