panel,series,M,N,eta,etaPower,R,x,y,rawValue,referenceValue,unit,formula,evidenceClass,source,note
B,complete-root BV envelope; eta=1,524289,262144,1.0,0.0,0.0,524289.0,5.093136329519661e-11,6.388843979868404e-11,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,524289,262144,1.0,0.0,0.0,524289.0,1.335135129965602e-05,1.674797116258623e-05,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,1048577,524288,1.0,0.0,0.0,1048577.0,1.2732883324202955e-11,1.597216326229243e-11,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,1048577,524288,1.0,0.0,0.0,1048577.0,6.675697932279719e-06,8.374013532460774e-06,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,2097153,1048576,1.0,0.0,0.0,2097153.0,3.1832261436212986e-12,3.99304747967598e-12,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,2097153,1048576,1.0,0.0,0.0,2097153.0,3.337854536773847e-06,4.18701375404872e-06,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,4194305,2097152,1.0,0.0,0.0,4194305.0,7.958071999779e-13,9.982627029334286e-13,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,4194305,2097152,1.0,0.0,0.0,4194305.0,1.668928661048053e-06,2.0935086239822457e-06,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,8388609,4194304,1.0,0.0,0.0,8388609.0,1.989518830036254e-13,2.495657798602598e-13,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,8388609,4194304,1.0,0.0,0.0,8388609.0,8.34464678689638e-07,1.046754748731007e-06,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,16777217,8388608,1.0,0.0,0.0,16777217.0,4.973798112705505e-14,6.239145798093393e-14,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,16777217,8388608,1.0,0.0,0.0,16777217.0,4.17232426386263e-07,5.233774835505262e-07,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,33554433,16777216,1.0,0.0,0.0,33554433.0,1.2434496578782655e-14,1.5597866122217488e-14,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,33554433,16777216,1.0,0.0,0.0,33554433.0,2.0861623495349763e-07,2.616887690715252e-07,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,67108865,33554432,1.0,0.0,0.0,67108865.0,3.108624306823045e-15,3.899466733927397e-15,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,67108865,33554432,1.0,0.0,0.0,67108865.0,1.04308122916841e-07,1.3084439135982893e-07,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,134217729,67108864,1.0,0.0,0.0,134217729.0,7.77156096971685e-16,9.748667089034788e-16,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,134217729,67108864,1.0,0.0,0.0,134217729.0,5.215406281844362e-08,6.542219738593115e-08,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,268435457,134217728,1.0,0.0,0.0,268435457.0,1.942890267761618e-16,2.437166804035735e-16,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,268435457,134217728,1.0,0.0,0.0,268435457.0,2.60770317492276e-08,3.271109911946976e-08,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,536870913,268435456,1.0,0.0,0.0,536870913.0,4.8572257010695527e-17,6.092917049810636e-17,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,536870913,268435456,1.0,0.0,0.0,536870913.0,1.303851595961525e-08,1.6355549666360928e-08,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
B,complete-root BV envelope; eta=1,1073741825,536870912,1.0,0.0,0.0,1073741825.0,1.2143064292255765e-17,1.523229267417821e-17,1.2544027032692728,upper envelope / common M=3 value,C*CBV(eta)*(M/Ks)*eta^(4/3),exact complete-root theorem envelope,research/certificates/r071z/result.json,bounded observation coupling; complete squared-slope mass
B,prior selected-root envelope; N=(M-1)/2,1073741825,536870912,1.0,0.0,0.0,1073741825.0,6.519258001057987e-09,8.177774859836975e-09,1.2544027032692728,prior upper envelope / common M=3 value,N*C*CBV(eta)*(M/Ks)*eta^(4/3),analytic reconstruction of prior selected-root payment,research/r071y_report-source.md,neutral comparator only; not new R0.71Z evidence
C,bounded eta=1,3,1,1.0,0.0,0.0,3.0,1.0,1.2544027032692726,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,5,2,1.0,0.0,0.0,5.0,0.42424242424242425,0.5321708438112066,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,9,4,1.0,0.0,0.0,9.0,0.1473684210526316,0.18485934574494545,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,17,8,1.0,0.0,0.0,17.0,0.04444444444444445,0.055751231256412126,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,33,16,1.0,0.0,0.0,33.0,0.012291483757682178,0.01541847045282688,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,65,32,1.0,0.0,0.0,65.0,0.003238491788110109,0.004062372853520661,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,129,64,1.0,0.0,0.0,129.0,0.0008316008316008314,0.0010431623312010582,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,257,128,1.0,0.0,0.0,257.0,0.0002107322947241665,0.0002643431601681315,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,513,256,1.0,0.0,0.0,513.0,5.304255907615017e-05,6.653672949344287e-05,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,1025,512,1.0,0.0,0.0,1025.0,1.3305923131682068e-05,1.669098594587513e-05,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,2049,1024,1.0,0.0,0.0,2049.0,3.3321631093842044e-06,4.179874412145691e-06,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,4097,2048,1.0,0.0,0.0,4097.0,8.337524428202154e-07,1.0458613181310378e-06,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,8193,4096,1.0,0.0,0.0,8193.0,2.085271549795711e-07,2.6157702691142455e-07,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,16385,8192,1.0,0.0,0.0,16385.0,5.214292466528423e-08,6.540822565649857e-08,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,32769,16384,1.0,0.0,0.0,32769.0,1.3037123493169848e-08,1.63538029526876e-08,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,65537,32768,1.0,0.0,0.0,65537.0,3.259454935203869e-09,4.088669081904105e-09,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,131073,65536,1.0,0.0,0.0,131073.0,8.148854928560163e-10,1.0221945650935003e-09,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,262145,131072,1.0,0.0,0.0,262145.0,2.0372409317814803e-10,2.5555205320375007e-10,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,524289,262144,1.0,0.0,0.0,524289.0,5.093136329519661e-11,6.388843979868403e-11,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,1048577,524288,1.0,0.0,0.0,1048577.0,1.2732883324202954e-11,1.5972163262292428e-11,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,2097153,1048576,1.0,0.0,0.0,2097153.0,3.1832261436212986e-12,3.993047479675979e-12,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,4194305,2097152,1.0,0.0,0.0,4194305.0,7.958071999779e-13,9.982627029334284e-13,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,8388609,4194304,1.0,0.0,0.0,8388609.0,1.9895188300362537e-13,2.4956577986025973e-13,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,16777217,8388608,1.0,0.0,0.0,16777217.0,4.973798112705505e-14,6.239145798093392e-14,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,33554433,16777216,1.0,0.0,0.0,33554433.0,1.2434496578782654e-14,1.5597866122217482e-14,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,67108865,33554432,1.0,0.0,0.0,67108865.0,3.108624306823044e-15,3.899466733927395e-15,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,134217729,67108864,1.0,0.0,0.0,134217729.0,7.77156096971685e-16,9.748667089034786e-16,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,268435457,134217728,1.0,0.0,0.0,268435457.0,1.9428902677616184e-16,2.437166804035735e-16,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,536870913,268435456,1.0,0.0,0.0,536870913.0,4.8572257010695527e-17,6.092917049810635e-17,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,bounded eta=1,1073741825,536870912,1.0,0.0,0.0,1073741825.0,1.2143064292255765e-17,1.5232292674178208e-17,1.2544027032692726,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),3,1,1.7320508075688772,0.5,0.0,3.0,1.0,3.035629374915824,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),5,2,2.23606797749979,0.5,0.0,5.0,0.6540367769628287,1.9854132524236316,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),9,4,3.0,0.5,0.0,9.0,0.38111144774822664,1.1569131059012139,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),17,8,4.123105625617661,0.5,0.0,17.0,0.20607195516201524,0.62555808043615,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),33,16,5.744562646538029,0.5,0.0,33.0,0.10759796327550736,0.3266275380002442,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),65,32,8.06225774829855,0.5,0.0,65.0,0.055738337457287256,0.16920093449431217,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),129,64,11.357816691600547,0.5,0.0,129.0,0.029057379577721927,0.08820743500421184,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),257,128,16.0312195418814,0.5,0.0,257.0,0.015330258332848408,0.046536982520242715,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),513,256,22.64950330581225,0.5,0.0,513.0,0.008192426192659641,0.024869169602267406,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),1025,512,32.01562118716424,0.5,0.0,1025.0,0.004428749704410583,0.013444042696858538,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),2049,1024,45.2658811910251,0.5,0.0,2049.0,0.0024169685095818956,0.00733702060593332,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),4097,2048,64.00781202322104,0.5,0.0,4097.0,0.001328878701556466,0.0040339832221448066,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),8193,4096,90.515192095029,0.5,0.0,8193.0,0.0007347549125938664,0.0022304435960336494,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),16385,8192,128.00390619039717,0.5,0.0,16385.0,0.00040795404955616026,0.0012383972964485459,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),32769,16384,181.02209809854708,0.5,0.0,32769.0,0.00022719784195536827,0.0006896884429571987,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),65537,32768,256.0019531175495,0.5,0.0,65537.0,0.00012681058720478858,0.00038494994356918095,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),131073,65536,362.0400530328102,0.5,0.0,131073.0,7.089173974355231e-05,0.00021520104760441497,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),262145,131072,512.0009765615687,0.5,0.0,262145.0,3.967605129295916e-05,0.00012044178678557379,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),524289,262144,724.0780344686614,0.5,0.0,524289.0,2.2223500455489828e-05,6.746231079614011e-05,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),1048577,524288,1024.0004882811336,0.5,0.0,1048577.0,1.2455072462485819e-05,3.780898383382712e-05,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),2097153,1048576,1448.1550331369913,0.5,0.0,2097153.0,6.983246587355627e-06,2.1198548472857422e-05,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),4194305,2097152,2048.0002441406104,0.5,0.0,4194305.0,3.916464946938858e-06,1.1888936038755741e-05,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
C,eta=M^(1/2),8388609,4194304,2896.309548373585,0.5,0.0,8388609.0,2.196950164698489e-06,6.6691264551848905e-06,3.035629374915824,upper envelope / own M=3 value,C*(M/Ks)*eta^(4/3)*exp(2*lambda0L)*(4+Ckappa*eta),exact R0.71Z upper-envelope formula,research/certificates/r071z/result.json,"fixed geometry constants retained; strong-coupling curves are diagnostics, not constructions"
